Symbol,Company,Sector,Industry,Current_Price,ATH_Price_Flag,TTM_Net_Profit,ATH_Profit_Flag,Above_MA212_Flag,RS_Peer_Group,RS_vs_Sector,RS_vs_Benchmark,Outperformance_Flag,TTM_Net_Sales,ATH_Sales,ATH_Sales_Flag,Signal
ONGC,Oil and Natural Gas Corporation Limited,Energy,Oil & Gas Integrated,235.64999389648438,False,44793.0,False,False,NIFTY ENERGY,-11.02,-1.31,False,704123.0,632291.0,True,EXIT
ETERNAL,Eternal Limited,Consumer Cyclical,Internet Retail,327.6000061035156,False,433.0,False,True,Sector: Consumer Cyclical,1.81,-1.5,False,67408.0,54364.0,True,EXIT
NESTLEIND,Nestlé India Limited,Consumer Defensive,Packaged Foods,1473.199951171875,True,3811.0,False,True,NIFTY FMCG,34.93,21.95,True,24437.0,24394.0,True,HOLD
DMART,Avenue Supermarts Limited,Consumer Defensive,Discount Stores,4032.199951171875,False,3057.0,True,False,Sector: Consumer Defensive,-16.5,-16.72,False,71256.0,68821.0,True,EXIT
SHRIRAMFIN,Shriram Finance Limited,Financial Services,Credit Services,1132.5,True,11318.0,True,True,Sector: Financial Services,78.69,78.86,True,49997.0,48135.0,True,ADD
LICI,Life Insurance Corporation of India,Financial Services,Insurance - Life,415.79998779296875,False,60055.0,True,False,Sector: Financial Services,-9.95,-9.35,False,994088.0,977772.0,True,EXIT
ASIANPAINT,Asian Paints Limited,Basic Materials,Specialty Chemicals,2608.300048828125,False,4837.0,False,True,Sector: Basic Materials,2.22,2.05,True,37187.0,35584.0,True,HOLD
COALINDIA,Coal India Limited,Energy,Thermal Coal,398.25,False,31186.0,False,False,NIFTY ENERGY,-6.08,3.5,False,157856.0,169177.0,False,EXIT
POWERGRID,Power Grid Corporation of India Limited,Utilities,Utilities - Regulated Electric,263.6499938964844,False,15896.0,False,False,NIFTY ENERGY,-19.44,-9.52,False,47033.0,46733.0,True,EXIT
HINDZINC,Hindustan Zinc Limited,Basic Materials,Other Industrial Metals & Mining,567.7000122070312,False,17067.0,True,False,NIFTY METAL,-8.19,29.94,False,46820.0,40844.0,True,EXIT
TATASTEEL,Tata Steel Limited,Basic Materials,Steel,183.5399932861328,False,11264.0,False,False,NIFTY METAL,-26.29,13.05,False,239756.0,243959.0,False,EXIT
HINDALCO,Hindalco Industries Limited,Basic Materials,Aluminum,1018.5,False,16400.0,True,True,NIFTY METAL,8.15,45.19,True,295537.0,274944.0,True,HOLD
DIVISLAB,Divi's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,8579.5,True,2925.0,False,True,NIFTY PHARMA,18.38,37.49,True,11230.0,10560.0,True,HOLD
ADANIGREEN,Adani Green Energy Limited,Utilities,Utilities - Renewable,1302.0,False,2146.0,True,True,NIFTY ENERGY,25.44,34.21,True,13559.0,12928.0,True,HOLD
EICHERMOT,Eicher Motors Limited,Consumer Cyclical,Auto Manufacturers,8027.5,True,5773.0,True,True,NIFTY AUTO,11.81,32.91,True,24998.0,23408.0,True,ADD
GRASIM,Grasim Industries Limited,Basic Materials,Building Materials,3272.10009765625,True,11261.0,True,True,Sector: Basic Materials,12.18,11.98,True,184029.0,175431.0,True,ADD
TENNIND,TENNIND,Consumer Cyclical,Auto Parts,563.2999877929688,False,602.0,False,False,Sector: Consumer Cyclical,,,False,5663.0,5468.0,True,EXIT
INDIGO,InterGlobe Aviation Limited,Industrials,Airlines,5195.0,False,-4808.0,False,True,Sector: Industrials,-16.43,-16.12,False,89050.0,84962.0,True,EXIT
TVSMOTOR,TVS Motor Company Limited,Consumer Cyclical,Auto Manufacturers,4397.5,True,3601.0,True,True,NIFTY AUTO,10.47,31.66,True,60155.0,56070.0,True,ADD
ADANIENSOL,Adani Energy Solutions Limited,Utilities,Utilities - Independent Power Producers,1549.699951171875,False,3090.0,True,True,NIFTY ENERGY,84.47,91.73,True,30480.0,27588.0,True,HOLD
IOC,Indian Oil Corporation Limited,Energy,Oil & Gas Refining & Marketing,135.6699981689453,False,35728.0,False,False,NIFTY ENERGY,-14.0,-4.21,False,858482.0,841756.0,True,EXIT
TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,4994.5,True,2156.0,True,True,NIFTY PHARMA,14.9,34.21,True,15723.0,13980.0,True,ADD
WIPRO,Wipro Limited,Technology,Information Technology Services,181.4199981689453,False,13285.0,True,False,NIFTY IT,-24.28,-29.3,False,94968.0,92624.0,True,EXIT
SOLARINDS,Solar Industries India Limited,Basic Materials,Specialty Chemicals,19740.0,True,2050.0,True,True,Sector: Basic Materials,34.03,33.77,True,11351.0,9838.0,True,ADD
SBILIFE,SBI Life Insurance Company Limited,Financial Services,Insurance - Life,1780.0999755859375,False,2601.0,True,False,Sector: Financial Services,-7.03,-6.45,False,119656.0,131988.0,False,EXIT
HYUNDAI,HYUNDAI,Consumer Cyclical,Auto Manufacturers,2199.0,False,4951.0,False,True,Sector: Consumer Cyclical,-13.36,-16.63,False,70685.0,70763.0,False,EXIT
MOTHERSON,Samvardhana Motherson International Limited,Consumer Cyclical,Auto Parts,170.86000061035156,True,4555.0,True,True,NIFTY AUTO,51.63,70.07,True,131135.0,126104.0,True,ADD
TMCV,TMCV,Consumer Cyclical,Auto Manufacturers,480.0,False,4187.0,True,False,Sector: Consumer Cyclical,,,False,87197.0,83855.0,True,EXIT
VAML,Vedanta Aluminium Metal Limited,Basic Materials,Aluminum,443.8999938964844,False,,False,False,Sector: Basic Materials,,,False,,,False,EXIT
PIDILITIND,Pidilite Industries Limited,Basic Materials,Specialty Chemicals,1650.5,True,2676.0,True,True,Sector: Basic Materials,6.53,6.35,True,15399.0,14601.0,True,ADD
DLF,DLF Limited,Real Estate,Real Estate - Development,675.25,False,4446.0,False,True,NIFTY REALTY,-12.57,-14.81,False,6758.0,9926.0,False,EXIT
JIOFIN,Jio Financial Services Limited,Financial Services,Asset Management,244.9499969482422,False,2066.0,True,False,Sector: Financial Services,-27.12,-26.44,False,4905.0,3521.0,True,EXIT
ABB,ABB India Limited,Industrials,Specialty Industrial Machinery,7421.0,False,2988.0,True,True,NIFTY ENERGY,38.73,47.16,True,13477.0,13203.0,True,HOLD
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Financial Services,Credit Services,1879.9000244140625,True,5751.0,True,True,Sector: Financial Services,21.08,21.53,True,32663.0,31120.0,True,ADD
POWERINDIA,Hitachi Energy India Limited,Industrials,Electrical Equipment & Parts,33580.0,False,1150.0,True,True,NIFTY ENERGY,66.93,74.64,True,9162.0,8148.0,True,HOLD
TRENT,Trent Limited,Consumer Cyclical,Apparel Retail,2960.800048828125,False,1815.0,True,False,Sector: Consumer Cyclical,-44.98,-48.17,False,20945.0,20074.0,True,EXIT
TATACAP,TATACAP,Financial Services,Credit Services,368.1000061035156,True,5478.0,True,True,Sector: Financial Services,,,False,32695.0,31566.0,True,HOLD
ICICIAMC,ICICIAMC,Financial Services,Asset Management,3280.699951171875,False,3486.0,True,False,Sector: Financial Services,,,False,6040.0,5999.0,True,EXIT
IDEA,Vodafone Idea Limited,Communication Services,Telecom Services,14.0,False,37406.0,True,True,Sector: Communication Services,118.76,97.9,True,45539.0,44958.0,True,HOLD
CUMMINSIND,Cummins India Limited,Industrials,Specialty Industrial Machinery,5194.5,False,2367.0,True,True,Sector: Industrials,37.17,37.35,True,12662.0,12143.0,True,HOLD
VBL,Varun Beverages Limited,Consumer Defensive,Beverages - Non-Alcoholic,438.0,False,3409.0,True,False,NIFTY FMCG,-6.75,-16.96,False,24126.0,21685.0,True,EXIT
BHEL,Bharat Heavy Electricals Limited,Industrials,Specialty Industrial Machinery,418.20001220703125,True,2432.0,True,True,NIFTY ENERGY,88.58,95.74,True,35993.0,33782.0,True,ADD
TECHM,Tech Mahindra Limited,Technology,Information Technology Services,1600.5,False,5163.0,False,True,NIFTY IT,12.52,3.82,True,59176.0,56815.0,True,HOLD
UNIONBANK,Union Bank of India,Financial Services,Banks - Regional,186.83999633789062,False,20644.0,True,True,NIFTY BANK,19.74,35.53,True,107127.0,106799.0,True,HOLD
SIEMENS,Siemens Limited,Industrials,Specialty Industrial Machinery,3912.5,False,3277.0,True,True,NIFTY ENERGY,12.85,21.94,True,18062.0,24846.0,False,HOLD
CGPOWER,CG Power and Industrial Solutions Limited,Industrials,Electrical Equipment & Parts,866.9000244140625,False,1240.0,False,True,NIFTY ENERGY,21.51,30.39,True,12821.0,12418.0,True,HOLD
BSE,BSE Limited,Financial Services,Financial Data & Stock Exchanges,3362.300048828125,False,2822.0,True,True,Sector: Financial Services,31.05,31.45,True,5442.0,5124.0,True,HOLD
LTM,LTM Limited,Technology,Information Technology Services,4613.2998046875,False,5197.0,True,False,NIFTY IT,-5.1,-12.04,False,44075.0,42308.0,True,EXIT
POLYCAB,Polycab India Limited,Industrials,Electrical Equipment & Parts,9100.0,False,2905.0,True,True,Sector: Industrials,28.88,29.08,True,31188.0,28884.0,True,HOLD
BOSCHLTD,Bosch Limited,Consumer Cyclical,Auto Parts,48275.0,True,2363.0,False,True,NIFTY AUTO,-1.8,20.2,False,21088.0,20035.0,True,EXIT
BPCL,Bharat Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,306.8500061035156,False,17132.0,False,False,NIFTY ENERGY,-13.07,-3.31,False,493954.0,473187.0,True,EXIT
PNB,Punjab National Bank,Financial Services,Banks - Regional,118.0,False,22134.0,True,True,NIFTY BANK,-10.41,7.54,False,131789.0,130772.0,True,HOLD
BRITANNIA,Britannia Industries Limited,Consumer Defensive,Packaged Foods,5485.5,False,2610.0,True,False,NIFTY FMCG,6.08,-4.98,False,19529.0,19152.0,True,EXIT
BANKBARODA,Bank of Baroda Limited,Financial Services,Banks - Regional,246.39999389648438,False,18392.0,False,False,NIFTY BANK,-20.71,-2.02,False,136546.0,134298.0,True,EXIT
APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,Medical Care Facilities,8730.5,True,2172.0,True,True,Sector: Healthcare,-1.22,9.52,False,26430.0,25228.0,True,HOLD
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Financial Services,Asset Management,11348.0,False,8993.0,False,True,Sector: Financial Services,-24.14,-23.47,False,1139.0,1702.0,False,EXIT
ENRIN,Siemens Energy India Limited,Utilities,Utilities - Renewable,3485.39990234375,False,1488.0,True,True,NIFTY ENERGY,-4.49,5.05,False,9436.0,7827.0,True,HOLD
LODHA,Lodha Developers Limited,Real Estate,Real Estate - Development,1230.0,False,4129.0,True,True,NIFTY REALTY,-2.07,-5.36,False,18181.0,16676.0,True,HOLD
PFC,Power Finance Corporation Limited,Financial Services,Credit Services,366.75,False,33642.0,True,False,Sector: Financial Services,-11.1,-10.49,False,115431.0,115450.0,False,EXIT
TMPV,Tata Motors Passenger Vehicles Limited,Consumer Cyclical,Auto Manufacturers,323.45001220703125,False,79502.0,False,False,NIFTY AUTO,-82.02,-54.67,False,343703.0,434016.0,False,EXIT
TATAPOWER,The Tata Power Company Limited,Utilities,Utilities - Independent Power Producers,376.20001220703125,False,5256.0,True,False,NIFTY ENERGY,-13.92,-4.14,False,63445.0,65478.0,False,EXIT
GROWW,GROWW,Financial Services,Capital Markets,196.3800048828125,False,2440.0,True,False,Sector: Financial Services,,,False,5242.0,4645.0,True,EXIT
INDIANB,Indian Bank,Financial Services,Banks - Regional,881.75,False,12787.0,True,True,Sector: Financial Services,28.14,28.56,True,69314.0,67504.0,True,HOLD
CANBK,Canara Bank,Financial Services,Banks - Regional,129.32000732421875,False,19828.0,True,False,NIFTY BANK,-2.44,14.94,False,127805.0,126371.0,True,EXIT
LGEINDIA,LGEINDIA,Technology,Consumer Electronics,1658.4000244140625,True,1825.0,False,True,Sector: Technology,,,False,25575.0,24605.0,True,EXIT
CIPLA,Cipla Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1436.0999755859375,False,3356.0,False,True,NIFTY PHARMA,-33.66,-11.66,False,28324.0,28163.0,True,EXIT
HDFCLIFE,HDFC Life Insurance Company Limited,Financial Services,Insurance - Life,540.2000122070312,False,1975.0,True,False,Sector: Financial Services,-34.37,-33.65,False,103727.0,101482.0,True,EXIT
HEROMOTOCO,Hero MotoCorp Limited,Consumer Cyclical,Auto Manufacturers,5698.5,False,5488.0,False,True,NIFTY AUTO,-12.69,10.05,False,50810.0,47411.0,True,EXIT
GAIL,GAIL (India) Limited,Utilities,Utilities - Regulated Gas,172.44000244140625,False,9870.0,False,True,NIFTY ENERGY,-14.2,-4.41,False,147485.0,145668.0,True,EXIT
IRFC,Indian Railway Finance Corporation Limited,Financial Services,Credit Services,85.88999938964844,False,7191.0,True,False,Sector: Financial Services,-33.88,-33.17,False,28630.0,27285.0,True,EXIT
MUTHOOTFIN,Muthoot Finance Limited,Financial Services,Credit Services,2967.89990234375,False,11457.0,True,False,Sector: Financial Services,4.86,5.39,True,33431.0,31209.0,True,HOLD
SBIFUNDS,SBIFUNDS,Financial Services,Asset Management,552.7999877929688,False,,False,False,Sector: Financial Services,,,False,,,False,EXIT
ZYDUSLIFE,Zydus Lifesciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1113.199951171875,False,4593.0,False,True,NIFTY PHARMA,-8.05,12.54,False,28592.0,27148.0,True,EXIT
MARICO,Marico Limited,Consumer Defensive,Household & Personal Products,850.7999877929688,True,1952.0,True,True,NIFTY FMCG,23.74,11.51,True,14277.0,13611.0,True,ADD
GVT&D,GE Vernova T&D India Limited,Industrials,Specialty Industrial Machinery,4071.5,False,1305.0,True,True,NIFTY ENERGY,41.36,49.73,True,6712.0,6206.0,True,HOLD
JINDALSTEL,Jindal Steel Limited,Basic Materials,Steel,1115.4000244140625,False,2709.0,False,False,NIFTY METAL,-31.69,8.0,False,56413.0,53455.0,True,EXIT
ABCAPITAL,Aditya Birla Capital Limited,Financial Services,Financial Conglomerates,406.1000061035156,True,4119.0,False,True,Sector: Financial Services,37.22,37.59,True,48186.0,45513.0,True,HOLD
UNITDSPR,UNITDSPR,Consumer Defensive,Beverages - Wineries & Distilleries,1543.5,False,1884.0,True,True,NIFTY FMCG,26.13,13.74,True,12626.0,12467.0,True,HOLD
LLOYDSME,Lloyds Metals and Energy Limited,Basic Materials,Steel,1905.300048828125,False,4921.0,True,True,NIFTY METAL,-2.52,35.23,False,22084.0,17113.0,True,HOLD
INDIAMART,IndiaMART InterMESH Limited,Communication Services,Internet Content & Information,1756.699951171875,False,493.0,False,False,Sector: Communication Services,-16.53,-35.54,False,1611.0,1569.0,True,EXIT
GMRAIRPORT,GMR Airports Limited,Industrials,Airports & Air Services,101.63999938964844,False,757.0,True,True,Sector: Industrials,10.56,10.8,True,15569.0,14807.0,True,HOLD
TATACONSUM,Tata Consumer Products Limited,Consumer Defensive,Packaged Foods,1072.300048828125,False,1642.0,True,False,NIFTY FMCG,6.29,-4.78,False,20860.0,20290.0,True,EXIT
HDFCAMC,HDFC Asset Management Company Limited,Financial Services,Asset Management,2571.800048828125,False,2948.0,True,False,Sector: Financial Services,-14.18,-13.56,False,4254.0,4616.0,False,EXIT
LENSKART,LENSKART,Healthcare,Medical Instruments & Supplies,643.5499877929688,True,668.0,True,False,Sector: Healthcare,,,False,9634.0,8814.0,True,EXIT
VEDL,Vedanta Limited,Basic Materials,Other Industrial Metals & Mining,267.79998779296875,False,28556.0,True,False,NIFTY METAL,-85.18,-41.91,False,88898.0,147308.0,False,EXIT
MAZDOCK,Mazagon Dock Shipbuilders Limited,Industrials,Aerospace & Defense,2567.10009765625,False,2854.0,True,True,Sector: Industrials,-8.82,-8.52,False,13323.0,13006.0,True,HOLD
AMBUJACEM,Ambuja Cements Limited,Basic Materials,Building Materials,410.8999938964844,False,5222.0,False,False,Sector: Basic Materials,-31.65,-31.72,False,39867.0,40656.0,False,EXIT
OFSS,Oracle Financial Services Software Limited,Technology,Software - Infrastructure,11807.0,False,3413.0,True,True,NIFTY IT,44.85,32.92,True,8945.0,7672.0,True,HOLD
PAYTM,One97 Communications Limited,Technology,Software - Infrastructure,1616.699951171875,True,649.0,True,True,Sector: Technology,27.95,26.02,True,8967.0,9978.0,False,ADD
JSWENERGY,JSW Energy Limited,Utilities,Utilities - Independent Power Producers,543.9000244140625,False,2459.0,False,True,NIFTY ENERGY,-7.33,2.28,False,18965.0,18901.0,True,EXIT
INDHOTEL,The Indian Hotels Company Limited,Consumer Cyclical,Lodging,731.4500122070312,False,2309.0,True,True,Sector: Consumer Cyclical,-7.88,-11.16,False,9987.0,9689.0,True,HOLD
LUPIN,Lupin Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2233.0,False,5551.0,True,False,NIFTY PHARMA,-8.0,12.58,False,29967.0,27958.0,True,EXIT
INDUSTOWER,Indus Towers Limited,Communication Services,Telecom Services,368.0,False,7154.0,False,False,Sector: Communication Services,25.25,5.66,True,32867.0,32493.0,True,EXIT
ASHOKLEY,Ashok Leyland Limited,Industrials,Farm & Heavy Construction Machinery,174.57000732421875,False,3731.0,True,True,NIFTY AUTO,9.83,31.06,True,57723.0,48314.0,True,HOLD
MANKIND,Mankind Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2397.60009765625,False,2068.0,True,True,NIFTY PHARMA,-31.74,-9.85,False,14738.0,14278.0,True,HOLD
DRREDDY,Dr. Reddy's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1174.5,False,3183.0,False,False,NIFTY PHARMA,-30.34,-8.52,False,33228.0,33700.0,False,EXIT
BHARATFORG,Bharat Forge Limited,Consumer Cyclical,Auto Parts,2064.5,False,716.0,False,True,NIFTY AUTO,56.67,74.78,True,17543.0,16812.0,True,HOLD
MAXHEALTH,Max Healthcare Institute Limited,Healthcare,Medical Care Facilities,991.2999877929688,False,1457.0,True,False,Sector: Healthcare,-31.65,-20.67,False,8712.0,8373.0,True,EXIT
LAURUSLABS,Laurus Labs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1816.0,True,1091.0,True,True,NIFTY PHARMA,86.94,102.25,True,7270.0,6813.0,True,ADD
GODREJCP,Godrej Consumer Products Limited,Consumer Defensive,Household & Personal Products,939.0,False,1914.0,False,False,NIFTY FMCG,-17.66,-27.13,False,15949.0,15178.0,True,EXIT
NYKAA,FSN E-Commerce Ventures Limited,Consumer Cyclical,Internet Retail,327.3500061035156,False,259.0,True,True,Sector: Consumer Cyclical,45.91,42.49,True,10649.0,10022.0,True,HOLD
AUROPHARMA,Aurobindo Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1627.0999755859375,True,3711.0,False,True,NIFTY PHARMA,30.71,49.14,True,34935.0,33653.0,True,HOLD
SHREECEM,Shree Cement Limited,Basic Materials,Building Materials,24340.0,False,1636.0,False,False,Sector: Basic Materials,-22.83,-22.93,False,21896.0,20943.0,True,EXIT
IDBI,IDBI Bank Limited,Financial Services,Banks - Regional,81.3499984741211,False,9343.0,True,False,Sector: Financial Services,-18.24,-17.6,False,29542.0,29020.0,True,EXIT
MEESHO,MEESHO,Consumer Cyclical,Internet Retail,196.69000244140625,False,-1201.0,False,False,Sector: Consumer Cyclical,,,False,13835.0,12626.0,True,EXIT
RECLTD,REC Limited,Financial Services,Credit Services,331.45001220703125,False,16035.0,False,False,Sector: Financial Services,-13.5,-12.89,False,59202.0,59586.0,False,EXIT
PERSISTENT,Persistent Systems Limited,Technology,Information Technology Services,5672.0,False,1923.0,True,True,NIFTY IT,12.52,3.82,True,15718.0,14748.0,True,HOLD
NAUKRI,Info Edge (India) Limited,Communication Services,Internet Content & Information,1372.699951171875,False,1910.0,False,True,Sector: Communication Services,15.19,-4.26,False,3375.0,3285.0,True,EXIT
FEDERALBNK,The Federal Bank Limited,Financial Services,Banks - Regional,363.0,True,4843.0,True,True,NIFTY BANK,67.23,79.63,True,30385.0,29674.0,True,ADD
DIXON,Dixon Technologies (India) Limited,Technology,Consumer Electronics,14694.0,False,2082.0,True,True,Sector: Technology,-13.24,-14.9,False,51585.0,48873.0,True,HOLD
HAVELLS,Havells India Limited,Industrials,Electrical Equipment & Parts,1279.5,False,1631.0,False,False,Sector: Industrials,-19.35,-19.04,False,23591.0,22528.0,True,EXIT
ICICIGI,ICICI Lombard General Insurance Company Limited,Financial Services,Insurance - Diversified,1622.5999755859375,False,2428.0,False,False,Sector: Financial Services,-19.85,-19.2,False,27687.0,26994.0,True,EXIT
BHARTIHEXA,BHARTIHEXA,Communication Services,Telecom Services,1614.9000244140625,False,1824.0,True,False,Sector: Communication Services,5.74,-13.58,False,9601.0,9354.0,True,EXIT
AUBANK,AU Small Finance Bank Limited,Financial Services,Banks - Regional,1087.800048828125,True,2856.0,True,True,NIFTY BANK,25.65,41.02,True,19561.0,18636.0,True,ADD
POLICYBZR,PB Fintech Limited,Financial Services,Insurance Brokers,1790.0,False,748.0,True,True,Sector: Financial Services,-9.27,-8.68,False,7334.0,6794.0,True,HOLD
COFORGE,Coforge Limited,Technology,Information Technology Services,1876.5,False,1920.0,True,True,NIFTY IT,14.44,5.55,True,18195.0,16403.0,True,HOLD
INDUSINDBK,IndusInd Bank Limited,Financial Services,Banks - Regional,1012.0,False,1322.0,False,True,NIFTY BANK,10.42,26.88,True,45297.0,48668.0,False,HOLD
HINDPETRO,Hindustan Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,367.1000061035156,False,1671.0,False,False,NIFTY ENERGY,-17.92,-8.04,False,471530.0,441771.0,True,EXIT
JSWINFRA,JSW Infrastructure Limited,Industrials,Marine Shipping,331.5,False,1515.0,False,True,Sector: Industrials,5.2,5.46,True,5582.0,5361.0,True,HOLD
NTPCGREEN,NTPCGREEN,Utilities,Utilities - Renewable,91.68000030517578,False,606.0,True,False,NIFTY ENERGY,-24.24,-14.19,False,3285.0,2858.0,True,EXIT
NHPC,NHPC Limited,Utilities,Utilities - Renewable,76.12000274658203,False,4267.0,True,False,NIFTY ENERGY,-19.04,-9.13,False,12210.0,11615.0,True,EXIT
SRF,SRF Limited,Industrials,Conglomerates,2585.0,False,2162.0,True,False,Sector: Industrials,-12.35,-12.05,False,17001.0,15787.0,True,EXIT
WAAREEENER,WAAREEENER,Technology,Solar,2691.10009765625,False,4003.0,True,False,Sector: Technology,-16.13,-17.78,False,30043.0,26537.0,True,EXIT
LTF,L&T Finance Limited,Financial Services,Credit Services,317.45001220703125,False,3198.0,True,True,Sector: Financial Services,43.82,44.16,True,18898.0,17914.0,True,HOLD
