Symbol,Company,Sector,Industry,Current_Price,ATH_Price_Flag,TTM_Net_Profit,ATH_Profit_Flag,Above_MA212_Flag,RS_Peer_Group,RS_vs_Sector,RS_vs_Benchmark,Outperformance_Flag,TTM_Net_Sales,ATH_Sales,ATH_Sales_Flag,Signal
HAL,Hindustan Aeronautics Limited,Industrials,Aerospace & Defense,5059.0,True,9279.0,True,True,Sector: Industrials,11.86,10.25,True,33786.0,33090.0,True,ADD
BAJAJFINSV,Bajaj Finserv Ltd.,Financial Services,Financial Conglomerates,2005.0,False,2219.0,True,True,Sector: Financial Services,-0.16,-1.24,False,3115.0,2299.0,True,HOLD
BAJAJ-AUTO,Bajaj Auto Limited,Consumer Cyclical,Auto Manufacturers,11663.0,False,10712.0,True,True,NIFTY AUTO,10.68,30.3,True,63392.0,58732.0,True,HOLD
JSWSTEEL,JSWSTEEL,Basic Materials,Steel,1277.800048828125,True,7232.0,False,True,NIFTY METAL,-21.62,16.21,False,136770.0,135180.0,True,EXIT
ONGC,Oil and Natural Gas Corporation Limited,Energy,Oil & Gas Integrated,238.49000549316406,False,41904.0,True,False,NIFTY ENERGY,-10.75,-1.74,False,146966.0,144513.0,True,EXIT
NESTLEIND,Nestlé India Limited,Consumer Defensive,Packaged Foods,1470.0,True,3860.0,False,True,NIFTY FMCG,34.95,21.68,True,24437.0,24394.0,True,HOLD
BEL,Bharat Electronics Limited,Industrials,Aerospace & Defense,412.45001220703125,False,6128.0,True,False,Sector: Industrials,7.62,6.01,True,28596.0,27480.0,True,HOLD
ETERNAL,Eternal Limited,Consumer Cyclical,Internet Retail,318.0,False,2638.0,False,True,Sector: Consumer Cyclical,1.0,-4.44,False,11835.0,10899.0,True,EXIT
SHRIRAMFIN,Shriram Finance Limited,Financial Services,Credit Services,1122.0,True,11287.0,True,True,Sector: Financial Services,78.64,77.18,True,49976.0,48120.0,True,ADD
ASIANPAINT,Asian Paints Limited,Basic Materials,Specialty Chemicals,2687.5,False,4621.0,False,True,Sector: Basic Materials,4.89,2.05,True,32084.0,31227.0,True,HOLD
COALINDIA,Coal India Limited,Energy,Thermal Coal,408.45001220703125,False,18901.0,True,False,NIFTY ENERGY,-5.37,3.5,False,1549.0,1951.0,False,EXIT
HINDZINC,Hindustan Zinc Limited,Basic Materials,Other Industrial Metals & Mining,567.5,False,16933.0,True,False,NIFTY METAL,-6.95,29.9,False,46622.0,40658.0,True,EXIT
DMART,Avenue Supermarts Limited,Consumer Defensive,Discount Stores,3995.0,False,3330.0,True,False,Sector: Consumer Defensive,-13.53,-17.5,False,69379.0,66968.0,True,EXIT
POWERGRID,Power Grid Corporation of India Limited,Utilities,Utilities - Regulated Electric,266.1499938964844,False,15679.0,False,False,NIFTY ENERGY,-19.39,-10.16,False,40771.0,43343.0,False,EXIT
HINDALCO,Hindalco Industries Limited,Basic Materials,Aluminum,1049.9000244140625,False,13001.0,True,True,NIFTY METAL,9.44,45.19,True,118803.0,112553.0,True,HOLD
TATASTEEL,Tata Steel Limited,Basic Materials,Steel,186.0,False,17077.0,False,False,NIFTY METAL,-25.0,13.05,False,145602.0,142913.0,True,EXIT
ADANIGREEN,Adani Green Energy Limited,Utilities,Utilities - Renewable,1327.5999755859375,False,519.0,False,True,NIFTY ENERGY,26.15,34.21,True,19757.0,19613.0,True,HOLD
GRASIM,Grasim Industries Limited,Basic Materials,Building Materials,3250.5,True,713.0,False,True,Sector: Basic Materials,13.86,11.0,True,43611.0,41039.0,True,HOLD
EICHERMOT,Eicher Motors Limited,Consumer Cyclical,Auto Manufacturers,8050.0,True,5241.0,True,True,NIFTY AUTO,13.47,32.91,True,24005.0,22700.0,True,ADD
DIVISLAB,Divi's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,8481.5,True,2941.0,False,True,NIFTY PHARMA,17.35,35.77,True,11005.0,10388.0,True,HOLD
INDIGO,InterGlobe Aviation Limited,Industrials,Airlines,5275.5,False,-5045.0,False,True,Sector: Industrials,-14.56,-16.12,False,89050.0,84962.0,True,EXIT
ADANIENSOL,Adani Energy Solutions Limited,Utilities,Utilities - Independent Power Producers,1589.0999755859375,False,464.0,False,True,NIFTY ENERGY,83.46,90.05,True,3476.0,3383.0,True,HOLD
TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,4900.0,True,1975.0,False,True,NIFTY PHARMA,12.46,31.14,True,12964.0,10712.0,True,HOLD
SBILIFE,SBI Life Insurance Company Limited,Financial Services,Insurance - Life,1790.4000244140625,False,2601.0,True,False,Sector: Financial Services,-5.39,-6.45,False,119656.0,131988.0,False,EXIT
WIPRO,Wipro Limited,Technology,Information Technology Services,181.89999389648438,False,11299.0,False,False,NIFTY IT,-23.51,-29.3,False,72568.0,71345.0,True,EXIT
VAML,Vedanta Aluminium Metal Limited,Basic Materials,Aluminum,441.5,False,,False,False,Sector: Basic Materials,,,False,,0.0,False,EXIT
HYUNDAI,HYUNDAI,Consumer Cyclical,Auto Manufacturers,2190.0,False,4870.0,False,True,Sector: Consumer Cyclical,-11.57,-16.98,False,68831.0,68991.0,False,EXIT
MOTHERSON,Samvardhana Motherson International Limited,Consumer Cyclical,Auto Parts,168.05999755859375,True,1789.0,False,True,NIFTY AUTO,50.27,67.25,True,13247.0,12374.0,True,HOLD
JIOFIN,Jio Financial Services Limited,Financial Services,Asset Management,249.75,False,715.0,True,False,Sector: Financial Services,-25.47,-26.44,False,1034.0,949.0,True,EXIT
PIDILITIND,Pidilite Industries Limited,Basic Materials,Specialty Chemicals,1669.0,True,2564.0,True,True,Sector: Basic Materials,8.88,6.02,True,14258.0,13488.0,True,ADD
SOLARINDS,Solar Industries India Limited,Basic Materials,Specialty Chemicals,20000.0,True,1301.0,True,True,Sector: Basic Materials,34.83,31.9,True,5848.0,5579.0,True,ADD
TMCV,TMCV,Consumer Cyclical,Auto Manufacturers,470.3999938964844,False,3474.0,False,False,Sector: Consumer Cyclical,,,False,81046.0,77399.0,True,EXIT
ABB,ABB India Limited,Industrials,Specialty Industrial Machinery,7660.0,False,2988.0,True,True,NIFTY ENERGY,39.44,47.16,True,13477.0,13203.0,True,HOLD
TRENT,Trent Limited,Consumer Cyclical,Apparel Retail,2946.0,False,2077.0,True,False,Sector: Consumer Cyclical,-43.11,-48.44,False,20586.0,19701.0,True,EXIT
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Financial Services,Credit Services,1884.699951171875,True,5737.0,True,True,Sector: Financial Services,22.72,21.53,True,32570.0,31025.0,True,ADD
DLF,DLF Limited,Real Estate,Real Estate - Development,671.0,False,3775.0,True,True,NIFTY REALTY,-12.47,-15.36,False,3774.0,4482.0,False,HOLD
TATACAP,TATACAP,Financial Services,Credit Services,359.25,False,3633.0,True,True,Sector: Financial Services,,,False,23811.0,23076.0,True,HOLD
ICICIAMC,ICICIAMC,Financial Services,Asset Management,3136.0,False,3486.0,True,False,Sector: Financial Services,,,False,6040.0,5999.0,True,EXIT
CUMMINSIND,Cummins India Limited,Industrials,Specialty Industrial Machinery,5450.0,False,2284.0,False,True,Sector: Industrials,39.03,37.35,True,12662.0,12143.0,True,HOLD
VBL,Varun Beverages Limited,Consumer Defensive,Beverages - Non-Alcoholic,433.8500061035156,False,2951.0,True,False,NIFTY FMCG,-7.58,-18.01,False,15696.0,14557.0,True,EXIT
POWERINDIA,Hitachi Energy India Limited,Industrials,Electrical Equipment & Parts,35450.0,False,1150.0,True,True,NIFTY ENERGY,67.64,74.64,True,9162.0,8148.0,True,HOLD
TECHM,Tech Mahindra Limited,Technology,Information Technology Services,1610.0,False,3819.0,False,True,NIFTY IT,13.29,3.82,True,50551.0,48927.0,True,HOLD
BHEL,Bharat Heavy Electricals Limited,Industrials,Specialty Industrial Machinery,435.95001220703125,True,2415.0,True,True,NIFTY ENERGY,89.29,95.74,True,35993.0,33782.0,True,ADD
BSE,BSE Limited,Financial Services,Financial Data & Stock Exchanges,3332.0,False,2667.0,True,True,Sector: Financial Services,31.48,30.24,True,5070.0,4801.0,True,HOLD
SIEMENS,Siemens Limited,Industrials,Specialty Industrial Machinery,3943.0,False,3062.0,True,True,NIFTY ENERGY,13.11,21.51,True,16065.0,22025.0,False,HOLD
UNIONBANK,Union Bank of India,Financial Services,Banks - Regional,188.89999389648438,False,19914.0,True,True,NIFTY BANK,20.66,35.53,True,106276.0,105992.0,True,HOLD
POLYCAB,Polycab India Limited,Industrials,Electrical Equipment & Parts,9370.0,False,2806.0,True,True,Sector: Industrials,30.74,29.08,True,30479.0,28185.0,True,HOLD
PFC,Power Finance Corporation Limited,Financial Services,Credit Services,374.3999938964844,False,20295.0,True,False,Sector: Financial Services,-9.47,-10.5,False,58723.0,58504.0,True,EXIT
CGPOWER,CG Power and Industrial Solutions Limited,Industrials,Electrical Equipment & Parts,898.7999877929688,False,1394.0,True,True,NIFTY ENERGY,22.22,30.39,True,11748.0,11331.0,True,HOLD
LTM,LTM Limited,Technology,Information Technology Services,4700.0,False,4877.0,False,False,NIFTY IT,-4.33,-12.04,False,42049.0,40482.0,True,EXIT
IDEA,Vodafone Idea Limited,Communication Services,Telecom Services,13.710000038146973,False,37402.0,True,True,Sector: Communication Services,113.19,92.1,True,45018.0,44715.0,True,HOLD
BPCL,Bharat Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,316.6499938964844,False,13217.0,False,False,NIFTY ENERGY,-12.37,-3.31,False,493790.0,473125.0,True,EXIT
BRITANNIA,Britannia Industries Limited,Consumer Defensive,Packaged Foods,5521.0,False,2640.0,True,False,NIFTY FMCG,6.39,-4.98,False,18827.0,18446.0,True,EXIT
PNB,Punjab National Bank,Financial Services,Banks - Regional,117.31999969482422,False,20482.0,True,True,NIFTY BANK,-10.16,6.91,False,129157.0,128223.0,True,HOLD
ENRIN,Siemens Energy India Limited,Utilities,Utilities - Renewable,3605.699951171875,False,1488.0,True,True,NIFTY ENERGY,-3.78,5.05,False,9436.0,7827.0,True,HOLD
BANKBARODA,Bank of Baroda Limited,Financial Services,Banks - Regional,246.5500030517578,False,16758.0,False,False,NIFTY BANK,-19.78,-2.02,False,129113.0,126994.0,True,EXIT
APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,Medical Care Facilities,8825.5,True,1571.0,True,True,Sector: Healthcare,1.42,9.52,True,9814.0,9794.0,True,ADD
TMPV,Tata Motors Passenger Vehicles Limited,Consumer Cyclical,Auto Manufacturers,330.20001220703125,False,82378.0,False,False,NIFTY AUTO,-80.36,-54.67,False,64356.0,73303.0,False,EXIT
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Financial Services,Asset Management,11379.0,False,3016.0,False,True,Sector: Financial Services,-22.49,-23.47,False,3222.0,3184.0,True,EXIT
LODHA,Lodha Developers Limited,Real Estate,Real Estate - Development,1254.0,False,3325.0,True,True,NIFTY REALTY,-1.35,-5.36,False,15570.0,14542.0,True,HOLD
TATAPOWER,The Tata Power Company Limited,Utilities,Utilities - Independent Power Producers,381.5,False,882.0,False,False,NIFTY ENERGY,-13.21,-4.14,False,13629.0,22359.0,False,EXIT
INDIANB,Indian Bank,Financial Services,Banks - Regional,881.2000122070312,False,12456.0,True,True,Sector: Financial Services,29.7,28.48,True,69258.0,67451.0,True,HOLD
CANBK,Canara Bank,Financial Services,Banks - Regional,131.10000610351562,False,19290.0,True,False,NIFTY BANK,-1.51,14.94,False,128320.0,126366.0,True,EXIT
CIPLA,Cipla Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1431.5,False,3074.0,False,True,NIFTY PHARMA,-33.02,-11.95,False,19011.0,19045.0,False,EXIT
LLOYDSME,Lloyds Metals and Energy Limited,Basic Materials,Steel,1942.0,False,4087.0,True,True,NIFTY METAL,-1.24,35.23,False,16714.0,13681.0,True,HOLD
GROWW,GROWW,Financial Services,Capital Markets,198.69000244140625,False,1879.0,True,False,Sector: Financial Services,,,False,3389.0,3331.0,True,EXIT
HDFCLIFE,HDFC Life Insurance Company Limited,Financial Services,Insurance - Life,543.0,False,1975.0,True,False,Sector: Financial Services,-32.72,-33.65,False,103132.0,101316.0,True,EXIT
SBIFUNDS,SBIFUNDS,Financial Services,Asset Management,557.25,False,,False,False,Sector: Financial Services,,,False,,4970.0,False,EXIT
MUTHOOTFIN,Muthoot Finance Limited,Financial Services,Credit Services,2888.5,False,10638.0,True,False,Sector: Financial Services,3.62,2.52,True,29444.0,27558.0,True,HOLD
IRFC,Indian Railway Finance Corporation Limited,Financial Services,Credit Services,87.05000305175781,False,7191.0,True,False,Sector: Financial Services,-32.24,-33.17,False,28630.0,27285.0,True,EXIT
HEROMOTOCO,Hero MotoCorp Limited,Consumer Cyclical,Auto Manufacturers,5745.0,False,5597.0,True,True,NIFTY AUTO,-11.04,10.04,False,50250.0,46830.0,True,HOLD
GAIL,GAIL (India) Limited,Utilities,Utilities - Regulated Gas,172.10000610351562,False,9374.0,False,True,NIFTY ENERGY,-14.3,-5.2,False,142785.0,144250.0,False,EXIT
GMRAIRPORT,GMR Airports Limited,Industrials,Airports & Air Services,101.30999755859375,False,378.0,True,True,Sector: Industrials,11.11,9.5,True,4991.0,4242.0,True,HOLD
JINDALSTEL,Jindal Steel Limited,Basic Materials,Steel,1116.0999755859375,False,2536.0,False,False,NIFTY METAL,-30.41,8.0,False,56878.0,54215.0,True,EXIT
MARICO,Marico Limited,Consumer Defensive,Household & Personal Products,852.0499877929688,True,1640.0,False,True,NIFTY FMCG,24.05,11.51,True,9966.0,9402.0,True,HOLD
ABCAPITAL,Aditya Birla Capital Limited,Financial Services,Financial Conglomerates,398.70001220703125,False,3327.0,True,True,Sector: Financial Services,36.3,35.05,True,18453.0,17473.0,True,HOLD
ZYDUSLIFE,Zydus Lifesciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1131.5,False,3515.0,False,True,NIFTY PHARMA,-7.17,12.54,False,11768.0,15116.0,False,EXIT
GVT&D,GE Vernova T&D India Ltd,Industrials,Specialty Industrial Machinery,4290.0,False,1305.0,True,True,NIFTY ENERGY,42.07,49.73,True,6712.0,6206.0,True,HOLD
HDFCAMC,HDFC Asset Management Company Limited,Financial Services,Asset Management,2523.0,False,2950.0,True,False,Sector: Financial Services,-14.22,-15.24,False,4249.0,4611.0,False,EXIT
VEDL,Vedanta Limited,Basic Materials,Other Industrial Metals & Mining,269.70001220703125,False,16333.0,False,False,NIFTY METAL,-83.89,-41.91,False,27299.0,70757.0,False,EXIT
BHARATFORG,Bharat Forge Limited,Consumer Cyclical,Auto Parts,2093.0,False,802.0,False,True,NIFTY AUTO,57.8,74.28,True,8638.0,8969.0,False,HOLD
LUPIN,Lupin Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2259.0,False,6953.0,True,True,NIFTY PHARMA,-7.13,12.58,False,20976.0,19513.0,True,HOLD
AMBUJACEM,Ambuja Cements Limited,Basic Materials,Building Materials,415.25,False,3495.0,False,False,Sector: Basic Materials,-28.98,-31.72,False,24803.0,25062.0,False,EXIT
LGEINDIA,LGEINDIA,Technology,Consumer Electronics,1667.5999755859375,True,1825.0,False,True,Sector: Technology,,,False,25575.0,24605.0,True,EXIT
GODREJCP,Godrej Consumer Products Limited,Consumer Defensive,Household & Personal Products,928.0,False,1524.0,False,False,NIFTY FMCG,-18.29,-28.01,False,9773.0,9474.0,True,EXIT
UNITDSPR,UNITDSPR,Consumer Defensive,Beverages - Wineries & Distilleries,1545.0,False,1963.0,True,True,NIFTY FMCG,26.44,13.74,True,12602.0,12448.0,True,HOLD
TATACONSUM,Tata Consumer Products Limited,Consumer Defensive,Packaged Foods,1072.5999755859375,False,1635.0,True,False,NIFTY FMCG,6.6,-4.78,False,15199.0,14700.0,True,EXIT
INDIAMART,IndiaMART InterMESH Limited,Communication Services,Internet Content & Information,1770.0,False,535.0,False,False,Sector: Communication Services,-16.19,-35.54,False,1472.0,1443.0,True,EXIT
MAXHEALTH,Max Healthcare Institute Limited,Healthcare,Medical Care Facilities,1003.7000122070312,False,718.0,True,False,Sector: Healthcare,-29.87,-21.53,False,2963.0,2874.0,True,EXIT
INDHOTEL,The Indian Hotels Company Limited,Consumer Cyclical,Lodging,720.0,False,2105.0,True,True,Sector: Consumer Cyclical,-7.16,-12.58,False,5567.0,5380.0,True,HOLD
JSWENERGY,JSW Energy Limited,Utilities,Utilities - Independent Power Producers,555.5,False,885.0,False,True,NIFTY ENERGY,-6.62,2.28,False,3215.0,6302.0,False,EXIT
OFSS,Oracle Financial Services Software Limited,Technology,Software - Infrastructure,11789.0,False,3551.0,True,True,NIFTY IT,45.39,32.71,True,6887.0,5717.0,True,HOLD
INDUSTOWER,Indus Towers Limited,Communication Services,Telecom Services,380.0,False,7146.0,False,False,Sector: Communication Services,25.57,5.66,True,32867.0,32493.0,True,EXIT
MAZDOCK,Mazagon Dock Shipbuilders Limited,Industrials,Aerospace & Defense,2569.699951171875,False,2526.0,True,True,Sector: Industrials,-7.58,-9.15,False,12985.0,12840.0,True,HOLD
MANKIND,Mankind Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2380.89990234375,False,2180.0,True,True,NIFTY PHARMA,-31.48,-10.49,False,10787.0,10421.0,True,HOLD
LAURUSLABS,Laurus Labs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1809.699951171875,True,872.0,False,True,NIFTY PHARMA,86.77,101.54,True,6413.0,6089.0,True,HOLD
LENSKART,LENSKART,Healthcare,Medical Instruments & Supplies,607.5999755859375,True,523.0,True,False,Sector: Healthcare,,,False,5605.0,5248.0,True,EXIT
DRREDDY,Dr. Reddy's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1192.0,False,663.0,False,False,NIFTY PHARMA,-29.4,-8.52,False,17860.0,23115.0,False,EXIT
AUROPHARMA,Aurobindo Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1627.199951171875,True,2593.0,False,True,NIFTY PHARMA,29.74,47.51,True,11123.0,15824.0,False,HOLD
NYKAA,FSN E-Commerce Ventures Limited,Consumer Cyclical,Internet Retail,327.04998779296875,False,85.0,False,True,Sector: Consumer Cyclical,47.92,42.36,True,350.0,420.0,False,HOLD
SHREECEM,Shree Cement Limited,Basic Materials,Building Materials,24535.0,False,1526.0,False,False,Sector: Basic Materials,-20.77,-23.53,False,19985.0,19477.0,True,EXIT
PAYTM,One97 Communications Limited,Technology,Software - Infrastructure,1580.199951171875,False,185.0,True,True,Sector: Technology,26.93,23.14,True,5308.0,7661.0,False,HOLD
IDBI,IDBI Bank Limited,Financial Services,Banks - Regional,82.18000030517578,False,9621.0,True,False,Sector: Financial Services,-16.6,-17.6,False,29518.0,28997.0,True,EXIT
MEESHO,MEESHO,Consumer Cyclical,Internet Retail,193.82000732421875,False,1429.0,False,False,Sector: Consumer Cyclical,,,False,6442.0,9388.0,False,EXIT
FEDERALBNK,The Federal Bank Limited,Financial Services,Banks - Regional,354.1000061035156,True,4432.0,True,True,NIFTY BANK,63.37,75.19,True,28247.0,27695.0,True,ADD
DIXON,Dixon Technologies (India) Limited,Technology,Consumer Electronics,14025.0,False,1242.0,True,True,Sector: Technology,-15.33,-18.86,False,4119.0,7484.0,False,HOLD
PERSISTENT,Persistent Systems Limited,Technology,Information Technology Services,5570.0,False,1669.0,True,True,NIFTY IT,11.18,1.92,True,15288.0,14428.0,True,HOLD
HINDPETRO,Hindustan Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,371.0,False,1278.0,False,False,NIFTY ENERGY,-17.21,-8.04,False,471166.0,441448.0,True,EXIT
ICICIGI,ICICI Lombard General Insurance Company Limited,Financial Services,Insurance - Diversified,1626.300048828125,False,2428.0,False,False,Sector: Financial Services,-18.21,-19.2,False,27687.0,26994.0,True,EXIT
HAVELLS,Havells India Limited,Industrials,Electrical Equipment & Parts,1299.0,False,1652.0,False,False,Sector: Industrials,-17.53,-19.08,False,23538.0,22466.0,True,EXIT
AUBANK,AUBANK,Financial Services,Banks - Regional,1072.199951171875,True,2856.0,True,True,NIFTY BANK,24.37,38.97,True,19561.0,18636.0,True,ADD
INDUSINDBK,IndusInd Bank Limited,Financial Services,Banks - Regional,1010.5999755859375,False,1252.0,False,True,NIFTY BANK,10.75,26.32,True,45297.0,48668.0,False,HOLD
NAUKRI,Info Edge (India) Limited,Communication Services,Internet Content & Information,1355.800048828125,False,5522.0,False,True,Sector: Communication Services,13.9,-5.85,False,3140.0,3052.0,True,EXIT
COFORGE,Coforge Limited,Technology,Information Technology Services,1806.0,False,1208.0,False,True,NIFTY IT,10.73,1.52,True,10205.0,9572.0,True,HOLD
WAAREEENER,WAAREEENER,Technology,Solar,2707.0,False,3842.0,True,False,Sector: Technology,-14.31,-17.84,False,23842.0,20991.0,True,EXIT
JSWINFRA,JSW Infrastructure Limited,Industrials,Marine Shipping,335.3999938964844,True,170.0,False,True,Sector: Industrials,7.06,5.46,True,624.0,601.0,True,HOLD
SRF,SRF Limited,Industrials,Conglomerates,2616.0,False,1894.0,False,False,Sector: Industrials,-10.96,-12.53,False,13182.0,12421.0,True,EXIT
NHPC,NHPC Limited,Utilities,Utilities - Renewable,76.5999984741211,False,3659.0,False,False,NIFTY ENERGY,-18.49,-9.29,False,10888.0,10328.0,True,EXIT
LTF,L&T Finance Limited,Financial Services,Credit Services,315.0,False,3302.0,True,True,Sector: Financial Services,40.9,39.63,True,19045.0,18050.0,True,HOLD
NTPCGREEN,NTPCGREEN,Utilities,Utilities - Renewable,92.13999938964844,False,394.0,False,False,NIFTY ENERGY,-23.56,-14.22,False,1977.0,2023.0,False,EXIT
BHARTIHEXA,BHARTIHEXA,Communication Services,Telecom Services,1641.0,False,1824.0,True,True,Sector: Communication Services,6.07,-13.58,False,9601.0,9354.0,True,HOLD
ASTERDM,Aster DM Quality Care Limited,Healthcare,Medical Care Facilities,819.75,False,173.0,False,True,Sector: Healthcare,21.49,29.44,True,2728.0,2616.0,True,HOLD
NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,Asset Management,1202.699951171875,True,1599.0,True,True,Sector: Financial Services,38.3,37.04,True,2685.0,2730.0,False,ADD
NMDC,NMDC Limited,Basic Materials,Steel,85.5,False,7460.0,False,True,NIFTY METAL,-20.53,17.23,False,31715.0,31554.0,True,EXIT
UNOMINDA,Uno Minda Limited,Consumer Cyclical,Auto Parts,1269.9000244140625,False,942.0,False,True,NIFTY AUTO,-23.39,-1.5,False,15339.0,14700.0,True,EXIT
POLICYBZR,PB Fintech Limited,Financial Services,Insurance Brokers,1728.0999755859375,False,442.0,True,True,Sector: Financial Services,-10.87,-11.9,False,566.0,208.0,True,HOLD
SWIGGY,SWIGGY,Consumer Cyclical,Internet Retail,278.79998779296875,False,-2078.0,False,False,Sector: Consumer Cyclical,-32.47,-37.83,False,9809.0,8258.0,True,EXIT
IDFCFIRSTB,IDFC First Bank Limited,Financial Services,Banks - Regional,85.05000305175781,False,2249.0,False,True,NIFTY BANK,1.22,17.48,True,41958.0,40549.0,True,HOLD
SAIL,Steel Authority of India Limited,Basic Materials,Steel,173.60000610351562,False,4184.0,False,True,NIFTY METAL,1.81,38.08,True,111134.0,110810.0,True,HOLD
DABUR,Dabur India Limited,Consumer Defensive,Household & Personal Products,406.79998779296875,False,1536.0,True,False,NIFTY FMCG,-15.9,-25.78,False,9601.0,9383.0,True,EXIT
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Financial Services,Insurance - Life,507.0,False,1684.0,True,False,Sector: Financial Services,-21.17,-22.15,False,66579.0,89679.0,False,EXIT
