Symbol,Live_Price,Price_As_Of
HILINFRA,45.349998474121094,2026-08-10T06:06:12+00:00
HILTON,21.110000610351562,2026-08-10T06:06:12+00:00
HIMATSEIDE,79.79000091552734,2026-08-10T06:06:12+00:00
HINDALCO,1043.9000244140625,2026-08-10T06:06:12+00:00
HINDCOMPOS,420.75,2026-08-10T06:06:12+00:00
HINDCON,22.709999084472656,2026-08-10T06:06:12+00:00
HINDCOPPER,537.5,2026-08-10T06:06:12+00:00
HINDOILEXP,163.6999969482422,2026-08-10T06:06:12+00:00
HINDPETRO,395.1499938964844,2026-08-10T06:06:12+00:00
HINDUNILVR,2090.699951171875,2026-08-10T06:06:12+00:00
HINDWAREAP,219.7899932861328,2026-08-10T06:06:12+00:00
HINDZINC,600.5499877929688,2026-08-10T06:06:12+00:00
HIRECT,1318.5,2026-08-10T06:06:12+00:00
HISARMETAL,162.13999938964844,2026-08-10T06:06:12+00:00
HITECH,85.0999984741211,2026-08-10T06:06:12+00:00
HITECHCORP,322.54998779296875,2026-08-10T06:06:12+00:00
HITECHGEAR,555.1500244140625,2026-08-10T06:06:12+00:00
HLEGLAS,471.0,2026-08-10T06:06:12+00:00
HLVLTD,7.210000038146973,2026-08-10T06:06:12+00:00
HMAAGRO,22.950000762939453,2026-08-10T06:06:12+00:00
HMT,61.47999954223633,2026-08-10T06:06:12+00:00
HMVL,95.23999786376953,2026-08-10T06:06:12+00:00
HNDFDS,590.0,2026-08-10T06:06:12+00:00
HOMEFIRST,1188.5,2026-08-10T06:06:12+00:00
HONASA,478.25,2026-08-10T06:06:12+00:00
HONAUT,37910.0,2026-08-10T06:06:12+00:00
HONDAPOWER,2097.800048828125,2026-08-10T06:06:12+00:00
HPAL,34.04999923706055,2026-08-10T06:06:12+00:00
HPIL,130.08999633789062,2026-08-10T06:06:12+00:00
HPL,342.1000061035156,2026-08-10T06:06:12+00:00
HSCL,762.4000244140625,2026-08-10T06:06:12+00:00
HTMEDIA,27.899999618530273,2026-08-10T06:06:12+00:00
HUBTOWN,177.1999969482422,2026-08-10T06:06:12+00:00
HUDCO,200.72999572753906,2026-08-10T06:06:12+00:00
HUHTAMAKI,284.29998779296875,2026-08-10T06:06:12+00:00
HYBRIDFIN,17.010000228881836,2026-08-10T06:06:12+00:00
HYUNDAI,2241.800048828125,2026-08-10T06:06:12+00:00
IBULLSLTD,29.100000381469727,2026-08-10T06:06:12+00:00
ICDSLTD,42.79999923706055,2026-08-10T06:06:12+00:00
ICEMAKE,830.7000122070312,2026-08-10T06:06:12+00:00
ICICIAMC,3087.10009765625,2026-08-10T06:06:12+00:00
ICICIBANK,1422.0,2026-08-10T06:06:12+00:00
ICICIGI,1640.300048828125,2026-08-10T06:06:12+00:00
ICICIPRULI,497.20001220703125,2026-08-10T06:06:12+00:00
ICIL,429.95001220703125,2026-08-10T06:06:12+00:00
ICRA,5120.7001953125,2026-08-10T06:06:12+00:00
IDBI,83.81999969482422,2026-08-10T06:06:12+00:00
IDEA,12.890000343322754,2026-08-10T06:06:12+00:00
IDEAFORGE,903.7999877929688,2026-08-10T06:06:12+00:00
IDFCFIRSTB,84.9000015258789,2026-08-10T06:06:12+00:00
IEX,126.88999938964844,2026-08-10T06:06:12+00:00
IFBAGRO,967.0,2026-08-10T06:06:12+00:00
IFBIND,1402.699951171875,2026-08-10T06:06:12+00:00
IFCI,75.9000015258789,2026-08-10T06:06:12+00:00
IFGLEXPOR,228.2899932861328,2026-08-10T06:06:12+00:00
IGARASHI,466.5,2026-08-10T06:06:12+00:00
IGCL,74.51000213623047,2026-08-10T06:06:12+00:00
IGIL,354.79998779296875,2026-08-10T06:06:12+00:00
IGL,152.3000030517578,2026-08-10T06:06:12+00:00
IGPL,493.75,2026-08-10T06:06:12+00:00
IIFL,620.5,2026-08-10T06:06:12+00:00
IIFLCAPS,334.29998779296875,2026-08-10T06:06:12+00:00
IITL,147.07000732421875,2026-08-10T06:06:12+00:00
IKIO,195.32000732421875,2026-08-10T06:06:12+00:00
IKS,1744.0999755859375,2026-08-10T06:06:12+00:00
IL&FSENGG,35.81999969482422,2026-08-10T06:06:12+00:00
IL&FSTRANS,2.049999952316284,2026-08-10T06:06:12+00:00
IMAGICAA,49.689998626708984,2026-08-10T06:06:12+00:00
IMFA,1480.0,2026-08-10T06:06:12+00:00
IMPAL,1095.0,2026-08-10T06:06:12+00:00
IMPEXFERRO,3.319999933242798,2026-08-10T06:06:12+00:00
INA,109.44000244140625,2026-08-10T06:06:12+00:00
INCREDIBLE,34.38999938964844,2026-08-10T06:06:12+00:00
INDBANK,33.380001068115234,2026-08-10T06:06:12+00:00
INDGN,568.5999755859375,2026-08-10T06:06:12+00:00
INDHOTEL,728.5499877929688,2026-08-10T06:06:12+00:00
INDIACEM,398.3999938964844,2026-08-10T06:06:12+00:00
INDIAGLYCO,1110.0,2026-08-10T06:06:12+00:00
INDIAMART,1785.0999755859375,2026-08-10T06:06:12+00:00
INDIANB,889.4500122070312,2026-08-10T06:06:12+00:00
INDIANCARD,222.6699981689453,2026-08-10T06:06:12+00:00
INDIANHUME,394.8999938964844,2026-08-10T06:06:12+00:00
INDIASHLTR,648.0,2026-08-10T06:06:12+00:00
INDIGO,5338.5,2026-08-10T06:06:12+00:00
INDIGOPNTS,1141.9000244140625,2026-08-10T06:06:12+00:00
INDIQUBE,187.00999450683594,2026-08-10T06:06:12+00:00
INDNIPPON,1136.199951171875,2026-08-10T06:06:12+00:00
INDOAMIN,132.0,2026-08-10T06:06:12+00:00
INDOBORAX,418.79998779296875,2026-08-10T06:06:12+00:00
INDOCO,218.64999389648438,2026-08-10T06:06:12+00:00
INDOFARM,152.14999389648438,2026-08-10T06:06:12+00:00
INDOMIM,832.9000244140625,2026-08-10T06:06:12+00:00
INDORAMA,58.709999084472656,2026-08-10T06:06:12+00:00
INDOSTAR,242.3000030517578,2026-08-10T06:06:12+00:00
INDOTECH,3818.0,2026-08-10T06:06:12+00:00
INDOTHAI,94.62000274658203,2026-08-10T06:06:12+00:00
INDOUS,81.18000030517578,2026-08-10T06:06:12+00:00
INDOWIND,9.09000015258789,2026-08-10T06:06:12+00:00
INDPRUD,6489.0,2026-08-10T06:06:12+00:00
INDRAMEDCO,386.6000061035156,2026-08-10T06:06:12+00:00
INDSWFTLAB,239.89999389648438,2026-08-10T06:06:12+00:00
INDTERRAIN,32.0,2026-08-10T06:06:12+00:00
INDUSINDBK,1021.2000122070312,2026-08-10T06:06:12+00:00
INDUSTOWER,373.79998779296875,2026-08-10T06:06:12+00:00
INFOBEAN,164.0,2026-08-10T06:06:12+00:00
INFOMEDIA,5.28000020980835,2026-08-10T06:06:12+00:00
INFY,1189.4000244140625,2026-08-10T06:06:12+00:00
INGERRAND,4295.0,2026-08-10T06:06:12+00:00
INNOVACAP,962.7999877929688,2026-08-10T06:06:12+00:00
INNOVANA,330.0,2026-08-10T06:06:12+00:00
INNOVISION,284.8500061035156,2026-08-10T06:06:12+00:00
INOXGREEN,176.5,2026-08-10T06:06:12+00:00
INOXINDIA,1961.0,2026-08-10T06:06:12+00:00
INOXWIND,75.45999908447266,2026-08-10T06:06:12+00:00
INSECTICID,647.5499877929688,2026-08-10T06:06:12+00:00
INSPIRISYS,102.0,2026-08-10T06:06:12+00:00
INTELLECT,724.7000122070312,2026-08-10T06:06:12+00:00
INTENTECH,81.5199966430664,2026-08-10T06:06:12+00:00
INTERARCH,1724.199951171875,2026-08-10T06:06:12+00:00
INTLCONV,76.27999877929688,2026-08-10T06:06:12+00:00
INVENTURE,0.9100000262260437,2026-08-10T06:06:12+00:00
INVPRECQ,1120.0,2026-08-10T06:06:12+00:00
IOB,34.06999969482422,2026-08-10T06:06:12+00:00
IOC,142.39999389648438,2026-08-10T06:06:12+00:00
IOLCP,172.0800018310547,2026-08-10T06:06:12+00:00
IONEXCHANG,382.1000061035156,2026-08-10T06:06:12+00:00
IPCALAB,1688.699951171875,2026-08-10T06:06:12+00:00
IPL,143.72000122070312,2026-08-10T06:06:12+00:00
IRB,19.59000015258789,2026-08-10T06:06:12+00:00
IRCON,130.3300018310547,2026-08-10T06:06:12+00:00
IRCTC,526.5499877929688,2026-08-10T06:06:12+00:00
IREDA,119.08000183105469,2026-08-10T06:06:12+00:00
IRFC,88.5199966430664,2026-08-10T06:06:12+00:00
IRIS,243.9600067138672,2026-08-10T06:06:12+00:00
IRISDOREME,55.95000076293945,2026-08-10T06:06:12+00:00
IRMENERGY,299.1499938964844,2026-08-10T06:06:12+00:00
ISFT,77.12000274658203,2026-08-10T06:06:12+00:00
ISGEC,808.5999755859375,2026-08-10T06:06:12+00:00
ISHANCH,48.56999969482422,2026-08-10T06:06:12+00:00
ITC,283.8999938964844,2026-08-10T06:06:12+00:00
ITCHOTELS,171.36000061035156,2026-08-10T06:06:12+00:00
ITDC,701.0,2026-08-10T06:06:12+00:00
ITI,283.8999938964844,2026-08-10T06:06:12+00:00
IVALUE,274.70001220703125,2026-08-10T06:06:12+00:00
IVC,8.300000190734863,2026-08-10T06:06:12+00:00
IVP,177.13999938964844,2026-08-10T06:06:12+00:00
IWP,33.959999084472656,2026-08-10T06:06:12+00:00
IXIGO,181.32000732421875,2026-08-10T06:06:12+00:00
IZMO,983.0,2026-08-10T06:06:12+00:00
J&KBANK,157.02999877929688,2026-08-10T06:06:12+00:00
JAGRAN,63.0,2026-08-10T06:06:12+00:00
JAGSNPHARM,231.36000061035156,2026-08-10T06:06:12+00:00
JAIBALAJI,66.75,2026-08-10T06:06:12+00:00
JAICORPLTD,103.56999969482422,2026-08-10T06:06:12+00:00
JAINREC,304.8999938964844,2026-08-10T06:06:12+00:00
JAIPURKURT,29.299999237060547,2026-08-10T06:06:12+00:00
JAMNAAUTO,129.60000610351562,2026-08-10T06:06:12+00:00
JARO,459.25,2026-08-10T06:06:12+00:00
JASH,508.1000061035156,2026-08-10T06:06:12+00:00
JAYAGROGN,214.63999938964844,2026-08-10T06:06:12+00:00
JAYBARMARU,132.36000061035156,2026-08-10T06:06:12+00:00
JAYKAY,149.8300018310547,2026-08-10T06:06:12+00:00
JAYNECOIND,91.91999816894531,2026-08-10T06:06:12+00:00
JAYSREETEA,86.02999877929688,2026-08-10T06:06:12+00:00
JBMA,648.5,2026-08-10T06:06:12+00:00
JETFREIGHT,22.770000457763672,2026-08-10T06:06:12+00:00
JGCHEM,571.9000244140625,2026-08-10T06:06:12+00:00
JHS,7.940000057220459,2026-08-10T06:06:12+00:00
JINDALPHOT,1066.0,2026-08-10T06:06:12+00:00
JINDALPOLY,626.4000244140625,2026-08-10T06:06:12+00:00
JINDALSAW,275.3500061035156,2026-08-10T06:06:12+00:00
JINDALSTEL,1120.0999755859375,2026-08-10T06:06:12+00:00
JINDRILL,619.1500244140625,2026-08-10T06:06:12+00:00
JINDWORLD,38.470001220703125,2026-08-10T06:06:12+00:00
JIOFIN,256.75,2026-08-10T06:06:12+00:00
JISLDVREQS,24.0,2026-08-10T06:06:12+00:00
JISLJALEQS,30.959999084472656,2026-08-10T06:06:12+00:00
JITFINFRA,341.3999938964844,2026-08-10T06:06:12+00:00
JKCEMENT,5439.5,2026-08-10T06:06:12+00:00
JKIL,505.5,2026-08-10T06:06:12+00:00
JKIPL,97.20999908447266,2026-08-10T06:06:12+00:00
JKLAKSHMI,558.4500122070312,2026-08-10T06:06:12+00:00
JKPAPER,386.8999938964844,2026-08-10T06:06:12+00:00
JKTYRE,387.3500061035156,2026-08-10T06:06:12+00:00
JLHL,322.8500061035156,2026-08-10T06:06:12+00:00
JMA,87.75,2026-08-10T06:06:12+00:00
JMFINANCIL,128.14999389648438,2026-08-10T06:06:12+00:00
JNKINDIA,404.79998779296875,2026-08-10T06:06:12+00:00
JNPR,242.38999938964844,2026-08-10T06:06:12+00:00
JOCIL,147.14999389648438,2026-08-10T06:06:12+00:00
JPOLYINVST,1056.4000244140625,2026-08-10T06:06:12+00:00
JPPOWER,17.93000030517578,2026-08-10T06:06:12+00:00
JSFB,544.5,2026-08-10T06:06:12+00:00
JSL,738.7000122070312,2026-08-10T06:06:12+00:00
JSLL,552.1500244140625,2026-08-10T06:06:12+00:00
JSWCEMENT,133.6699981689453,2026-08-10T06:06:12+00:00
JSWDULUX,3033.0,2026-08-10T06:06:12+00:00
JSWENERGY,568.8499755859375,2026-08-10T06:06:12+00:00
JSWHL,11886.0,2026-08-10T06:06:12+00:00
JSWINFRA,340.0,2026-08-10T06:06:12+00:00
JSWSTEEL,1304.699951171875,2026-08-10T06:06:12+00:00
JTEKTINDIA,139.72999572753906,2026-08-10T06:06:12+00:00
JTLIND,77.79000091552734,2026-08-10T06:06:12+00:00
JUBLCPL,1825.0,2026-08-10T06:06:12+00:00
JUBLFOOD,493.70001220703125,2026-08-10T06:06:12+00:00
JUBLINGREA,744.8499755859375,2026-08-10T06:06:12+00:00
JUBLPHARMA,948.7000122070312,2026-08-10T06:06:12+00:00
JUNIPER,196.44000244140625,2026-08-10T06:06:12+00:00
JUSTDIAL,688.1500244140625,2026-08-10T06:06:12+00:00
JWL,258.79998779296875,2026-08-10T06:06:12+00:00
JYOTHYLAB,206.39999389648438,2026-08-10T06:06:12+00:00
JYOTICNC,790.6500244140625,2026-08-10T06:06:12+00:00
JYOTISTRUC,11.529999732971191,2026-08-10T06:06:12+00:00
KABRAEXTRU,497.8999938964844,2026-08-10T06:06:12+00:00
KAJARIACER,1184.5,2026-08-10T06:06:12+00:00
KAKATCEM,117.98999786376953,2026-08-10T06:06:12+00:00
KALAMANDIR,87.80999755859375,2026-08-10T06:06:12+00:00
KALPATARU,290.1000061035156,2026-08-10T06:06:12+00:00
KALYANI,138.08999633789062,2026-08-10T06:06:12+00:00
KALYANIFRG,630.0,2026-08-10T06:06:12+00:00
KALYANKJIL,611.7999877929688,2026-08-10T06:06:12+00:00
KAMAHOLD,2518.0,2026-08-10T06:06:12+00:00
KAMATHOTEL,166.58999633789062,2026-08-10T06:06:12+00:00
KAMDHENU,35.29999923706055,2026-08-10T06:06:12+00:00
KAMOPAINTS,4.539999961853027,2026-08-10T06:06:12+00:00
KANANIIND,1.5099999904632568,2026-08-10T06:06:12+00:00
KANCHI,373.5,2026-08-10T06:06:12+00:00
KANORICHEM,150.0,2026-08-10T06:06:12+00:00
KANPRPLA,207.00999450683594,2026-08-10T06:06:12+00:00
KANSAINER,213.27000427246094,2026-08-10T06:06:12+00:00
KAPSTON,574.0999755859375,2026-08-10T06:06:12+00:00
KARMAENG,40.77000045776367,2026-08-10T06:06:12+00:00
KARURVYSYA,334.79998779296875,2026-08-10T06:06:12+00:00
KAUSHALYA,926.0,2026-08-10T06:06:12+00:00
KAVDEFENCE,60.66999816894531,2026-08-10T06:06:12+00:00
KAYA,278.29998779296875,2026-08-10T06:06:12+00:00
KAYNES,3765.39990234375,2026-08-10T06:06:12+00:00
KCP,152.32000732421875,2026-08-10T06:06:12+00:00
KCPSUGIND,30.270000457763672,2026-08-10T06:06:12+00:00
KDDL,3962.39990234375,2026-08-10T06:06:12+00:00
KEC,479.20001220703125,2026-08-10T06:06:12+00:00
KECL,150.3000030517578,2026-08-10T06:06:12+00:00
KEEPLEARN,1.9900000095367432,2026-08-10T06:06:12+00:00
KEI,5622.0,2026-08-10T06:06:12+00:00
KELLTONTEC,14.100000381469727,2026-08-10T06:06:12+00:00
KENNAMET,3305.699951171875,2026-08-10T06:06:12+00:00
KERNEX,2332.5,2026-08-10T06:06:12+00:00
KESORAMIND,12.600000381469727,2026-08-10T06:06:12+00:00
KEYFINSERV,250.0,2026-08-10T06:06:12+00:00
KFINTECH,925.5,2026-08-10T06:06:12+00:00
KHADIM,95.75,2026-08-10T06:06:12+00:00
KHAICHEM,52.540000915527344,2026-08-10T06:06:12+00:00
KHAITANLTD,157.19000244140625,2026-08-10T06:06:12+00:00
KHANDSE,16.920000076293945,2026-08-10T06:06:12+00:00
KICL,5763.5,2026-08-10T06:06:12+00:00
KILITCH,191.8699951171875,2026-08-10T06:06:12+00:00
KIMS,810.0,2026-08-10T06:06:12+00:00
KINGFA,5593.0,2026-08-10T06:06:12+00:00
KIOCL,396.45001220703125,2026-08-10T06:06:12+00:00
KIRANVYPAR,208.05999755859375,2026-08-10T06:06:12+00:00
KIRIINDUS,429.3999938964844,2026-08-10T06:06:12+00:00
KIRLFER,445.5,2026-08-10T06:06:12+00:00
KIRLOSBROS,1935.300048828125,2026-08-10T06:06:12+00:00
KIRLOSENG,2079.10009765625,2026-08-10T06:06:12+00:00
KIRLOSIND,3787.300048828125,2026-08-10T06:06:12+00:00
KIRLPNU,1481.0,2026-08-10T06:06:12+00:00
KISSHT,300.8500061035156,2026-08-10T06:06:12+00:00
KITEX,139.7899932861328,2026-08-10T06:06:12+00:00
KKCL,509.75,2026-08-10T06:06:12+00:00
KLBRENG-B,387.5,2026-08-10T06:06:12+00:00
KMEW,2590.0,2026-08-10T06:06:12+00:00
KMSUGAR,28.020000457763672,2026-08-10T06:06:12+00:00
KNACK,215.39999389648438,2026-08-10T06:06:12+00:00
KNAGRI,206.0399932861328,2026-08-10T06:06:12+00:00
KNRCON,142.50999450683594,2026-08-10T06:06:12+00:00
KOHINOOR,23.260000228881836,2026-08-10T06:06:12+00:00
KOKUYOCMLN,83.4000015258789,2026-08-10T06:06:12+00:00
KOLTEPATIL,448.45001220703125,2026-08-10T06:06:12+00:00
KOPRAN,177.0,2026-08-10T06:06:12+00:00
KOTAKBANK,389.6499938964844,2026-08-10T06:06:12+00:00
KOTARISUG,26.360000610351562,2026-08-10T06:06:12+00:00
KOTHARIPET,145.5,2026-08-10T06:06:12+00:00
KOTHARIPRO,71.0,2026-08-10T06:06:12+00:00
KOTIC,151.58999633789062,2026-08-10T06:06:12+00:00
KOTYARK,41.939998626708984,2026-08-10T06:06:12+00:00
KOVAI,6173.5,2026-08-10T06:06:12+00:00
KPEL,298.6000061035156,2026-08-10T06:06:12+00:00
KPIGREEN,371.70001220703125,2026-08-10T06:06:12+00:00
KPIL,1307.699951171875,2026-08-10T06:06:12+00:00
KPITTECH,636.2999877929688,2026-08-10T06:06:12+00:00
KPL,2774.0,2026-08-10T06:06:12+00:00
KPRMILL,1080.800048828125,2026-08-10T06:06:12+00:00
KRBL,377.29998779296875,2026-08-10T06:06:12+00:00
KREBSBIO,57.0,2026-08-10T06:06:12+00:00
KRIDHANINF,2.299999952316284,2026-08-10T06:06:12+00:00
KRISHANA,182.1699981689453,2026-08-10T06:06:12+00:00
KRISHIVAL,392.6000061035156,2026-08-10T06:06:12+00:00
KRISHNADEF,1192.4000244140625,2026-08-10T06:06:12+00:00
KRITI,71.25,2026-08-10T06:06:12+00:00
KRITIKA,5.679999828338623,2026-08-10T06:06:12+00:00
KRITINUT,87.9000015258789,2026-08-10T06:06:12+00:00
KRN,1228.9000244140625,2026-08-10T06:06:12+00:00
KRONOX,166.61000061035156,2026-08-10T06:06:12+00:00
KROSS,205.02000427246094,2026-08-10T06:06:12+00:00
KRSNAA,564.4000244140625,2026-08-10T06:06:12+00:00
KRYSTAL,600.7999877929688,2026-08-10T06:06:12+00:00
KSB,802.1500244140625,2026-08-10T06:06:12+00:00
KSCL,779.25,2026-08-10T06:06:12+00:00
KSHINTL,904.5,2026-08-10T06:06:12+00:00
KSHITIJPOL,2.809999942779541,2026-08-10T06:06:12+00:00
KSL,857.9500122070312,2026-08-10T06:06:12+00:00
KSOLVES,279.70001220703125,2026-08-10T06:06:12+00:00
KSR,29.5,2026-08-10T06:06:12+00:00
KTKBANK,306.75,2026-08-10T06:06:12+00:00
KUANTUM,88.4000015258789,2026-08-10T06:06:12+00:00
KUSUMGAR,653.0999755859375,2026-08-10T06:06:12+00:00
KWIL,35.040000915527344,2026-08-10T06:06:12+00:00
LAGNAM,83.66000366210938,2026-08-10T06:06:12+00:00
LAHOTIOV,42.45000076293945,2026-08-10T06:06:12+00:00
LAKPRE,5.199999809265137,2026-08-10T06:06:12+00:00
LAL,8.920000076293945,2026-08-10T06:06:12+00:00
LALPATHLAB,1962.0,2026-08-10T06:06:12+00:00
LAMBODHARA,116.04000091552734,2026-08-10T06:06:12+00:00
LANCORHOL,27.100000381469727,2026-08-10T06:06:12+00:00
LANDMARK,538.4000244140625,2026-08-10T06:06:12+00:00
LANDSMILL,0.7900000214576721,2026-08-10T06:06:12+00:00
LAOPALA,192.97000122070312,2026-08-10T06:06:12+00:00
LASA,7.699999809265137,2026-08-10T06:06:12+00:00
LASERPOWER,299.8999938964844,2026-08-10T06:06:12+00:00
LATENTVIEW,299.0,2026-08-10T06:06:12+00:00
LATTEYS,20.479999542236328,2026-08-10T06:06:12+00:00
LAURUSLABS,1860.0,2026-08-10T06:06:12+00:00
LAXMICOT,14.869999885559082,2026-08-10T06:06:12+00:00
LAXMIDENTL,217.1300048828125,2026-08-10T06:06:12+00:00
LAXMIINDIA,133.25,2026-08-10T06:06:12+00:00
LCCINFOTEC,3.890000104904175,2026-08-10T06:06:12+00:00
LCL,540.5999755859375,2026-08-10T06:06:12+00:00
LEMERITE,23.59000015258789,2026-08-10T06:06:12+00:00
LEMONTREE,107.80999755859375,2026-08-10T06:06:12+00:00
LENSKART,579.2999877929688,2026-08-10T06:06:12+00:00
LEXUS,14.779999732971191,2026-08-10T06:06:12+00:00
LFIC,139.52000427246094,2026-08-10T06:06:12+00:00
LGBBROSLTD,1520.0,2026-08-10T06:06:12+00:00
LGEINDIA,1579.800048828125,2026-08-10T06:06:12+00:00
LGHL,202.38999938964844,2026-08-10T06:06:12+00:00
LIBAS,9.829999923706055,2026-08-10T06:06:12+00:00
LIBERTSHOE,263.8500061035156,2026-08-10T06:06:12+00:00
LICHSGFIN,500.70001220703125,2026-08-10T06:06:12+00:00
LICI,393.54998779296875,2026-08-10T06:06:12+00:00
LIKHITHA,229.0,2026-08-10T06:06:12+00:00
LINC,99.5,2026-08-10T06:06:12+00:00
LINCOLN,597.0,2026-08-10T06:06:12+00:00
LINDEINDIA,7060.0,2026-08-10T06:06:12+00:00
LLOYDSENGG,96.02999877929688,2026-08-10T06:06:12+00:00
LLOYDSENT,82.51000213623047,2026-08-10T06:06:12+00:00
LLOYDSME,2067.0,2026-08-10T06:06:12+00:00
LMW,17325.0,2026-08-10T06:06:12+00:00
LODHA,1230.300048828125,2026-08-10T06:06:12+00:00
LOKESHMACH,351.25,2026-08-10T06:06:12+00:00
LORDSCHLO,143.99000549316406,2026-08-10T06:06:12+00:00
LOTUSDEV,181.25999450683594,2026-08-10T06:06:12+00:00
LOTUSEYE,117.72000122070312,2026-08-10T06:06:12+00:00
LOVABLE,73.1500015258789,2026-08-10T06:06:12+00:00
LOYALTEX,214.74000549316406,2026-08-10T06:06:12+00:00
LPDC,6.400000095367432,2026-08-10T06:06:12+00:00
LT,4050.39990234375,2026-08-10T06:06:12+00:00
LTF,313.70001220703125,2026-08-10T06:06:12+00:00
LTFOODS,427.54998779296875,2026-08-10T06:06:12+00:00
LTM,4784.7001953125,2026-08-10T06:06:12+00:00
LTTS,3638.5,2026-08-10T06:06:12+00:00
LUMAXIND,5726.0,2026-08-10T06:06:12+00:00
LUMAXTECH,1742.0999755859375,2026-08-10T06:06:12+00:00
LUPIN,2276.89990234375,2026-08-10T06:06:12+00:00
LUXIND,1265.0,2026-08-10T06:06:12+00:00
LXCHEM,179.64999389648438,2026-08-10T06:06:12+00:00
LYKALABS,67.0999984741211,2026-08-10T06:06:12+00:00
M&M,3523.300048828125,2026-08-10T06:06:12+00:00
M&MFIN,412.6000061035156,2026-08-10T06:06:12+00:00
MAANALU,125.37000274658203,2026-08-10T06:06:12+00:00
MACPOWER,1809.9000244140625,2026-08-10T06:06:12+00:00
MADHAV,35.470001220703125,2026-08-10T06:06:12+00:00
MADHAVIPL,7.769999980926514,2026-08-10T06:06:12+00:00
MADHUCON,5.380000114440918,2026-08-10T06:06:12+00:00
MADRASFERT,66.62999725341797,2026-08-10T06:06:12+00:00
MAFATIND,128.8000030517578,2026-08-10T06:06:12+00:00
MAGADSUGAR,533.0499877929688,2026-08-10T06:06:12+00:00
MAGNUM,19.690000534057617,2026-08-10T06:06:12+00:00
MAHABANK,78.47000122070312,2026-08-10T06:06:12+00:00
MAHAPEXLTD,47.5,2026-08-10T06:06:12+00:00
MAHASTEEL,1032.800048828125,2026-08-10T06:06:12+00:00
MAHEPC,108.36000061035156,2026-08-10T06:06:12+00:00
MAHESHWARI,71.51000213623047,2026-08-10T06:06:12+00:00
MAHLIFE,387.79998779296875,2026-08-10T06:06:12+00:00
MAHLOG,414.79998779296875,2026-08-10T06:06:12+00:00
MAHSCOOTER,13806.0,2026-08-10T06:06:12+00:00
MAHSEAMLES,610.5,2026-08-10T06:06:12+00:00
MAITHANALL,971.7999877929688,2026-08-10T06:06:12+00:00
MAJESAUT,443.79998779296875,2026-08-10T06:06:12+00:00
MALLCOM,1000.0,2026-08-10T06:06:12+00:00
MALUPAPER,32.36000061035156,2026-08-10T06:06:12+00:00
MAMATA,423.70001220703125,2026-08-10T06:06:12+00:00
MANAKALUCO,45.959999084472656,2026-08-10T06:06:12+00:00
MANAKCOAT,116.9000015258789,2026-08-10T06:06:12+00:00
MANAKSIA,59.279998779296875,2026-08-10T06:06:12+00:00
MANAKSTEEL,83.0,2026-08-10T06:06:12+00:00
MANALIPETC,64.80999755859375,2026-08-10T06:06:12+00:00
MANAPPURAM,371.04998779296875,2026-08-10T06:06:12+00:00
MANBA,131.89999389648438,2026-08-10T06:06:12+00:00
MANCREDIT,240.1999969482422,2026-08-10T06:06:12+00:00
MANGALAM,26.899999618530273,2026-08-10T06:06:12+00:00
MANGLMCEM,905.9500122070312,2026-08-10T06:06:12+00:00
MANINDS,562.4000244140625,2026-08-10T06:06:12+00:00
MANINFRA,116.22000122070312,2026-08-10T06:06:12+00:00
MANIPALHOS,674.9000244140625,2026-08-10T06:06:12+00:00
MANKIND,2441.89990234375,2026-08-10T06:06:12+00:00
MANOMAY,218.17999267578125,2026-08-10T06:06:12+00:00
MANORAMA,1665.5,2026-08-10T06:06:12+00:00
MANORG,454.0,2026-08-10T06:06:12+00:00
MANUGRAPH,15.600000381469727,2026-08-10T06:06:12+00:00
MANYAVAR,521.5999755859375,2026-08-10T06:06:12+00:00
MAPMYINDIA,999.5999755859375,2026-08-10T06:06:12+00:00
MARALOVER,53.47999954223633,2026-08-10T06:06:12+00:00
MARATHON,387.6499938964844,2026-08-10T06:06:12+00:00
MARICO,854.7999877929688,2026-08-10T06:06:12+00:00
MARINE,347.70001220703125,2026-08-10T06:06:12+00:00
MARKOLINES,180.52999877929688,2026-08-10T06:06:12+00:00
MARKSANS,268.8500061035156,2026-08-10T06:06:12+00:00
MARSONS,105.38999938964844,2026-08-10T06:06:12+00:00
MARUTI,14059.0,2026-08-10T06:06:12+00:00
MASFIN,301.3999938964844,2026-08-10T06:06:12+00:00
MASKINVEST,158.57000732421875,2026-08-10T06:06:12+00:00
MASTEK,1823.0,2026-08-10T06:06:12+00:00
MASTERTR,80.5,2026-08-10T06:06:12+00:00
MATRIMONY,475.04998779296875,2026-08-10T06:06:12+00:00
MAWANASUG,121.51000213623047,2026-08-10T06:06:12+00:00
MAXESTATES,412.1000061035156,2026-08-10T06:06:12+00:00
MAXHEALTH,1076.4000244140625,2026-08-10T06:06:12+00:00
MAXIND,168.5,2026-08-10T06:06:12+00:00
MAYURUNIQ,767.2999877929688,2026-08-10T06:06:12+00:00
MAZDA,232.25999450683594,2026-08-10T06:06:12+00:00
MAZDOCK,2521.800048828125,2026-08-10T06:06:12+00:00
MBAPL,163.0399932861328,2026-08-10T06:06:12+00:00
MBEL,298.6000061035156,2026-08-10T06:06:12+00:00
MBLINFRA,24.75,2026-08-10T06:06:12+00:00
MCCHRLS-B,675.0,2026-08-10T06:06:12+00:00
