Symbol,Company Name,Type,MarketCap,All-Time High (ATH),Current Market Price (CMP),Buy Trigger Price,Sell Trigger Price,CMP Proximity to Buy (%),ClosenessAbs (%)
POWERGRID,Power Grid Corporation of India Limited,PSU,275158.4796672,365.45,288.55,255.82,306.98,12.8,12.8
GAIL,GAIL (India) Limited,PSU,125682.64704,240.97,190.47,168.68,202.41,12.92,12.92
LICI,Life Insurance Corporation Of India,PSU,607105.1091968,1188.1,947.45,831.67,998.0,13.92,13.92
BANKBARODA,Bank of Baroda,PSU,127370.5660416,296.95,238.04,207.87,249.44,14.52,14.52
SHRIRAMFIN,Shriram Finance Limited,Non-PSU,129427.4789376,725.69,665.0,580.55,696.66,14.55,14.55
LT,Larsen & Toubro Limited,Non-PSU,502843.6246528,3947.3,3622.3,3157.84,3789.41,14.71,14.71
AXISBANK,Axis Bank Limited,Non-PSU,370569.6944128,1317.3,1215.1,1053.84,1264.61,15.3,15.3
BAJAJ-AUTO,Bajaj Auto Limited,Non-PSU,241220.190208,12666.4,8494.5,10133.12,12159.74,-16.17,16.17
ULTRACEMCO,UltraTech Cement Limited,Non-PSU,331004.7461376,12237.0,11383.0,9789.6,11747.52,16.28,16.28
INDIGO,InterGlobe Aviation Limited,Non-PSU,211793.3727744,5695.0,5310.5,4556.0,5467.2,16.56,16.56
MARUTI,Maruti Suzuki India Limited,Non-PSU,391809.0207232,13495.6,12595.0,10796.48,12955.78,16.66,16.66
DRREDDY,Dr. Reddy's Laboratories Limited,Non-PSU,109906.9390848,1412.49,1318.8,1129.99,1355.99,16.71,16.71
M&M,Mahindra & Mahindra Limited,Non-PSU,372668.1833472,3211.1,3007.2,2568.88,3082.66,17.06,17.06
GRASIM,Grasim Industries Limited,Non-PSU,174650.8972032,2843.75,2671.4,2275.0,2730.0,17.42,17.42
MAHABANK,Bank of Maharashtra,PSU,42341.9969536,94.25,54.44,65.97,79.17,-17.48,17.48
KOTAKBANK,Kotak Mahindra Bank Limited,Non-PSU,412243.72224,2268.8,2136.8,1815.04,2178.05,17.73,17.73
IRB,IRB Infrastructure Developers Limited,Non-PSU,31191.4364928,76.85,49.3,61.48,73.78,-19.81,19.81
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Non-PSU,158605.0760704,14382.0,13789.0,11505.6,13806.72,19.85,19.85
BAJFINANCE,Bajaj Finance Limited,Non-PSU,581890.473984,960.75,923.0,768.6,922.32,20.09,20.09
ADANIPOWER,Adani Power Limited,Non-PSU,214156.6009344,874.5,558.2,699.6,839.52,-20.21,20.21
ASTERDM,Aster DM Healthcare Limited,Non-PSU,29887.3126912,589.85,567.85,471.88,566.26,20.34,20.34
BPCL,Bharat Petroleum Corporation Limited,PSU,137400.614912,369.95,312.8,258.97,310.76,20.79,20.79
HINDZINC,Hindustan Zinc Limited,Non-PSU,212216.6960128,772.3,486.35,617.84,741.41,-21.28,21.28
ICICIBANK,ICICI Bank Limited,Non-PSU,1041195.1783936,1460.6,1423.2,1168.48,1402.18,21.8,21.8
HDFCBANK,HDFC Bank Limited,Non-PSU,1515850.4062976,1978.9,1929.6,1583.12,1899.74,21.89,21.89
BHARTIARTL,Bharti Airtel Limited,Non-PSU,1120790.2756864,1901.0,1854.8,1520.8,1824.96,21.96,21.96
BAJAJFINSV,Bajaj Finserv Limited,Non-PSU,317403.0114816,3269.25,2003.3,2615.4,3138.48,-23.4,23.4
HYUNDAI,Hyundai Motor India Limited,Non-PSU,151222.0000256,1956.4,1945.6,1565.12,1878.14,24.31,24.31
SBIN,State Bank of India,PSU,725616.2172928,905.65,792.3,633.96,760.75,24.98,24.98
MUTHOOTFIN,Muthoot Finance Limited,Non-PSU,98226.176,2645.7,2645.7,2116.56,2539.87,25.0,25.0
HINDPETRO,Hindustan Petroleum Corporation Limited,PSU,86612.9149952,448.5,393.25,313.95,376.74,25.26,25.26
ADANIENT,Adani Enterprises Limited,Non-PSU,292586.0487168,4165.3,2488.5,3332.24,3998.69,-25.32,25.32
TATAMOTORS,Tata Motors Limited,Non-PSU,261751.8063616,1161.85,674.75,929.48,1115.38,-27.41,27.41
HAL,Hindustan Aeronautics Limited,PSU,333671.8778368,5621.95,5047.3,3935.37,4722.44,28.25,28.25
NMDC,NMDC Limited,PSU,63731.9053312,142.43,68.63,99.7,119.64,-31.16,31.16
IDBI,IDBI Bank Limited,PSU,108535.0805504,198.55,92.48,138.99,166.78,-33.46,33.46
CANBK,Canara Bank,PSU,104956.493824,239.4,109.23,167.58,201.1,-34.82,34.82
INDIANB,Indian Bank,PSU,85410.971648,651.8,634.05,456.26,547.51,38.97,38.97
BEL,Bharat Electronics Limited,PSU,285593.1215872,403.85,401.75,282.7,339.23,42.11,42.11
PNB,Punjab National Bank,PSU,126628.7771648,277.08,105.88,193.96,232.75,-45.41,45.41
UNIONBANK,Union Bank of India,PSU,117023.1525376,417.9,144.96,292.53,351.04,-50.45,50.45
BANKINDIA,Bank of India,PSU,56626.1121024,575.75,119.65,403.02,483.63,-70.31,70.31
RAYMOND,Raymond Limited,Non-PSU,4107.5531776,3229.5,592.65,2583.6,3100.32,-77.06,77.06
RELINFRA,Reliance Infrastructure Limited,Non-PSU,14719.3397248,2585.65,368.1,2068.52,2482.22,-82.2,82.2
KESORAMIND,Kesoram Industries Limited,Non-PSU,197.5823104,399.25,6.98,319.4,383.28,-97.81,97.81
