Symbol,Company,Sector,Industry,Current_Price,ATH_Price_Flag,TTM_Net_Profit,ATH_Profit_Flag,Above_MA212_Flag,RS_vs_Sector,RS_vs_Benchmark,Outperformance_Flag,TTM_Net_Sales,ATH_Sales,ATH_Sales_Flag,Signal
STOVEKRAFT,Stove Kraft Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",775.4000244140625,False,49.0,False,True,18.83,24.95,True,1748.0,1607.0,True,HOLD
INDNIPPON,India Nippon Electricals Limited,Consumer Cyclical,Auto Parts,1123.199951171875,False,115.0,True,True,29.31,35.41,True,1148.0,1068.0,True,HOLD
GLOBUSSPR,Globus Spirits Limited,Consumer Defensive,Beverages - Wineries & Distilleries,874.6500244140625,False,104.0,False,False,-27.03,-30.78,False,2798.0,2708.0,True,EXIT
BBL,Bharat Bijlee Limited,Industrials,Electrical Equipment & Parts,2306.39990234375,False,112.0,False,False,-24.08,-22.61,False,2356.0,2274.0,True,EXIT
NILKAMAL,Nilkamal Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1932.699951171875,False,119.0,False,True,13.99,20.13,True,3621.0,3686.0,False,HOLD
SPAL,S.P. Apparels Limited,Consumer Cyclical,Apparel Manufacturing,937.2999877929688,False,94.0,False,True,11.6,17.74,True,1099.0,1113.0,False,HOLD
MARATHON,Marathon Nextgen Realty Limited,Real Estate,Real Estate - Development,369.25,False,184.0,False,False,-29.94,-44.7,False,192.0,445.0,False,EXIT
ARKADE,ARKADE,Real Estate,Real Estate - Development,136.9199981689453,False,-4.0,False,True,-17.51,-32.43,False,804.0,816.0,False,EXIT
EVEREADY,Eveready Industries India Limited,Industrials,Electrical Equipment & Parts,357.20001220703125,False,178.0,False,True,-19.79,-18.33,False,1488.0,1458.0,True,EXIT
ADOR,Ador Welding Limited,Industrials,Specialty Industrial Machinery,1500.300048828125,False,114.0,True,True,58.03,59.31,True,1194.0,1135.0,True,HOLD
MANGLMCEM,Mangalam Cement Limited,Basic Materials,Building Materials,902.8499755859375,False,115.0,False,True,21.78,22.07,True,1762.0,1802.0,False,HOLD
XPROINDIA,Xpro India Limited,Basic Materials,Specialty Chemicals,1115.5999755859375,False,36.0,False,True,-6.14,-5.76,False,535.0,535.0,True,EXIT
SUNDROP,Sundrop Brands Limited,Consumer Defensive,Packaged Foods,663.2000122070312,False,26.0,False,False,-24.29,-28.06,False,916.0,916.0,True,EXIT
SIRCA,Sirca Paints India Limited,Basic Materials,Specialty Chemicals,426.8999938964844,False,67.0,True,False,-12.52,-12.13,False,508.0,492.0,True,EXIT
PARKHOTELS,PARKHOTELS,Consumer Cyclical,Lodging,117.69999694824219,False,68.0,False,False,-32.53,-26.28,False,677.0,669.0,True,EXIT
KNACK,KNACK,Consumer Cyclical,Packaging & Containers,208.02000427246094,True,,False,False,,,False,,810.0,False,EXIT
SATIN,Satin Creditcare Network Limited,Financial Services,Credit Services,221.1199951171875,False,380.0,False,True,53.39,53.92,True,2862.0,2825.0,True,HOLD
VEEDOL,Veedol Corporation Limited,Basic Materials,Specialty Chemicals,1512.9000244140625,False,145.0,False,True,-11.55,-11.16,False,1566.0,1557.0,True,EXIT
PANACEABIO,Panacea Biotec Limited,Healthcare,Biotechnology,414.20001220703125,False,-22.0,False,True,-19.52,-7.85,False,436.0,679.0,False,EXIT
UTKARSHBNK,Utkarsh Small Finance Bank Limited,Financial Services,Banks - Regional,14.039999961853027,False,-945.0,False,False,-36.31,-35.38,False,3381.0,3765.0,False,EXIT
RANEHOLDIN,Rane Holdings Limited,Consumer Cyclical,Auto Parts,1674.4000244140625,False,87.0,True,True,3.01,9.18,True,168.0,171.0,False,HOLD
SAIPARENT,SAIPARENT,Healthcare,Drug Manufacturers - General,551.6500244140625,False,,False,False,,,False,,162.0,False,EXIT
HUBTOWN,Hubtown Limited,Real Estate,Real Estate - Development,189.7100067138672,False,60.0,False,False,-34.55,-49.25,False,231.0,604.0,False,EXIT
FISCHER,Fischer Medical Ventures Limited,Healthcare,Medical Devices,38.790000915527344,False,-13.0,False,False,-75.48,-63.44,False,14.0,17.0,False,EXIT
VERANDA,Veranda Learning Solutions Limited,Consumer Defensive,Education & Training Services,245.89999389648438,False,-1.04,False,True,9.53,5.53,True,23.41,41.08,False,HOLD
SILVERTUC,Silver Touch Technologies Limited,Technology,Information Technology Services,209.2899932861328,False,44.0,True,False,-75.0,-75.18,False,332.0,315.0,True,EXIT
BOMDYEING,The Bombay Dyeing and Manufacturing Company Limited,Consumer Cyclical,Textile Manufacturing,115.58000183105469,False,20.0,False,False,-42.18,-35.91,False,1493.0,4430.0,False,EXIT
EPACKPEB,EPACKPEB,Industrials,Engineering & Construction,229.6999969482422,False,95.0,True,False,,,False,1596.0,1525.0,True,EXIT
RISHABH,Rishabh Instruments Limited,Technology,Scientific & Technical Instruments,660.5999755859375,True,44.0,True,True,118.85,117.5,True,283.0,268.0,True,ADD
RAJESHEXPO,Rajesh Exports Limited,Consumer Cyclical,Luxury Goods,80.98999786376953,False,,False,False,-65.12,-58.79,False,,46899.0,False,EXIT
KICL,Kalyani Investment Company Limited,Financial Services,Asset Management,5459.0,False,51.0,False,True,8.71,9.45,True,82.0,83.0,False,HOLD
GIPCL,Gujarat Industries Power Company Limited,Utilities,Utilities - Regulated Electric,175.77000427246094,False,503.0,True,True,2.14,-9.06,False,1619.0,1491.0,True,HOLD
INA,Insolation Energy Limited,Technology,Solar,99.0199966430664,False,3.78,False,False,,,False,79.82,258.66,False,EXIT
AJMERA,Ajmera Realty & Infra India Limited,Real Estate,Real Estate - Development,118.2300033569336,False,116.0,False,False,-22.38,-37.24,False,656.0,699.0,False,EXIT
CAMLINFINE,Camlin Fine Sciences Limited,Basic Materials,Specialty Chemicals,106.45999908447266,False,-35.0,False,False,-52.39,-51.88,False,869.0,886.0,False,EXIT
SOLARA,Solara Active Pharma Sciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,518.3499755859375,False,-1.0,False,False,-30.13,-18.4,False,1431.0,1617.0,False,EXIT
THEJO,Thejo Engineering Limited,Industrials,Specialty Industrial Machinery,2072.60009765625,False,61.0,True,True,0.81,2.23,True,548.0,514.0,True,HOLD
TASTYBITE,Tasty Bite Eatables Limited,Consumer Defensive,Packaged Foods,9090.5,False,36.0,False,True,-11.82,-15.67,False,583.0,554.0,True,EXIT
ADVAIT,Advait Energy Transitions Limited,Industrials,Specialty Industrial Machinery,2082.60009765625,False,51.0,True,False,,,False,504.0,448.0,True,EXIT
RAMCOSYS,Ramco Systems Limited,Technology,Software - Application,595.7000122070312,False,9.0,False,True,43.64,42.75,True,361.0,363.0,False,HOLD
BETA,BETA,Healthcare,Drug Manufacturers - Specialty & Generic,2550.699951171875,True,16.0,False,True,17.74,29.16,True,215.0,225.0,False,HOLD
REPCOHOME,Repco Home Finance Limited,Financial Services,Mortgage Finance,357.54998779296875,False,459.0,True,False,-7.91,-7.1,False,1823.0,1796.0,True,EXIT
EASEMYTRIP,Easy Trip Planners Limited,Consumer Cyclical,Travel Services,6.400000095367432,False,-57.0,False,False,-40.66,-34.39,False,309.0,1049.0,False,EXIT
STYLEBAAZA,Baazar Style Retail Limited,Consumer Cyclical,Apparel Retail,365.25,False,47.0,True,True,6.24,12.4,True,1950.0,1841.0,True,HOLD
NITCO,NITCO Limited,Industrials,Building Products & Equipment,91.86000061035156,False,-24.0,False,False,-36.34,-34.85,False,506.0,874.0,False,EXIT
GANDHAR,Gandhar Oil Refinery (India) Limited,Energy,Oil & Gas Refining & Marketing,245.57000732421875,False,291.0,True,True,51.07,59.16,True,4250.0,3423.0,True,HOLD
GREENPANEL,Greenpanel Industries Limited,Basic Materials,Lumber & Wood Production,171.77000427246094,False,7.0,False,False,-40.54,-40.07,False,1561.0,1783.0,False,EXIT
PIXTRANS,PIX Transmissions Limited,Industrials,Specialty Industrial Machinery,1896.800048828125,False,116.0,True,True,34.67,36.0,True,554.0,556.0,False,HOLD
SHK,S H Kelkar and Company Limited,Basic Materials,Specialty Chemicals,173.67999267578125,False,44.0,False,True,-26.79,-26.36,False,1278.0,1280.0,False,EXIT
COSMOFIRST,Cosmo First Limited,Consumer Cyclical,Packaging & Containers,938.3499755859375,False,106.0,False,True,-18.0,-11.78,False,3663.0,3356.0,True,EXIT
PRAKASH,Prakash Industries Limited,Basic Materials,Steel,137.67999267578125,False,313.0,False,True,-18.55,-18.14,False,3474.0,4014.0,False,EXIT
PROTEAN,Protean eGov Technologies Limited,Technology,Information Technology Services,551.9000244140625,False,74.0,False,False,-28.61,-29.07,False,1037.0,996.0,True,EXIT
BRIGHOTEL,BRIGHOTEL,Consumer Cyclical,Lodging,59.220001220703125,False,92.0,True,False,-39.35,-33.09,False,456.0,454.0,True,EXIT
SPANDANA,Spandana Sphoorty Financial Limited,Financial Services,Credit Services,251.0,False,-279.0,False,False,-3.06,-2.27,False,906.0,2280.0,False,EXIT
ORIENTHOT,Oriental Hotels Limited,Consumer Cyclical,Lodging,123.72000122070312,False,73.0,False,True,-21.08,-14.85,False,495.0,491.0,True,EXIT
MOLDTKPAC,Mold-Tek Packaging Limited,Consumer Cyclical,Packaging & Containers,694.4000244140625,False,76.0,False,True,-23.3,-17.07,False,947.0,887.0,True,EXIT
APOLLOPIPE,Apollo Pipes Limited,Industrials,Building Products & Equipment,508.45001220703125,False,-0.0,False,True,28.31,29.66,True,912.0,977.0,False,HOLD
SANSTAR,SANSTAR,Basic Materials,Chemicals,112.9000015258789,False,44.0,False,True,27.46,27.74,True,821.0,1110.0,False,HOLD
JISLJALEQS,Jain Irrigation Systems Limited,Industrials,Conglomerates,26.489999771118164,False,3.0,False,False,-51.48,-49.95,False,3313.0,4402.0,False,EXIT
PRABHA,Prabha Energy Limited,Energy,Oil & Gas E&P,156.30999755859375,False,1.04,False,False,-55.97,-44.91,False,5.64,31.02,False,EXIT
GNA,G N A Axles Limited,Consumer Cyclical,Auto Parts,538.6500244140625,False,132.0,True,True,68.44,74.45,True,1605.0,1583.0,True,HOLD
SAGCEM,Sagar Cements Limited,Basic Materials,Building Materials,173.85000610351562,False,19.0,False,False,-27.69,-27.25,False,1804.0,1964.0,False,EXIT
TAJGVK,TAJGVK Hotels & Resorts Limited,Consumer Cyclical,Lodging,341.6499938964844,False,99.0,False,False,-25.32,-19.09,False,477.0,474.0,True,EXIT
BHARATRAS,Bharat Rasayan Limited,Basic Materials,Agricultural Inputs,1366.4000244140625,False,136.0,False,False,-56.35,-55.83,False,1203.0,1301.0,False,EXIT
PARACABLES,Paramount Communications Limited,Technology,Communication Equipment,65.2699966430664,False,61.0,False,True,34.36,33.52,True,1991.0,1912.0,True,HOLD
JNKINDIA,JNK India Limited,Industrials,Specialty Industrial Machinery,456.25,False,77.0,True,True,40.95,42.27,True,820.0,756.0,True,HOLD
SHRINGARMS,Shringar House of Mangalsutra Limited,Consumer Cyclical,Luxury Goods,223.27000427246094,False,121.0,True,True,,,False,2462.0,2246.0,True,HOLD
EMSLIMITED,EMS Limited,Industrials,Engineering & Construction,362.70001220703125,False,66.0,False,False,-39.72,-38.21,False,523.0,941.0,False,EXIT
BAJEL,Bajel Projects Limited,Utilities,Utilities - Regulated Electric,188.35000610351562,False,28.0,True,True,-4.46,-15.49,False,2751.0,2792.0,False,HOLD
LANDMARK,Landmark Cars Limited,Consumer Cyclical,Auto & Truck Dealerships,532.0,False,44.0,False,True,-9.19,-3.0,False,854.0,800.0,True,EXIT
VENKEYS,Venky's (India) Limited,Consumer Defensive,Farm Products,1523.0,False,173.0,False,True,6.83,2.86,True,3980.0,4400.0,False,HOLD
EXICOM,Exicom Tele-Systems Limited,Industrials,Electrical Equipment & Parts,151.2899932861328,False,26.0,False,True,2.72,4.13,True,981.0,895.0,True,HOLD
EPACK,EPACK Durable Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",215.47000122070312,False,16.0,False,False,-50.94,-44.64,False,2117.0,2171.0,False,EXIT
HPL,HPL Electric & Power Limited,Industrials,Electrical Equipment & Parts,317.45001220703125,False,84.0,False,False,-39.88,-38.38,False,1974.0,1858.0,True,EXIT
NIBE,Nibe Limited,Industrials,Conglomerates,1494.0,False,4.0,False,True,19.83,21.2,True,393.0,481.0,False,HOLD
NELCO,Nelco Limited,Technology,Communication Equipment,1047.5,False,9.0,False,True,18.94,18.19,True,206.0,223.0,False,HOLD
ALEMBICLTD,Alembic Limited,Real Estate,Real Estate - Development,86.8499984741211,False,122.0,False,False,-6.92,-21.97,False,230.0,232.0,False,EXIT
GOCLCORP,GOCL Corporation Limited,Basic Materials,Specialty Chemicals,430.8999938964844,False,271.0,False,True,12.42,12.74,True,11.0,175.0,False,HOLD
JGCHEM,JGCHEM,Basic Materials,Other Industrial Metals & Mining,613.0,True,24.0,False,True,21.35,21.65,True,314.0,335.0,False,HOLD
VINCOFE,Vintage Coffee and Beverages Limited,Consumer Defensive,Beverages - Non-Alcoholic,146.64999389648438,False,14.0,True,False,-1.06,-4.98,False,310.0,317.0,False,EXIT
PENIND,Pennar Industries Limited,Industrials,Specialty Industrial Machinery,152.42999267578125,False,100.0,False,False,-33.88,-32.39,False,2662.0,2748.0,False,EXIT
GEOJITFSL,Geojit Financial Services Limited,Financial Services,Capital Markets,79.9000015258789,False,66.0,False,True,4.91,5.66,True,310.0,512.0,False,HOLD
ARMANFIN,Arman Financial Services Limited,Financial Services,Credit Services,1969.4000244140625,False,43.0,True,True,38.91,39.51,True,231.0,216.0,True,HOLD
TCIEXP,TCI Express Limited,Industrials,Integrated Freight & Logistics,557.4000244140625,False,91.0,False,True,-23.49,-22.02,False,1261.0,1254.0,True,EXIT
HONDAPOWER,Honda India Power Products Limited,Industrials,Specialty Industrial Machinery,2105.300048828125,False,66.0,False,False,-29.86,-28.38,False,900.0,1246.0,False,EXIT
SAKSOFT,Saksoft Limited,Technology,Information Technology Services,168.33999633789062,False,81.0,True,True,-20.43,-20.93,False,489.0,493.0,False,HOLD
LAOPALA,La Opala RG Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",194.25999450683594,False,93.0,False,False,-29.97,-23.73,False,315.0,452.0,False,EXIT
BFUTILITIE,BF Utilities Limited,Industrials,Infrastructure Operations,533.5999755859375,False,-9.21,False,False,-30.21,-28.72,False,18.98,21.25,False,EXIT
NGLFINE,NGL Fine-Chem Limited,Healthcare,Drug Manufacturers - General,3435.5,True,50.0,False,True,145.22,155.8,True,525.0,489.0,True,HOLD
TEAMLEASE,TeamLease Services Limited,Industrials,Staffing & Employment Services,1255.0,False,97.0,False,False,-32.1,-30.62,False,10835.0,10736.0,True,EXIT
ESAFSFB,ESAF Small Finance Bank,Financial Services,Banks - Regional,38.619998931884766,False,-5.0,False,True,25.69,26.35,True,3807.0,3858.0,False,HOLD
HUHTAMAKI,Huhtamaki India Limited,Consumer Cyclical,Packaging & Containers,281.6499938964844,False,136.0,False,True,20.24,26.37,True,2610.0,2983.0,False,HOLD
GMBREW,G.M. Breweries Limited,Consumer Defensive,Beverages - Wineries & Distilleries,896.5499877929688,False,169.0,True,False,32.08,27.94,True,785.0,748.0,True,HOLD
MUKANDLTD,Mukand Limited,Basic Materials,Steel,134.13999938964844,False,662.0,True,True,-5.23,-4.85,False,4986.0,5618.0,False,HOLD
INDIANHUME,The Indian Hume Pipe Company Limited,Industrials,Engineering & Construction,367.8500061035156,False,143.0,False,True,-9.05,-7.61,False,1301.0,1792.0,False,EXIT
VENUSREM,Venus Remedies Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1782.0999755859375,False,113.0,True,True,262.34,272.14,True,810.0,769.0,True,HOLD
HINDOILEXP,Hindustan Oil Exploration Company Limited,Energy,Oil & Gas E&P,152.10000610351562,False,74.0,False,False,-20.35,-10.28,False,281.0,570.0,False,EXIT
KPEL,K.P. Energy Limited,Industrials,Engineering & Construction,256.20001220703125,False,180.0,True,False,-46.42,-44.9,False,1786.0,1488.0,True,EXIT
RICOAUTO,Rico Auto Industries Limited,Consumer Cyclical,Auto Parts,132.0,False,23.0,False,True,33.73,39.82,True,2030.0,1873.0,True,HOLD
INDOCO,Indoco Remedies Limited,Healthcare,Drug Manufacturers - Specialty & Generic,222.1999969482422,False,105.0,False,False,-40.18,-28.38,False,1701.0,1791.0,False,EXIT
MSPL,MSP Steel & Power Limited,Basic Materials,Steel,34.029998779296875,False,38.0,True,False,-0.04,0.32,False,2959.0,2905.0,True,EXIT
SOMANYCERA,Somany Ceramics Limited,Industrials,Building Products & Equipment,522.6500244140625,False,117.0,True,True,-3.07,-1.64,False,2750.0,2640.0,True,HOLD
VIDYAWIRES,VIDYAWIRES,Industrials,Electrical Equipment & Parts,88.16999816894531,False,64.0,True,False,,,False,1911.0,1830.0,True,EXIT
SAKAR,Sakar Healthcare Limited,Healthcare,Drug Manufacturers - Specialty & Generic,918.2999877929688,True,36.0,True,True,165.62,176.06,True,272.0,252.0,True,ADD
TIRUMALCHM,Thirumalai Chemicals Limited,Basic Materials,Specialty Chemicals,160.8000030517578,False,-37.0,False,False,-48.43,-47.94,False,1245.0,2152.0,False,EXIT
AEROPLANE,AEROPLANE,Consumer Defensive,Farm Products,191.36000061035156,True,89.0,True,False,,,False,2218.0,2030.0,True,EXIT
KCP,The KCP Limited,Basic Materials,Building Materials,154.77999877929688,False,118.0,False,False,-28.37,-27.93,False,1555.0,1695.0,False,EXIT
TINNARUBR,Tinna Rubber and Infrastructure Limited,Basic Materials,Specialty Chemicals,1108.0999755859375,False,62.0,True,True,28.5,28.78,True,557.0,533.0,True,HOLD
HGS,Hinduja Global Solutions Limited,Industrials,Specialty Business Services,404.70001220703125,False,-160.0,False,False,-30.27,-28.79,False,1813.0,2142.0,False,EXIT
DCXINDIA,DCX Systems Limited,Industrials,Aerospace & Defense,176.19000244140625,False,27.0,False,False,-33.45,-31.96,False,621.0,1423.0,False,EXIT
INDSWFTLAB,Ind-Swift Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,304.17999267578125,True,59.0,False,True,185.52,195.83,True,662.0,1673.0,False,HOLD
ASIANENE,Asian Energy Services Limited,Energy,Oil & Gas Equipment & Services,374.3999938964844,False,48.0,False,True,-1.24,8.3,False,526.0,492.0,True,EXIT
NDRAUTO,NDR Auto Components Limited,Consumer Cyclical,Auto Parts,808.7999877929688,False,57.0,True,True,-26.28,-20.04,False,861.0,823.0,True,HOLD
SBC,SBC Exports Limited,Industrials,Conglomerates,38.54999923706055,False,34.0,True,True,105.1,106.28,True,346.0,301.0,True,HOLD
DYCL,Dynamic Cables Limited,Industrials,Electrical Equipment & Parts,450.20001220703125,False,91.0,True,True,9.76,11.15,True,1285.0,1198.0,True,HOLD
AWFIS,AWFIS,Industrials,Rental & Leasing Services,266.54998779296875,False,80.0,True,False,-58.07,-56.52,False,1305.0,1229.0,True,EXIT
JAYKAY,Jaykay Enterprises Limited,Industrials,Specialty Business Services,149.10000610351562,False,263.0,False,False,,,False,7.0,6.0,True,EXIT
HATHWAY,Hathway Cable and Datacom Limited,Communication Services,Entertainment,10.720000267028809,False,62.0,False,False,-11.46,-29.74,False,577.0,1307.0,False,EXIT
BGRENERGY,BGR Energy Systems Limited,Industrials,Engineering & Construction,258.95001220703125,False,-1243.0,False,False,110.31,111.47,True,226.0,3438.0,False,EXIT
SCILAL,Shipping Corporation of India Land and Assets Limited,Real Estate,Real Estate Services,40.31999969482422,False,28.0,False,False,-8.18,-23.22,False,25.0,23.0,True,EXIT
SERVOTECH,Servotech Renewable Power System Limited,Industrials,Electrical Equipment & Parts,82.77999877929688,False,40.0,True,False,-36.92,-35.42,False,721.0,637.0,True,EXIT
CANTABIL,Cantabil Retail India Limited,Consumer Cyclical,Apparel Manufacturing,237.77999877929688,False,97.0,True,False,-12.04,-5.84,False,873.0,853.0,True,EXIT
SIMPLEXINF,Simplex Infrastructures Limited,Industrials,Engineering & Construction,250.75,False,45.0,False,True,-15.83,-14.38,False,667.0,6041.0,False,EXIT
ALGOQUANT,Algoquant Fintech Limited,Financial Services,Capital Markets,65.87999725341797,True,45.0,False,False,,,False,259.0,235.0,True,EXIT
INSECTICID,Insecticides (India) Limited,Basic Materials,Agricultural Inputs,627.7999877929688,False,120.0,False,False,-35.22,-34.76,False,2069.0,2144.0,False,EXIT
BCG,Brightcom Group Limited,Communication Services,Advertising Agencies,9.930000305175781,False,0.0,False,False,-20.06,-38.23,False,436.0,492.0,False,EXIT
GRMOVER,GRM Overseas Limited,Consumer Defensive,Packaged Foods,89.66000366210938,False,55.0,False,False,-27.48,-31.23,False,1244.0,1262.0,False,EXIT
PFS,PTC India Financial Services Limited,Financial Services,Credit Services,28.350000381469727,False,223.0,False,False,-30.75,-29.84,False,476.0,1364.0,False,EXIT
GOODYEAR,Goodyear India Limited,Consumer Cyclical,Auto Parts,780.9500122070312,False,54.0,False,False,,,False,2594.0,2928.0,False,EXIT
HINDWAREAP,Hindware Home Innovation Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",195.47000122070312,False,-41.0,False,False,-47.27,-40.99,False,328.0,557.0,False,EXIT
VIKRAN,VIKRAN,Industrials,Engineering & Construction,62.220001220703125,False,104.0,True,False,,,False,1294.0,1249.0,True,EXIT
EIHAHOTELS,EIH Associated Hotels Limited,Consumer Cyclical,Lodging,298.95001220703125,False,88.0,False,False,-33.64,-27.39,False,381.0,408.0,False,EXIT
TIL,TIL Limited,Industrials,Farm & Heavy Construction Machinery,238.9499969482422,False,-32.0,False,True,-20.12,-18.66,False,339.0,471.0,False,EXIT
JINDRILL,Jindal Drilling & Industries Limited,Energy,Oil & Gas Equipment & Services,596.4000244140625,False,169.0,False,True,-15.65,-5.71,False,1018.0,997.0,True,EXIT
NUCLEUS,Nucleus Software Exports Limited,Technology,Software - Application,716.7999877929688,False,102.0,False,False,-31.84,-32.28,False,799.0,806.0,False,EXIT
WINDLAS,Windlas Biotech Limited,Healthcare,Drug Manufacturers - Specialty & Generic,949.5,False,66.0,True,True,-25.93,-14.22,False,942.0,904.0,True,HOLD
TBZ,Tribhovandas Bhimji Zaveri Limited,Consumer Cyclical,Luxury Goods,247.4499969482422,False,212.0,True,True,21.71,27.84,True,3420.0,3203.0,True,HOLD
JAICORPLTD,Jai Corp Limited,Basic Materials,Specialty Chemicals,100.62999725341797,False,86.0,False,False,-9.74,-9.36,False,528.0,716.0,False,EXIT
KRSNAA,Krsnaa Diagnostics Limited,Healthcare,Diagnostics & Research,556.75,False,,False,False,-46.11,-34.27,False,,691.0,False,EXIT
CAPACITE,Capacit'e Infraprojects Limited,Industrials,Engineering & Construction,214.52999877929688,False,171.0,False,False,-28.02,-26.54,False,2250.0,2236.0,True,EXIT
MARSONS,Marsons Limited,Industrials,Electrical Equipment & Parts,104.5199966430664,False,44.0,False,False,,,False,247.0,245.0,True,EXIT
BFINVEST,BF Investment Limited,Financial Services,Asset Management,463.45001220703125,False,147.0,True,True,-2.8,-2.02,False,208.0,206.0,True,HOLD
KRISHNADEF,KRISHNADEF,Industrials,Specialty Industrial Machinery,1077.699951171875,False,41.0,True,True,31.03,32.38,True,234.0,245.0,False,HOLD
CEINSYS,Ceinsys Tech Limited,Industrials,Engineering & Construction,817.7000122070312,False,149.0,False,False,,,False,633.0,635.0,False,EXIT
MTNL,Mahanagar Telephone Nigam Limited,Communication Services,Telecom Services,26.350000381469727,False,-3003.0,False,False,-23.71,-41.83,False,916.0,3398.0,False,EXIT
RACLGEAR,RACL Geartech Limited,Consumer Cyclical,Auto Parts,1389.699951171875,False,47.0,True,True,44.07,50.14,True,505.0,478.0,True,HOLD
MCLOUD,Magellanic Cloud Limited,Technology,Information Technology Services,28.479999542236328,False,21.0,True,False,-65.69,-65.92,False,96.0,102.0,False,EXIT
PAUSHAKLTD,Paushak Limited,Basic Materials,Specialty Chemicals,745.4500122070312,True,42.0,False,False,,,False,246.0,219.0,True,EXIT
WEL,Wonder Electricals Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",140.0,False,12.0,False,True,-20.63,-14.41,False,734.0,894.0,False,EXIT
AURUM,Aurum PropTech Limited,Real Estate,Real Estate Services,220.47000122070312,False,65.0,False,True,37.64,22.04,True,3.0,16.0,False,HOLD
STUDDS,STUDDS,Consumer Cyclical,Auto Parts,434.04998779296875,False,77.0,False,False,,,False,649.0,630.0,True,EXIT
5PAISA,5paisa Capital Limited,Financial Services,Capital Markets,391.6499938964844,False,44.0,False,True,0.86,1.63,True,330.0,395.0,False,HOLD
SURYODAY,Suryoday Small Finance Bank Limited,Financial Services,Banks - Regional,156.38999938964844,False,192.0,False,True,18.02,18.71,True,2287.0,2160.0,True,HOLD
JISLDVREQS,Jain Irrigation Systems Limited,Industrials,Conglomerates,20.950000762939453,False,,False,False,-36.39,-34.89,False,,,False,EXIT
MAHASTEEL,Mahamaya Steel Industries Limited,Basic Materials,Steel,1028.699951171875,True,9.0,True,True,196.47,196.27,True,943.0,883.0,True,ADD
SHALBY,Shalby Limited,Healthcare,Medical Care Facilities,152.91000366210938,False,112.0,False,False,-40.59,-28.78,False,916.0,899.0,True,EXIT
ACCELYA,Accelya Solutions India Limited,Technology,Information Technology Services,1133.9000244140625,False,,False,False,-22.11,-22.6,False,,527.0,False,EXIT
MBEL,MBEL,Industrials,Engineering & Construction,270.0,False,78.0,False,False,-43.56,-42.04,False,1121.0,1085.0,True,EXIT
HITECH,Hi-Tech Pipes Limited,Basic Materials,Steel,79.16000366210938,False,61.0,False,False,-14.21,-13.81,False,3924.0,3443.0,True,EXIT
DELTACORP,Delta Corp Limited,Consumer Cyclical,Resorts & Casinos,60.540000915527344,False,-17.0,False,False,-39.25,-32.98,False,502.0,636.0,False,EXIT
GOCOLORS,Go Fashion (India) Limited,Consumer Cyclical,Apparel Retail,327.5,False,53.0,False,False,-62.68,-56.36,False,838.0,848.0,False,EXIT
MACPOWER,Macpower CNC Machines Limited,Industrials,Specialty Industrial Machinery,1749.300048828125,True,39.0,True,True,99.88,101.07,True,367.0,333.0,True,ADD
YATRA,Yatra Online Limited,Consumer Cyclical,Travel Services,116.11000061035156,False,32.0,False,False,-32.16,-25.91,False,653.0,843.0,False,EXIT
GARUDA,GARUDA,Industrials,Engineering & Construction,183.61000061035156,False,136.0,True,False,-4.58,-3.15,False,581.0,531.0,True,EXIT
BLUSPRING,Bluspring Enterprises Limited,Industrials,Specialty Business Services,111.06999969482422,False,19.0,True,True,30.54,31.88,True,2369.0,2322.0,True,HOLD
CNL,Creative Newtech Limited,Technology,Electronics & Computer Distribution,1226.0,True,38.0,True,True,92.37,91.17,True,2650.0,2556.0,True,ADD
IPL,India Pesticides Limited,Basic Materials,Agricultural Inputs,140.52000427246094,False,110.0,False,False,-36.4,-35.93,False,1034.0,1057.0,False,EXIT
MVELECTRO,MVELECTRO,Industrials,Electrical Equipment & Parts,615.0999755859375,True,,False,False,,,False,,68.0,False,EXIT
SMCGLOBAL,SMC Global Securities Limited,Financial Services,Capital Markets,79.06999969482422,False,84.0,False,True,8.25,8.99,True,995.0,993.0,True,HOLD
TARSONS,Tarsons Products Limited,Healthcare,Medical Instruments & Supplies,312.70001220703125,False,20.0,False,True,-24.97,-13.26,False,348.0,333.0,True,EXIT
VOEPL,Virtuoso Optoelectronics Limited,Technology,Consumer Electronics,499.04998779296875,True,18.0,True,False,,,False,1008.0,835.0,True,EXIT
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,Energy,Oil & Gas Equipment & Services,508.1000061035156,False,37.0,False,True,1.97,11.42,True,14.0,340.0,False,HOLD
SUMMITSEC,Summit Securities Limited,Financial Services,Capital Markets,1440.9000244140625,False,46.0,False,False,-29.81,-28.91,False,80.0,86.0,False,EXIT
DIFFNKG,DIFFNKG,Industrials,Specialty Industrial Machinery,391.1499938964844,False,40.0,False,True,11.74,13.13,True,377.0,354.0,True,HOLD
