Symbol,Company Name,Type,MarketCap,All-Time High (ATH),Current Market Price (CMP),Buy Trigger Price,Sell Trigger Price,CMP Proximity to Buy (%),ClosenessAbs (%)
ULTRACEMCO,UltraTech Cement Limited,Non-PSU,331004.7461376,12237.0,11406.0,9789.6,11747.52,16.51,16.51
MAHABANK,Bank of Maharashtra,PSU,42341.9969536,94.25,54.48,65.97,79.17,-17.42,17.42
KOTAKBANK,Kotak Mahindra Bank Limited,Non-PSU,412243.72224,2268.8,2132.4,1815.04,2178.05,17.49,17.49
GRASIM,Grasim Industries Limited,Non-PSU,174650.8972032,2843.75,2675.4,2275.0,2730.0,17.6,17.6
MARUTI,Maruti Suzuki India Limited,Non-PSU,391809.0207232,13495.6,12748.0,10796.48,12955.78,18.08,18.08
M&M,Mahindra & Mahindra Limited,Non-PSU,372668.1833472,3211.1,3041.1,2568.88,3082.66,18.38,18.38
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Non-PSU,158605.0760704,14382.0,13684.0,11505.6,13806.72,18.93,18.93
BAJFINANCE,Bajaj Finance Limited,Non-PSU,581890.473984,960.75,919.0,768.6,922.32,19.57,19.57
ASTERDM,Aster DM Healthcare Limited,Non-PSU,29887.3126912,589.85,569.7,471.88,566.26,20.73,20.73
ICICIBANK,ICICI Bank Limited,Non-PSU,1041195.1783936,1460.6,1412.6,1168.48,1402.18,20.89,20.89
IRB,IRB Infrastructure Developers Limited,Non-PSU,31191.4364928,76.85,48.55,61.48,73.78,-21.03,21.03
ADANIPOWER,Adani Power Limited,Non-PSU,214156.6009344,874.5,550.8,699.6,839.52,-21.27,21.27
BPCL,Bharat Petroleum Corporation Limited,PSU,137400.614912,369.95,315.85,258.97,310.76,21.97,21.97
HDFCBANK,HDFC Bank Limited,Non-PSU,1515850.4062976,1978.9,1933.9,1583.12,1899.74,22.16,22.16
BHARTIARTL,Bharti Airtel Limited,Non-PSU,1120790.2756864,1901.0,1865.9,1520.8,1824.96,22.69,22.69
HYUNDAI,Hyundai Motor India Limited,Non-PSU,151222.0000256,1956.4,1930.8,1565.12,1878.14,23.36,23.36
BAJAJFINSV,Bajaj Finserv Limited,Non-PSU,317403.0114816,3269.25,1981.4,2615.4,3138.48,-24.24,24.24
MUTHOOTFIN,Muthoot Finance Limited,Non-PSU,98226.176,2645.7,2634.4,2116.56,2539.87,24.47,24.47
SBIN,State Bank of India,PSU,725616.2172928,905.65,791.9,633.96,760.75,24.91,24.91
HINDPETRO,Hindustan Petroleum Corporation Limited,PSU,86612.9149952,448.5,393.95,313.95,376.74,25.48,25.48
ADANIENT,Adani Enterprises Limited,Non-PSU,292586.0487168,4165.3,2459.1,3332.24,3998.69,-26.2,26.2
HINDZINC,Hindustan Zinc Limited,Non-PSU,212216.6960128,772.3,452.8,617.84,741.41,-26.71,26.71
HAL,Hindustan Aeronautics Limited,PSU,333671.8778368,5621.95,4994.0,3935.37,4722.44,26.9,26.9
TATAMOTORS,Tata Motors Limited,Non-PSU,261751.8063616,1161.85,670.25,929.48,1115.38,-27.89,27.89
NMDC,NMDC Limited,PSU,63731.9053312,142.43,68.5,99.7,119.64,-31.29,31.29
IDBI,IDBI Bank Limited,PSU,108535.0805504,198.55,92.0,138.99,166.78,-33.81,33.81
CANBK,Canara Bank,PSU,104956.493824,239.4,108.22,167.58,201.1,-35.42,35.42
INDIANB,Indian Bank,PSU,85410.971648,651.8,628.65,456.26,547.51,37.78,37.78
BEL,Bharat Electronics Limited,PSU,285593.1215872,403.85,400.5,282.7,339.23,41.67,41.67
PNB,Punjab National Bank,PSU,126628.7771648,277.08,105.48,193.96,232.75,-45.62,45.62
UNIONBANK,Union Bank of India,PSU,117023.1525376,417.9,144.12,292.53,351.04,-50.73,50.73
BANKINDIA,Bank of India,PSU,56626.1121024,575.75,119.68,403.02,483.63,-70.3,70.3
RAYMOND,Raymond Limited,Non-PSU,4107.5531776,3229.5,601.9,2583.6,3100.32,-76.7,76.7
RELINFRA,Reliance Infrastructure Limited,Non-PSU,14719.3397248,2585.65,386.5,2068.52,2482.22,-81.32,81.32
KESORAMIND,Kesoram Industries Limited,Non-PSU,197.5823104,399.25,6.84,319.4,383.28,-97.86,97.86
