Symbol,Company Name,Type,MarketCap,All-Time High (ATH),Current Market Price (CMP),Buy Trigger Price,Sell Trigger Price,CMP Proximity to Buy (%),ClosenessAbs (%)
KOTAKBANK,Kotak Mahindra Bank Limited,Non-PSU,412243.72224,2268.8,2151.1,1815.04,2178.05,18.52,18.52
BANKBARODA,Bank of Baroda,PSU,127370.5660416,296.95,246.93,207.87,249.44,18.79,18.79
GRASIM,Grasim Industries Limited,Non-PSU,174650.8972032,2843.75,2708.0,2275.0,2730.0,19.03,19.03
DRREDDY,Dr. Reddy's Laboratories Limited,Non-PSU,109906.9390848,1412.49,1348.8,1129.99,1355.99,19.36,19.36
M&M,Mahindra & Mahindra Limited,Non-PSU,372668.1833472,3211.1,3067.5,2568.88,3082.66,19.41,19.41
SHRIRAMFIN,Shriram Finance Limited,Non-PSU,129427.4789376,725.69,700.4,580.55,696.66,20.64,20.64
ASTERDM,Aster DM Healthcare Limited,Non-PSU,29887.3126912,589.85,569.75,471.88,566.26,20.74,20.74
TATAMOTORS,Tata Motors Limited,Non-PSU,261751.8063616,1161.85,732.25,929.48,1115.38,-21.22,21.22
ADANIENT,Adani Enterprises Limited,Non-PSU,292586.0487168,4165.3,2613.1,3332.24,3998.69,-21.58,21.58
ICICIBANK,ICICI Bank Limited,Non-PSU,1041195.1783936,1460.6,1422.9,1168.48,1402.18,21.77,21.77
BHARTIARTL,Bharti Airtel Limited,Non-PSU,1120790.2756864,1901.0,1857.1,1520.8,1824.96,22.11,22.11
INDIGO,InterGlobe Aviation Limited,Non-PSU,211793.3727744,5695.0,5599.0,4556.0,5467.2,22.89,22.89
BAJFINANCE,Bajaj Finance Limited,Non-PSU,581890.473984,9607.5,9497.5,7686.0,9223.2,23.57,23.57
BAJAJFINSV,Bajaj Finserv Limited,Non-PSU,317403.0114816,3269.25,1998.1,2615.4,3138.48,-23.6,23.6
BPCL,Bharat Petroleum Corporation Limited,PSU,137400.614912,369.95,320.1,258.97,310.76,23.61,23.61
HDFCBANK,HDFC Bank Limited,Non-PSU,1515850.4062976,1978.9,1965.3,1583.12,1899.74,24.14,24.14
HYUNDAI,Hyundai Motor India Limited,Non-PSU,151222.0000256,1952.2,1948.2,1561.76,1874.11,24.74,24.74
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Non-PSU,158605.0760704,14382.0,14382.0,11505.6,13806.72,25.0,25.0
MUTHOOTFIN,Muthoot Finance Limited,Non-PSU,98226.176,2553.6,2553.6,2042.88,2451.46,25.0,25.0
NMDC,NMDC Limited,PSU,63731.9053312,142.43,74.33,99.7,119.64,-25.45,25.45
IDBI,IDBI Bank Limited,PSU,108535.0805504,198.55,100.14,138.99,166.78,-27.95,27.95
SBIN,State Bank of India,PSU,725616.2172928,905.65,817.05,633.96,760.75,28.88,28.88
HINDPETRO,Hindustan Petroleum Corporation Limited,PSU,86612.9149952,448.5,405.1,313.95,376.74,29.03,29.03
CANBK,Canara Bank,PSU,104956.493824,239.4,117.76,167.58,201.1,-29.73,29.73
HAL,Hindustan Aeronautics Limited,PSU,333671.8778368,5621.95,5112.1,3935.37,4722.44,29.9,29.9
INDIANB,Indian Bank,PSU,85410.971648,651.8,628.75,456.26,547.51,37.81,37.81
PNB,Punjab National Bank,PSU,126628.7771648,277.08,111.77,193.96,232.75,-42.37,42.37
BEL,Bharat Electronics Limited,PSU,285593.1215872,397.4,397.4,278.18,333.82,42.86,42.86
UNIONBANK,Union Bank of India,PSU,117023.1525376,417.9,154.31,292.53,351.04,-47.25,47.25
BANKINDIA,Bank of India,PSU,56626.1121024,575.75,126.28,403.02,483.63,-68.67,68.67
RAYMOND,Raymond Limited,Non-PSU,4107.5531776,3229.5,617.55,2583.6,3100.32,-76.1,76.1
RELINFRA,Reliance Infrastructure Limited,Non-PSU,14719.3397248,2585.65,404.6,2068.52,2482.22,-80.44,80.44
KESORAMIND,Kesoram Industries Limited,Non-PSU,197.5823104,399.25,6.6,319.4,383.28,-97.93,97.93
