Symbol,TTM_Net_Profit,Max_Annual_Net_Profit,TTM_Net_Sales,Max_Annual_Net_Sales
RAJESHEXPO,169.0,1432.0,887510.0,778716.0
RAJMET,2.0,15.0,241.0,1212.0
RAJOOENG,52.0,49.0,382.0,344.0
RAJPALAYAM,124.0,167.0,1015.0,942.0
RAJRATAN,80.0,124.0,1228.0,1156.0
RAJRILTD,35.0,641.0,1124.0,1180.0
RAJSREESUG,-8.0,30.0,557.0,767.0
RAJTV,-0.57,8.16,68.44,125.82
RALLIS,214.0,266.0,2962.0,2967.0
RAMANEWS,-69.0,38.0,33.0,504.0
RAMAPHO,54.0,70.0,928.0,893.0
RAMASTEEL,12.0,30.0,1079.0,1337.0
RAMBHAJO,,,,
RAMCOCEM,645.0,882.0,9228.0,9376.0
RAMCOIND,327.0,306.0,1873.0,1792.0
RAMCOSYS,42.0,57.0,712.0,701.0
RAMKY,245.0,1153.0,1938.0,2161.0
RAMRAT,128.0,109.0,6047.0,5177.0
RANASUG,6.0,266.0,1677.0,1743.0
RANEHOLDIN,128.0,221.0,6129.0,5891.0
RATEGAIN,242.0,209.0,2336.0,1824.0
RATNAMANI,514.0,625.0,4314.0,5186.0
RATNAVEER,68.0,64.0,1119.0,1069.0
RAYMOND,64.0,7636.0,2293.0,8215.0
RAYMONDLSL,43.0,2645.0,6973.0,6888.0
RAYMONDREL,302.0,305.0,3137.0,2991.0
RBA,-192.0,-204.0,2948.0,2823.0
RBLBANK,899.0,1260.0,14736.0,14337.0
RBZJEWEL,57.0,55.0,682.0,636.0
RCF,447.0,966.0,18695.0,21452.0
RCOM,-9374.0,660.0,305.0,25594.0
RECLTD,16035.0,16308.0,59202.0,59586.0
REDINGTON,1505.0,1821.0,128133.0,119162.0
REDTAPE,246.0,241.0,2436.0,2419.0
REFEX,248.0,204.0,2841.0,2277.0
REGAAL,60.0,56.0,1090.0,1134.0
REGENCERAM,-24.0,32.0,50.0,38.0
RELAXO,185.0,292.0,2753.0,2914.0
RELCHEMQ,6.0,18.0,368.0,366.0
RELIABLE,9.0,10.0,205.0,185.0
RELIANCE,88167.0,95754.0,1123055.0,1055780.0
RELIGARE,18.0,3169.0,8954.0,8459.0
RELINFRA,5301.0,9177.0,20877.0,26952.0
RELTD,60.0,81.0,501.0,765.0
REMSONSIND,19.0,21.0,489.0,469.0
RENUKA,-780.0,1950.0,9365.0,11844.0
REPCOHOME,482.0,475.0,1819.0,1792.0
REPL,-13.0,15.0,74.0,108.0
REPRO,98.0,24.0,517.0,494.0
RESPONIND,101.0,199.0,1248.0,2247.0
RETAIL,-0.18,-0.39,16.9,16.19
RGL,109.0,106.0,3063.0,2813.0
RHETAN,13.0,10.0,23.0,86.0
RHFL,,,,
RHIM,-354.0,269.0,4074.0,4020.0
RHL,27.0,55.0,149.0,148.0
RICOAUTO,32.0,154.0,2689.0,2478.0
RIIL,12.0,23.0,42.0,102.0
RIR,8.12,8.28,97.02,90.87
RISHABH,82.0,82.0,783.0,775.0
RITCO,26.0,41.0,1510.0,1499.0
RITES,461.0,633.0,2458.0,2662.0
RKDL,0.18,3.73,19.84,81.28
RKEC,-55.0,29.0,121.0,422.0
RKFORGE,107.0,415.0,4440.0,4238.0
RKSWAMY,23.0,40.0,347.0,341.0
RMC,,,,
RMDRIP,35.0,35.0,207.0,197.0
RML,119.0,107.0,4024.0,3863.0
RNBDENIMS,21.0,27.0,483.0,466.0
ROHLTD,29.0,51.0,413.0,384.0
ROLEXRINGS,152.0,198.0,1156.0,1222.0
ROLLT,-0.72,43.0,0.0,170.91
ROML,4.0,5.0,153.0,151.0
ROSSARI,151.0,149.0,2550.0,2396.0
ROSSELLIND,14.0,33.0,371.0,367.0
ROSSTECH,26.0,22.0,552.0,485.0
ROTO,28.0,39.0,294.0,298.0
ROUTE,267.0,389.0,4509.0,4576.0
RPEL,63.0,55.0,286.0,257.0
RPGLIFE,120.0,183.0,734.0,708.0
RPOWER,,,,
RPPINFRA,2.0,66.0,1485.0,1479.0
RPPL,20.0,17.0,353.0,332.0
RPSGVENT,4.0,339.0,11928.0,11323.0
RPTECH,325.0,282.0,17777.0,15827.0
RRIL,9.0,14.0,128.0,155.0
RRKABEL,608.0,492.0,10832.0,9722.0
RSDFIN,15.0,18.0,38.0,132.0
RSL,59.0,50.0,1082.0,1007.0
RSSOFTWARE,-32.0,67.0,23.0,376.0
RSWM,63.0,246.0,4545.0,4826.0
RSYSTEMS,193.0,186.0,2230.0,1958.0
RTNINDIA,-654.0,554.0,7697.0,7531.0
RTNPOWER,111.0,8897.0,2968.0,3364.0
RUBFILA,26.0,45.0,591.0,602.0
RUBICON,288.0,247.0,1936.0,1754.0
RUBYMILLS,43.0,54.0,380.0,359.0
RUCHINFRA,6.02,37.18,62.31,2326.08
RUCHIRA,33.0,68.0,655.0,803.0
RUDRA,16.0,21.0,633.0,623.0
RUPA,75.0,192.0,1278.0,1475.0
RUSHIL,22.0,48.0,912.0,898.0
RUSTOMJEE,131.0,232.0,2832.0,2635.0
RVHL,48.0,49.0,75.0,75.0
RVNL,896.0,1551.0,20825.0,21879.0
RVTH,15.0,31.0,151.0,212.0
S&SPOWER,8.0,10.0,276.0,264.0
SAATVIKGL,246.0,357.0,4144.0,4548.0
SADBHAV,110.0,1106.0,955.0,5240.0
SADBHIN,72.0,1029.0,789.0,3548.0
SADHNANIQ,-85.0,76.0,49.0,267.0
SAFARI,165.0,176.0,2108.0,2047.0
SAGARDEEP,3.0,3.0,200.0,179.0
SAGCEM,-36.0,186.0,2685.0,2650.0
SAGILITY,993.0,925.0,7617.0,7193.0
SAHLIBHFI,20.0,19.0,43.0,41.0
SAHYADRI,45.0,62.0,723.0,679.0
SAIL,4272.0,12243.0,111135.0,110811.0
SAILIFE,362.0,349.0,2250.0,2192.0
SAIPARENT,,,,
SAKAR,36.0,30.0,272.0,252.0
SAKHTISUG,27.0,418.0,973.0,1076.0
SAKSOFT,130.0,133.0,1007.0,1007.0
SAKUMA,11.0,70.0,1666.0,4546.0
SALASAR,14.0,53.0,1498.0,1503.0
SALONA,2.0,20.0,633.0,722.0
SALSTEEL,12.0,42.0,167.0,577.0
SALZERELEC,45.0,54.0,1815.0,1758.0
SAMBHAAV,-1.75,5.55,43.5,48.33
SAMBHV,165.0,142.0,2587.0,2413.0
SAMHI,572.0,567.0,1281.0,1248.0
SAMMAANCAP,-7236.0,4091.0,7418.0,17020.0
SAMPANN,7.0,7.0,152.0,143.0
SANATHAN,61.0,355.0,4401.0,3811.0
SANDESH,107.0,189.0,824.0,440.0
SANDHAR,208.0,199.0,5144.0,4852.0
SANDUMA,719.0,675.0,5328.0,5088.0
SANGAMIND,121.0,140.0,3305.0,3235.0
SANGHVIMOV,199.0,184.0,1177.0,1070.0
SANGINITA,-21.0,4.0,156.0,230.0
SANOFI,324.0,944.0,1805.0,3071.0
SANOFICONR,266.0,240.0,950.0,878.0
SANSERA,351.0,327.0,3753.0,3498.0
SANSTAR,44.0,67.0,821.0,1110.0
SANWARIA,-2.6,156.06,1.08,5303.79
SAPPHIRE,-16.0,233.0,3239.0,3125.0
SAPPL,42.0,30.0,725.0,701.0
SARDAEN,1151.0,1109.0,5665.0,5690.0
SAREGAMA,221.0,206.0,1041.0,1171.0
SARLAPOLY,2.0,62.0,412.0,431.0
SARVESHWAR,33.0,32.0,1402.0,1346.0
SASKEN,72.0,206.0,1179.0,1113.0
SATIA,-8.0,211.0,1443.0,1880.0
SATIN,410.0,436.0,3209.0,3143.0
SAURASHCEM,7.0,72.0,1699.0,1765.0
SAYAJIHOTL,-1.0,35.0,133.0,244.0
SBC,38.0,25.0,452.0,403.0
SBCL,106.0,96.0,616.0,571.0
SBFC,480.0,451.0,1782.0,1679.0
SBGLP,42.0,38.0,169.0,143.0
SBICARD,2275.0,2408.0,20063.0,19901.0
SBIFUNDS,,,,
SBILIFE,2601.0,2470.0,119656.0,131988.0
SBIN,89665.0,86666.0,525747.0,514933.0
SCANSTL,25.0,22.0,864.0,1091.0
SCHAEFFLER,1253.0,1150.0,10505.0,9686.0
SCHAND,68.0,107.0,811.0,799.0
SCHNEIDER,184.0,268.0,2920.0,2891.0
SCI,1618.0,1353.0,6310.0,5794.0
SCILAL,28.0,47.0,25.0,23.0
SCODATUBES,37.0,39.0,546.0,519.0
SCPL,21.0,21.0,386.0,366.0
SDBL,-30.0,104.0,970.0,1443.0
SEAMECLTD,259.0,254.0,1038.0,952.0
SECMARK,3.28,4.29,41.23,37.54
SECURKLOUD,-14.0,205.0,40.0,849.0
SEDEMAC,,,,
SEIL,5.81,7.06,56.72,58.99
SEJALLTD,32.0,147.0,437.0,396.0
SELMC,-169.0,5104.0,13.0,2323.0
SEMAC,7.0,30.0,222.0,325.0
SENCO,571.0,574.0,9660.0,8430.0
SENORES,131.0,122.0,688.0,633.0
SEPC,26.0,54.0,1126.0,1208.0
SERVOTECH,35.0,33.0,751.0,674.0
SESHAPAPER,99.0,396.0,1817.0,2083.0
SETCO,-163.0,23.0,765.0,691.0
SETL,89.0,83.0,849.0,774.0
SETUINFRA,,,,
SEYAIND,-2.98,88.49,0.0,412.78
SFL,217.0,240.0,4031.0,3821.0
SGFIN,157.0,128.0,402.0,334.0
SGIL,-9.0,17.0,358.0,366.0
SGL,11.0,,271.0,
SGMART,124.0,111.0,6480.0,6315.0
SHADOWFAX,169.0,112.0,4737.0,4202.0
SHAH,13.0,33.0,236.0,208.0
SHAHALLOYS,73.0,124.0,16.0,880.0
SHAILY,177.0,170.0,1025.0,991.0
SHAKTIPUMP,212.0,408.0,2934.0,2698.0
SHALBY,38.0,84.0,1176.0,1141.0
SHALPAINTS,-69.0,5.0,559.0,599.0
SHANKARA,5.0,81.0,1391.0,5697.0
SHANTI,-7.73,6.3,10.41,210.44
SHANTI-RE,,,,
SHANTIGEAR,64.0,96.0,499.0,605.0
SHANTIGOLD,186.0,140.0,2442.0,2019.0
SHARDACROP,626.0,681.0,5357.0,5268.0
SHARDAMOTR,332.0,345.0,3652.0,3397.0
SHARDUL,23.0,98.0,141.0,173.0
SHAREINDIA,364.0,426.0,1577.0,1483.0
SHBAJRG,45.0,72.0,287.0,570.0
SHEKHAWATI,12.0,154.0,15.0,363.0
SHEMAROO,-180.0,82.0,575.0,707.0
SHILCTECH,138.0,158.0,628.0,652.0
SHILPAMED,297.0,243.0,1683.0,1535.0
SHINDL,17.0,16.0,530.0,525.0
SHIVALIK,20.0,34.0,375.0,368.0
SHIVAMAUTO,-85.0,28.0,428.0,636.0
SHIVAMILLS,3.0,18.0,140.0,213.0
SHIVATEX,10.0,15.0,338.0,553.0
SHIVAUM,9.0,14.0,605.0,575.0
SHK,89.0,149.0,2450.0,2368.0
SHOPERSTOP,-35.0,214.0,5174.0,5043.0
SHRADHA,29.0,30.0,113.0,117.0
SHREDIGCEM,18.0,88.0,890.0,792.0
SHREECEM,1636.0,2396.0,21896.0,20943.0
SHREEJISPG,160.0,153.0,757.0,827.0
SHREEPUSHK,72.0,70.0,1002.0,977.0
SHREERAMA,25.0,51.0,265.0,240.0
SHRENIK,0.06,11.26,36.12,836.5
SHREYANIND,-14.0,87.0,629.0,866.0
SHRIKRISH,4.05,4.92,20.39,32.82
SHRINGARMS,121.0,115.0,2462.0,2246.0
SHRIPISTON,575.0,561.0,4970.0,4459.0
SHRIRAMFIN,11318.0,10024.0,49997.0,48135.0
SHRIRAMPPS,91.0,343.0,1249.0,1267.0
SHUKRAPHAR,34.0,22.0,75.0,57.0
SHYAMCENT,15.0,17.0,121.0,133.0
SHYAMMETL,1120.0,1724.0,19584.0,18552.0
SHYAMTEL,-3.07,0.14,0.0,324.05
SICAGEN,20.0,18.0,1055.0,973.0
SICALLOG,74.0,49.0,421.0,1732.0
SIEMENS,3277.0,2914.0,18062.0,24846.0
SIGACHI,26.0,70.0,471.0,488.0
SIGIND,24.0,18.0,1393.0,1347.0
SIGMA,31.0,24.0,98.0,96.0
SIGMAADV,167.0,268.0,861.0,492.0
SIGNATURE,1044.0,1095.0,2282.0,2596.0
SIGNPOST,74.0,70.0,591.0,576.0
SIKA,35.0,36.0,186.0,211.0
SIKKO,6.05,5.1,64.6,65.01
SIL,62.0,185.0,216.0,437.0
SILGO,6.73,5.7,48.22,47.03
SILINV,51.0,136.0,74.0,178.0
SILLYMONKS,-2.13,1.18,4.48,22.22
SILVERTUC,42.0,36.0,360.0,342.0
SIMBHALS,-33.0,24.0,736.0,1263.0
SIMPLEXINF,46.0,134.0,1069.0,6202.0
SINCLAIR,11.0,31.0,64.0,59.0
SINDHUTRAD,77.0,122.0,488.0,1731.0
SINGERIND,18.0,13.0,610.0,557.0
SINTERCOM,2.0,6.0,105.0,101.0
SIRCA,67.0,65.0,508.0,492.0
SIS,147.0,367.0,17037.0,15982.0
SITINET,-199.0,-41.0,1134.0,1608.0
SIYSIL,237.0,251.0,2629.0,2572.0
SJS,212.0,172.0,1006.0,955.0
SJVN,639.0,1677.0,5005.0,4528.0
SKFINDIA,210.0,566.0,3068.0,4920.0
SKFINDUS,208.0,218.0,3590.0,3440.0
SKIPPER,225.0,213.0,5609.0,5553.0
SKMEGGPROD,111.0,104.0,777.0,768.0
SKYGOLD,343.0,282.0,7176.0,6295.0
SMARTLINK,17.0,19.0,298.0,269.0
SMARTWORKS,28.0,11.0,1963.0,1796.0
SMCGLOBAL,110.0,188.0,1967.0,1878.0
SMLMAH,156.0,160.0,2950.0,2838.0
SMLT,5.0,30.0,201.0,457.0
SMSPHARMA,102.0,102.0,898.0,887.0
SNOWMAN,5.0,25.0,619.0,604.0
SOBHA,231.0,297.0,5617.0,5190.0
SOFTTECH,5.0,7.0,139.0,133.0
SOLARA,-2.0,221.0,1431.0,1617.0
SOLARINDS,2050.0,1737.0,11351.0,9838.0
SOLARWORLD,117.0,120.0,1476.0,1376.0
SOLEX,82.0,98.0,1619.0,1618.0
SOMANYCERA,101.0,115.0,2935.0,2790.0
SOMATEX,9.0,165.0,107.0,226.0
SOMICONVEY,4.43,5.49,90.11,102.11
SONACOMS,686.0,629.0,4897.0,4449.0
SONAL,20.0,32.0,37.0,41.0
SONAMLTD,9.0,7.0,200.0,171.0
SONATSOFTW,463.0,464.0,11015.0,10701.0
SOTL,414.0,260.0,4853.0,4360.0
SOUTHBANK,1511.0,1456.0,10112.0,9846.0
SOUTHWEST,40.0,33.0,264.0,243.0
SPAL,105.0,101.0,1576.0,1579.0
SPANDANA,-327.0,501.0,1007.0,2401.0
SPARC,1584.0,1553.0,1909.0,1879.0
SPCENET,26.0,16.0,190.0,195.0
SPECIALITY,23.0,97.0,495.0,476.0
SPECTRUM,52.0,44.0,595.0,526.0
SPENCERS,-248.0,2.0,1854.0,2645.0
SPIC,205.0,301.0,3024.0,3086.0
SPLIL,8.27,31.27,72.3,284.65
SPLPETRO,485.0,330.0,5719.0,5406.0
SPMLINFRA,85.0,75.0,995.0,2276.0
SPORTKING,162.0,409.0,2614.0,2524.0
SRD,18.0,27.0,478.0,465.0
SREEL,33.0,31.0,258.0,248.0
SRF,2162.0,2162.0,17001.0,15787.0
SRGHFL,34.0,32.0,209.0,199.0
SRHHYPOLTD,92.0,154.0,698.0,1650.0
SRM,118.0,111.0,1079.0,1026.0
SRTL,14.0,14.0,302.0,273.0
SSDL,24.0,31.0,634.0,631.0
SSWL,212.0,675.0,5506.0,5183.0
STALLION,52.0,44.0,442.0,431.0
STANLEY,6.0,35.0,410.0,432.0
STAR,634.0,3598.0,5004.0,4859.0
STARCEMENT,366.0,390.0,3807.0,3776.0
STARHEALTH,844.0,845.0,19114.0,17825.0
STARPAPER,31.0,66.0,412.0,493.0
STARTECK,24.0,38.0,39.0,76.0
STCINDIA,642.0,51.0,0.0,15539.0
STEELCAS,91.0,87.0,441.0,477.0
STEELCITY,17.0,17.0,67.0,70.0
STEELXIND,32.0,140.0,1029.0,1658.0
STEL,20.0,20.0,27.0,27.0
STERTOOLS,26.0,58.0,850.0,1026.0
STLNETWORK,-99.0,7.0,945.0,1475.0
STLTECH,243.0,578.0,5642.0,6925.0
STOVEKRAFT,49.0,81.0,1748.0,1607.0
STUDDS,75.0,83.0,655.0,634.0
STYL,264.0,240.0,1507.0,1558.0
STYLAMIND,170.0,150.0,1173.0,1129.0
STYLEBAAZA,47.0,47.0,1950.0,1841.0
STYRENIX,273.0,234.0,3505.0,3438.0
SUBEXLTD,30.0,52.0,292.0,372.0
SUBROS,166.0,166.0,3909.0,3756.0
SUDARCOLOR,48.0,943.0,792.0,1140.0
SUDARSCHEM,89.0,357.0,9922.0,9787.0
SUDEEPPHRM,184.0,174.0,676.0,642.0
SUKHJITS,34.0,73.0,1459.0,1498.0
SULA,25.0,93.0,559.0,579.0
SUMEETINDS,25.0,170.0,1074.0,1406.0
SUMICHEM,579.0,543.0,3245.0,3511.0
SUMIT,6.6,10.93,97.79,180.46
SUMMITSEC,120.0,121.0,194.0,144.0
SUNCLAY,251.0,629.0,2106.0,17903.0
SUNDARAM,4.0,6.0,146.0,137.0
SUNDARMFIN,2220.0,2059.0,10104.0,9852.0
SUNDRMBRAK,4.0,10.0,344.0,355.0
SUNDRMFAST,614.0,593.0,6602.0,6289.0
SUNDROP,28.0,37.0,1605.0,1549.0
SUNFLAG,206.0,1115.0,3995.0,3939.0
SUNPHARMA,12117.0,11509.0,59911.0,58462.0
SUNTECK,211.0,241.0,1127.0,1124.0
SUNTV,1530.0,1926.0,4502.0,4335.0
SUPERHOUSE,8.0,36.0,677.0,800.0
SUPERSPIN,-5.18,0.84,6.31,440.5
SUPRAJIT,187.0,183.0,4031.0,3825.0
SUPREME,0.68,12.88,5.87,78.33
SUPREMEENG,-9.37,6.76,24.76,173.57
SUPREMEIND,1032.0,1070.0,11326.0,11218.0
SUPREMEINF,6137.0,5796.0,81.0,1814.0
SUPRIYA,198.0,209.0,873.0,828.0
SURAJEST,92.0,100.0,568.0,556.0
SURAJLTD,8.0,22.0,195.0,367.0
SURAKSHA,35.0,31.0,325.0,310.0
SURANASOL,6.4,8.44,35.9,125.38
SURANAT&P,30.0,23.0,60.0,61.0
SURYALA,36.0,35.0,482.0,495.0
SURYALAXMI,4.0,30.0,799.0,851.0
SURYAROSNI,312.0,347.0,7982.0,7997.0
SURYODAY,192.0,216.0,2287.0,2160.0
SUTLEJTEX,-55.0,150.0,2668.0,3076.0
SUVEN,-352.0,124.0,9.0,625.0
SUVIDHAA,-7.71,0.53,4.88,284.53
SUYOG,60.0,63.0,251.0,276.0
SUZLON,3144.0,3163.0,17429.0,19954.0
SVLL,7.0,6.0,239.0,224.0
SVPGLOB,45.0,71.0,0.0,2489.0
SWANCORP,208.0,874.0,4172.0,5017.0
SWANDEF,-237.0,17937.0,312.0,912.0
SWARAJ,61.0,54.0,683.0,577.0
SWARAJENG,202.0,196.0,2111.0,2007.0
SWELECTES,44.0,63.0,611.0,657.0
SWIGGY,-3748.0,-1617.0,24904.0,23053.0
SWSOLAR,-281.0,638.0,7377.0,8240.0
SYMPHONY,-140.0,212.0,1112.0,1576.0
SYNCOMF,86.0,76.0,498.0,489.0
SYNGENE,221.0,510.0,3600.0,3739.0
SYRMA,402.0,346.0,5464.0,4819.0
SYSTMTXC,-1.0,53.0,169.0,168.0
TAALTECH,62.0,57.0,216.0,197.0
TAINWALCHM,8.01,10.79,17.77,18.03
TAJGVK,416.0,410.0,567.0,508.0
TAKE,13.0,178.0,85.0,2213.0
TALBROAUTO,112.0,110.0,902.0,870.0
TAMBOLIIN,11.0,13.0,82.0,83.0
TANLA,533.0,548.0,4603.0,4418.0
TARACHAND,23.0,28.0,291.0,285.0
TARAPUR,-2.38,16.15,0.0,37.31
TARC,-13.0,53.0,471.0,369.0
TARIL,269.0,272.0,2552.0,2509.0
TARMAT,7.0,7.0,128.0,276.0
TARSONS,11.0,101.0,441.0,423.0
TASTYBITE,36.0,42.0,583.0,554.0
TATACAP,5478.0,4891.0,32695.0,31566.0
TATACHEM,-1971.0,7228.0,15120.0,17204.0
TATACOMM,936.0,1837.0,25426.0,24803.0
TATACONSUM,1642.0,1547.0,20860.0,20290.0
TATAELXSI,655.0,792.0,3886.0,3757.0
TATAINVEST,431.0,434.0,404.0,403.0
TATAPOWER,5256.0,5118.0,63445.0,65478.0
TATASTEEL,11264.0,41749.0,239756.0,243959.0
TATATECH,557.0,679.0,5926.0,5506.0
TATVA,51.0,96.0,556.0,506.0
TBOTEK,265.0,244.0,3092.0,2677.0
TBZ,214.0,202.0,3420.0,3203.0
TCC,68.0,65.0,286.0,179.0
TCI,460.0,460.0,5026.0,4917.0
TCIEXP,82.0,139.0,1264.0,1254.0
TCIFINANCE,-1.71,6.78,0.0,13.41
TCPLPACK,115.0,143.0,1878.0,1810.0
TCS,50055.0,49454.0,275859.0,267021.0
TDPOWERSYS,275.0,239.0,2124.0,1856.0
TEAMGTY,1.09,6.55,7.12,8.74
TEAMLEASE,151.0,141.0,11982.0,11791.0
TECHM,5163.0,5630.0,59176.0,56815.0
TECHNOCRAF,,,,
TECHNOE,431.0,474.0,3356.0,3252.0
TECHNVISN,3.0,14.0,286.0,269.0
TECILCHEM,-0.55,-0.38,0.0,0.0
TEGA,-1.0,200.0,3059.0,1692.0
TEJASNET,-917.0,447.0,1303.0,8923.0
TEMBO,109.0,98.0,1144.0,1090.0
TENNIND,602.0,604.0,5663.0,5468.0
TERASOFT,25.0,25.0,255.0,238.0
TEXINFRA,9.39,26.85,17.02,23.9
TEXMOPIPES,15.0,18.0,388.0,635.0
TEXRAIL,214.0,249.0,4223.0,5107.0
TFCILTD,85.0,85.0,232.0,266.0
TFL,-3.69,1.22,13.04,19.3
TGBHOTELS,-1.41,9.04,26.92,164.01
THACKER,19.0,21.0,6.0,8.0
THAKDEV,14.0,34.0,44.0,58.0
THANGAMAYL,391.0,352.0,9622.0,8499.0
THEINVEST,37.0,80.0,274.0,640.0
THEJO,54.0,59.0,674.0,632.0
THELEELA,443.0,403.0,1604.0,1527.0
THEMISMED,40.0,73.0,332.0,406.0
THERMAX,591.0,720.0,10839.0,10774.0
THOMASCOOK,211.0,6131.0,8082.0,11248.0
THOMASCOTT,21.0,19.0,267.0,255.0
THYROCARE,176.0,176.0,876.0,829.0
TI,-36.0,270.0,3016.0,2346.0
TICL,7.04,308.33,66.75,517.38
TIGERLOGS,-29.0,11.0,172.0,330.0
TIIL,348.0,293.0,2931.0,2759.0
TIINDIA,1109.0,1723.0,23754.0,22847.0
TIJARIA,-1.39,6.19,0.0,149.53
TIL,-29.0,254.0,377.0,1472.0
TIMETECHNO,498.0,477.0,6445.0,6105.0
TIMEX,86.0,75.0,849.0,799.0
TIMKEN,426.0,462.0,3599.0,3478.0
TINNARUBR,62.0,53.0,572.0,546.0
TIPSFILMS,-50.0,24.0,111.0,158.0
TIPSMUSIC,215.0,217.0,394.0,376.0
TIRUMALCHM,-152.0,281.0,1832.0,2132.0
TIRUPATIFL,6.0,9.0,168.0,162.0
TITAGARH,188.0,286.0,3272.0,3868.0
TITAN,5760.0,5073.0,92417.0,87584.0
TMB,1444.0,1338.0,6096.0,5819.0
TMCV,4187.0,3195.0,87197.0,83855.0
TMPV,79502.0,82645.0,343703.0,434016.0
TNPETRO,142.0,175.0,1783.0,2150.0
TNPL,261.0,388.0,4649.0,5180.0
TNTELE,-15.0,-9.0,0.0,14.0
TOKYOPLAST,0.35,7.39,80.94,79.93
TOLINS,33.0,39.0,317.0,327.0
TORNTPHARM,2156.0,2138.0,15723.0,13980.0
TORNTPOWER,2390.0,3059.0,29184.0,29165.0
TOTAL,9.0,9.0,668.0,665.0
TOUCHWOOD,3.18,5.18,61.63,74.58
TPHQ,6.0,5.0,118.0,840.0
TPLPLASTEH,30.0,29.0,457.0,423.0
TRACXN,-12.0,33.0,84.0,84.0
TRANSPEK,39.0,83.0,618.0,827.0
TRANSRAILL,405.0,404.0,6956.0,6880.0
TRANSWORLD,-37.0,211.0,510.0,718.0
TRAVELFOOD,486.0,452.0,1725.0,1688.0
TREEHOUSE,-11.0,61.0,4.0,209.0
TREJHARA,13.0,20.0,177.0,142.0
TREL,41.0,250.0,85.0,136.0
TRENT,1815.0,1721.0,20945.0,20074.0
TRF,-6.1,88.58,87.65,1113.3
TRIDENT,395.0,834.0,6781.0,6998.0
TRIGYN,10.0,62.0,1005.0,1280.0
TRITURBINE,336.0,359.0,2252.0,2181.0
TRIVENI,270.0,1792.0,6173.0,6290.0
TRU,-105.0,11.0,64.0,197.0
TRUALT,159.0,147.0,2050.0,1908.0
TSFINV,497.0,533.0,1112.0,1027.0
TTKHLTCARE,74.0,640.0,888.0,857.0
TTKPRESTIG,190.0,305.0,3178.0,2974.0
TTL,1.0,15.0,190.0,698.0
TTML,38.0,-215.0,1178.0,2972.0
TURTLEMINT,,,,
TVSELECT,-2.0,16.0,464.0,4107.0
TVSHLTD,3888.0,3390.0,62488.0,58154.0
TVSMOTOR,3601.0,3186.0,60155.0,56070.0
TVSSCS,68.0,117.0,11746.0,11003.0
TVSSRICHAK,92.0,190.0,3892.0,3643.0
TVTODAY,17.0,182.0,818.0,993.0
TVVISION,-33.0,9.0,7.0,176.0
UBL,396.0,563.0,9442.0,9240.0
UCAL,-21.0,101.0,846.0,870.0
UCOBANK,2817.0,2768.0,26841.0,26281.0
UDS,84.0,119.0,3004.0,2940.0
UEL,3.93,35.93,17.02,486.35
UFBL,-43.0,19.0,1468.0,1339.0
UFLEX,682.0,1099.0,16866.0,15401.0
UFO,24.0,67.0,486.0,612.0
UGARSUGAR,68.0,103.0,1624.0,1794.0
UGROCAP,140.0,144.0,1770.0,1785.0
UJJIVANSFB,906.0,1281.0,7338.0,6931.0
ULTRACEMCO,8571.0,8188.0,91884.0,88512.0
ULTRAMAR,92.0,81.0,830.0,775.0
UMAEXPORTS,0.0,28.0,1438.0,1731.0
UMESLTD,0.39,0.39,0.86,3.43
UMIYA-MRO,11.0,79.0,76.0,123.0
UNICHEMLAB,305.0,2545.0,2308.0,2202.0
UNIDT,20.0,50.0,184.0,181.0
UNIECOM,21.0,20.0,211.0,204.0
UNIENTER,20.0,55.0,26.0,112.0
UNIINFO,-1.1,5.19,43.4,50.1
UNIMECH,72.0,83.0,285.0,243.0
UNIONBANK,20644.0,19430.0,107127.0,106799.0
UNIPARTS,180.0,205.0,1244.0,1366.0
UNITDSPR,1884.0,1838.0,12626.0,12467.0
UNITECH,-2982.0,-162.0,513.0,3431.0
UNITEDPOLY,27.0,24.0,712.0,908.0
UNITEDTEA,20.0,22.0,81.0,90.0
UNIVASTU,31.0,26.0,318.0,243.0
UNIVCABLES,200.0,163.0,3368.0,3022.0
UNIVPHOTO,-18.0,514.0,19.0,62.0
UNOMINDA,1291.0,1284.0,20725.0,19658.0
UPL,2323.0,4437.0,52804.0,53576.0
URAVIDEF,2.31,2.55,40.59,41.35
URBANCO,-334.0,240.0,1717.0,1556.0
URJA,1.46,2.04,61.65,163.56
USHAMART,508.0,466.0,3837.0,4561.0
USK,12.0,30.0,199.0,577.0
UTIAMC,512.0,813.0,1909.0,1851.0
UTKARSHBNK,-945.0,498.0,3381.0,3765.0
UTLSOLAR,294.0,304.0,3403.0,2655.0
UTTAMSUGAR,87.0,132.0,2179.0,2202.0
UYFINCORP,-0.66,11.6,63.4,185.01
V2RETAIL,179.0,162.0,3432.0,3067.0
VADILALIND,219.0,155.0,1676.0,1503.0
VAIBHAVGBL,285.0,272.0,3795.0,3692.0
VAISHALI,4.0,4.0,108.0,109.0
VAKRANGEE,10.0,680.0,242.0,6502.0
VALIANTLAB,16.0,29.0,306.0,334.0
VALIANTORG,54.0,131.0,766.0,1153.0
VAML,,,,
VARDHACRLC,42.0,46.0,327.0,498.0
VARDMNPOLY,319.0,102.0,238.0,941.0
VARROC,200.0,532.0,9497.0,12036.0
