Symbol,TTM_Net_Profit,Max_Annual_Net_Profit,TTM_Net_Sales,Max_Annual_Net_Sales
RAMANEWS,-69.0,38.0,33.0,504.0
RAMAPHO,54.0,70.0,928.0,893.0
RAMASTEEL,12.0,23.0,886.0,1010.0
RAMBHAJO,,34.0,,167.0
RAMCOCEM,639.0,893.0,9211.0,9350.0
RAMCOIND,139.0,111.0,1510.0,1444.0
RAMCOSYS,9.0,66.0,361.0,363.0
RAMKY,350.0,360.0,1776.0,2033.0
RAMRAT,131.0,108.0,5948.0,5076.0
RANASUG,6.0,266.0,1677.0,1743.0
RANEHOLDIN,87.0,85.0,168.0,171.0
RATEGAIN,36.0,72.0,258.0,249.0
RATNAMANI,343.0,609.0,3368.0,4876.0
RATNAVEER,68.0,64.0,1119.0,1069.0
RAYMOND,-23.0,9028.0,4.0,5780.0
RAYMONDLSL,19.0,2557.0,5362.0,5356.0
RAYMONDREL,262.0,263.0,1543.0,1616.0
RBA,-151.0,-6.0,2402.0,2272.0
RBLBANK,876.0,1168.0,14735.0,14336.0
RBZJEWEL,57.0,55.0,682.0,636.0
RCF,450.0,967.0,18695.0,21452.0
RCOM,-8135.0,2847.0,216.0,11925.0
RECLTD,15981.0,16282.0,58710.0,59142.0
REDINGTON,1365.0,1444.0,71797.0,63801.0
REDTAPE,252.0,244.0,2432.0,2415.0
REFEX,286.0,246.0,2307.0,2259.0
REGAAL,60.0,56.0,1090.0,1134.0
REGENCERAM,-24.0,32.0,50.0,38.0
RELAXO,185.0,292.0,2753.0,2914.0
RELCHEMQ,6.0,18.0,368.0,366.0
RELIABLE,5.0,7.0,138.0,125.0
RELIANCE,39219.0,44190.0,552939.0,537909.0
RELIGARE,-37.0,84.0,6.0,497.0
RELINFRA,-768.0,1664.0,231.0,10595.0
RELTD,81.0,91.0,393.0,444.0
REMSONSIND,13.0,12.0,353.0,331.0
RENUKA,-699.0,113.0,8674.0,10833.0
REPCOHOME,459.0,453.0,1823.0,1796.0
REPL,-10.0,14.0,60.0,97.0
REPRO,96.0,30.0,242.0,395.0
RESPONIND,11.0,33.0,540.0,1835.0
RETAIL,0.06,0.75,16.93,16.19
RGL,29.0,39.0,1543.0,1517.0
RHETAN,13.0,10.0,23.0,86.0
RHFL,,5419.0,,2000.0
RHIM,-436.0,268.0,3415.0,3357.0
RHL,27.0,55.0,149.0,148.0
RICOAUTO,23.0,172.0,2030.0,1873.0
RIIL,10.0,22.0,42.0,93.0
RIR,8.12,8.28,97.02,90.87
RISHABH,44.0,42.0,283.0,268.0
RITCO,49.0,50.0,1489.0,1484.0
RITES,406.0,596.0,2318.0,2575.0
RKDL,0.18,3.73,19.84,81.28
RKEC,-55.0,30.0,121.0,399.0
RKFORGE,117.0,402.0,3915.0,3755.0
RKSWAMY,20.0,27.0,156.0,162.0
RMC,,31.0,,316.0
RMDRIP,35.0,35.0,207.0,197.0
RML,125.0,111.0,4024.0,3863.0
RNBDENIMS,14.0,21.0,301.0,296.0
ROHLTD,33.0,34.0,213.0,208.0
ROLEXRINGS,152.0,198.0,1156.0,1222.0
ROLLT,-0.72,43.0,0.0,170.91
ROML,4.0,5.0,153.0,151.0
ROSSARI,151.0,143.0,1869.0,1752.0
ROSSELLIND,12.0,33.0,219.0,354.0
ROSSTECH,25.0,21.0,553.0,485.0
ROTO,24.0,36.0,229.0,240.0
ROUTE,121.0,135.0,785.0,832.0
RPEL,35.0,29.0,118.0,138.0
RPGLIFE,119.0,183.0,734.0,708.0
RPOWER,15.0,1298.0,1.0,136.0
RPPINFRA,2.0,66.0,1485.0,1479.0
RPPL,20.0,17.0,353.0,332.0
RPSGVENT,175.0,180.0,279.0,263.0
RPTECH,300.0,261.0,16952.0,15173.0
RRIL,1.24,9.36,0.0,115.09
RRKABEL,601.0,487.0,10832.0,9722.0
RSDFIN,4.06,7.62,6.32,12.17
RSL,59.0,50.0,1082.0,1007.0
RSSOFTWARE,-34.0,65.0,23.0,346.0
RSWM,62.0,240.0,4546.0,4825.0
RSYSTEMS,216.0,223.0,1289.0,1101.0
RTNINDIA,-705.0,511.0,19.0,582.0
RTNPOWER,106.0,1899.0,2968.0,3364.0
RUBFILA,26.0,43.0,498.0,512.0
RUBICON,235.0,188.0,1456.0,1306.0
RUBYMILLS,43.0,54.0,380.0,359.0
RUCHINFRA,1.38,38.66,42.79,2322.73
RUCHIRA,33.0,68.0,655.0,803.0
RUDRA,16.0,21.0,633.0,623.0
RUPA,76.0,191.0,1278.0,1430.0
RUSHIL,24.0,78.0,908.0,891.0
RUSTOMJEE,34.0,120.0,689.0,1414.0
RVHL,-0.53,-0.13,1.4,1.41
RVNL,828.0,1463.0,20390.0,21733.0
RVTH,13.0,31.0,147.0,212.0
S&SPOWER,0.62,9.45,4.16,4.12
SAATVIKGL,61.0,156.0,2218.0,2262.0
SADBHAV,4.0,221.0,155.0,3549.0
SADBHIN,53.0,377.0,0.0,338.0
SADHNANIQ,-86.0,75.0,39.0,267.0
SAFARI,114.0,154.0,2102.0,2043.0
SAGARDEEP,3.0,3.0,196.0,165.0
SAGCEM,19.0,297.0,1804.0,1964.0
SAGILITY,330.0,351.0,2037.0,1971.0
SAHLIBHFI,20.0,19.0,43.0,41.0
SAHYADRI,45.0,62.0,723.0,679.0
SAIL,4184.0,12015.0,111134.0,110810.0
SAILIFE,354.0,341.0,2217.0,2153.0
SAIPARENT,,17.0,,162.0
SAKAR,36.0,30.0,272.0,252.0
SAKHTISUG,27.0,418.0,973.0,1076.0
SAKSOFT,81.0,75.0,489.0,493.0
SAKUMA,8.0,36.0,1371.0,2856.0
SALASAR,40.0,51.0,1457.0,1459.0
SALONA,2.0,20.0,633.0,722.0
SALSTEEL,12.0,42.0,167.0,577.0
SALZERELEC,45.0,62.0,1769.0,1715.0
SAMBHAAV,-0.57,4.62,39.05,48.69
SAMBHV,166.0,143.0,2587.0,2413.0
SAMHI,340.0,384.0,135.0,151.0
SAMMAANCAP,-7669.0,3729.0,6818.0,15407.0
SAMPANN,7.0,7.0,152.0,143.0
SANATHAN,210.0,356.0,3101.0,3329.0
SANDESH,109.0,189.0,822.0,438.0
SANDHAR,184.0,179.0,2982.0,3044.0
SANDUMA,576.0,675.0,2128.0,2249.0
SANGAMIND,121.0,141.0,3249.0,3190.0
SANGHVIMOV,158.0,188.0,717.0,674.0
SANGINITA,-21.0,4.0,156.0,230.0
SANOFI,324.0,944.0,1805.0,3071.0
SANOFICONR,266.0,240.0,950.0,878.0
SANSERA,324.0,298.0,3341.0,3098.0
SANSTAR,44.0,67.0,821.0,1110.0
SANWARIA,-2.6,156.06,1.08,5303.79
SAPPHIRE,-32.0,226.0,2720.0,2625.0
SAPPL,41.0,30.0,725.0,701.0
SARDAEN,881.0,949.0,4189.0,4334.0
SAREGAMA,227.0,215.0,852.0,1009.0
SARLAPOLY,35.0,53.0,399.0,429.0
SARVESHWAR,11.0,12.0,671.0,665.0
SASKEN,84.0,209.0,570.0,533.0
SATIA,-8.0,211.0,1443.0,1880.0
SATIN,380.0,423.0,2862.0,2825.0
SAURASHCEM,7.0,72.0,1699.0,1765.0
SAYAJIHOTL,11.0,54.0,133.0,218.0
SBC,34.0,22.0,346.0,301.0
SBCL,87.0,82.0,477.0,462.0
SBFC,480.0,451.0,1782.0,1679.0
SBGLP,32.0,30.0,93.0,89.0
SBICARD,2275.0,2408.0,20063.0,19901.0
SBIFUNDS,,3051.0,,4970.0
SBILIFE,2601.0,2470.0,119656.0,131988.0
SBIN,81993.0,80032.0,493000.0,482797.0
SCANSTL,23.0,51.0,864.0,1091.0
SCHAEFFLER,1291.0,1196.0,10192.0,9395.0
SCHAND,5.0,51.0,292.0,344.0
SCHNEIDER,184.0,268.0,2920.0,2891.0
SCI,1647.0,1326.0,6307.0,5794.0
SCILAL,28.0,47.0,25.0,23.0
SCODATUBES,37.0,39.0,546.0,519.0
SCPL,21.0,21.0,386.0,366.0
SDBL,-12.0,58.0,368.0,794.0
SEAMECLTD,244.0,242.0,984.0,902.0
SECMARK,3.28,4.25,41.23,37.54
SECURKLOUD,-6.83,9.73,18.44,59.31
SEDEMAC,,104.0,,1058.0
SEIL,5.52,6.63,22.91,26.32
SEJALLTD,-2.0,147.0,125.0,111.0
SELMC,-169.0,5104.0,13.0,2323.0
SEMAC,8.0,23.0,205.0,302.0
SENCO,592.0,581.0,9556.0,8374.0
SENORES,19.0,20.0,124.0,106.0
SEPC,-4.0,29.0,588.0,741.0
SERVOTECH,40.0,36.0,721.0,637.0
SESHAPAPER,84.0,387.0,1817.0,2083.0
SETCO,0.4,36.22,1.14,620.92
SETL,43.0,41.0,293.0,259.0
SETUINFRA,,7.06,,283.49
SEYAIND,-2.98,88.49,0.0,412.78
SFL,164.0,197.0,3089.0,2962.0
SGFIN,157.0,128.0,402.0,334.0
SGIL,-9.0,17.0,358.0,366.0
SGL,-1.36,43.31,96.7,148.23
SGMART,91.0,94.0,5659.0,5540.0
SHADOWFAX,172.0,115.0,4608.0,4080.0
SHAH,11.0,32.0,193.0,182.0
SHAHALLOYS,73.0,124.0,16.0,880.0
SHAILY,178.0,161.0,971.0,921.0
SHAKTIPUMP,192.0,394.0,2854.0,2643.0
SHALBY,112.0,113.0,916.0,899.0
SHALPAINTS,-67.0,5.0,552.0,599.0
SHANKARA,-4.0,70.0,139.0,4863.0
SHANTI,-7.92,7.34,4.0,180.08
SHANTIGEAR,64.0,96.0,499.0,605.0
SHANTIGOLD,186.0,140.0,2442.0,2019.0
SHARDACROP,704.0,677.0,4774.0,4631.0
SHARDAMOTR,328.0,342.0,3652.0,3397.0
SHARDUL,12.0,94.0,114.0,160.0
SHAREINDIA,320.0,302.0,1304.0,1227.0
SHBAJRG,15.0,15.0,287.0,570.0
SHEKHAWATI,12.0,154.0,15.0,363.0
SHEMAROO,-184.0,86.0,540.0,677.0
SHILCTECH,138.0,158.0,628.0,652.0
SHILPAMED,183.0,194.0,691.0,806.0
SHINDL,17.0,16.0,530.0,525.0
SHIVALIK,10.0,19.0,172.0,170.0
SHIVAMAUTO,-85.0,28.0,428.0,636.0
SHIVAMILLS,3.0,18.0,140.0,213.0
SHIVATEX,9.0,20.0,338.0,477.0
SHIVAUM,10.0,14.0,560.0,548.0
SHK,44.0,94.0,1278.0,1280.0
SHOPERSTOP,-45.0,119.0,4799.0,4708.0
SHRADHA,21.0,21.0,18.0,37.0
SHREDIGCEM,18.0,88.0,890.0,792.0
SHREECEM,1526.0,2468.0,19985.0,19477.0
SHREEJISPG,164.0,156.0,743.0,731.0
SHREEPUSHK,46.0,45.0,581.0,567.0
SHREERAMA,25.0,51.0,265.0,240.0
SHRENIK,0.06,11.26,36.12,836.5
SHREYANIND,-14.0,87.0,629.0,866.0
SHRIKRISH,4.05,4.92,20.39,32.82
SHRINGARMS,121.0,115.0,2462.0,2246.0
SHRIPISTON,496.0,514.0,3632.0,3527.0
SHRIRAMFIN,11287.0,9998.0,49976.0,48120.0
SHRIRAMPPS,29.0,167.0,209.0,452.0
SHYAMCENT,-5.95,56.86,8.54,207.36
SHYAMMETL,524.0,810.0,6829.0,6993.0
SHYAMTEL,-3.07,0.14,0.0,324.05
SICAGEN,15.0,17.0,532.0,566.0
SICALLOG,64.0,46.0,192.0,1303.0
SIEMENS,3062.0,2917.0,16065.0,22025.0
SIGACHI,26.0,48.0,366.0,408.0
SIGIND,24.0,18.0,1393.0,1347.0
SIGMA,7.59,6.95,38.35,38.52
SIGMAADV,73.0,201.0,194.0,158.0
SIGNATURE,-22.0,63.0,1240.0,1825.0
SIGNPOST,73.0,70.0,591.0,576.0
SIKA,35.0,37.0,186.0,211.0
SIKKO,6.05,5.11,64.6,65.01
SIL,63.0,184.0,212.0,434.0
SILGO,6.79,5.76,48.22,47.03
SILINV,41.0,129.0,58.0,169.0
SILLYMONKS,-2.13,1.18,4.48,22.22
SILVERTUC,44.0,38.0,332.0,315.0
SIMBHALS,-33.0,24.0,736.0,1263.0
SIMPLEXINF,45.0,123.0,667.0,6041.0
SINCLAIR,11.0,31.0,64.0,59.0
SINDHUTRAD,27.0,76.0,417.0,1140.0
SINGERIND,18.0,13.0,610.0,557.0
SINTERCOM,2.0,6.0,105.0,101.0
SIRCA,67.0,65.0,508.0,492.0
SIS,64.0,190.0,5635.0,5456.0
SITINET,-181.0,-52.0,339.0,856.0
SIYSIL,235.0,252.0,2625.0,2569.0
SJS,164.0,132.0,587.0,565.0
SJVN,996.0,1677.0,3481.0,3545.0
SKFINDIA,209.0,566.0,2255.0,4570.0
SKFINDUS,208.0,218.0,3590.0,3440.0
SKIPPER,219.0,207.0,5609.0,5553.0
SKMEGGPROD,110.0,102.0,772.0,767.0
SKYGOLD,241.0,213.0,5338.0,4708.0
SMARTLINK,14.0,29.0,131.0,125.0
SMARTWORKS,22.0,7.0,1909.0,1746.0
SMCGLOBAL,84.0,145.0,995.0,993.0
SMLMAH,156.0,160.0,2950.0,2838.0
SMLT,5.0,30.0,201.0,457.0
SMSPHARMA,91.0,88.0,898.0,887.0
SNOWMAN,5.0,25.0,619.0,604.0
SOBHA,314.0,301.0,5706.0,5368.0
SOFTTECH,10.0,10.0,135.0,128.0
SOLARA,-1.0,221.0,1431.0,1617.0
SOLARINDS,1301.0,1222.0,5848.0,5579.0
SOLARWORLD,132.0,133.0,1278.0,1202.0
SOLEX,74.0,89.0,1566.0,1555.0
SOMANYCERA,117.0,104.0,2750.0,2640.0
SOMATEX,9.0,165.0,107.0,226.0
SOMICONVEY,4.43,5.49,90.11,102.11
SONACOMS,746.0,646.0,4514.0,4124.0
SONAL,10.0,12.0,37.0,41.0
SONAMLTD,9.0,7.0,200.0,171.0
SONATSOFTW,297.0,359.0,1532.0,1367.0
SOTL,427.0,260.0,4853.0,4360.0
SOUTHBANK,1511.0,1455.0,10112.0,9846.0
SOUTHWEST,36.0,31.0,265.0,243.0
SPAL,94.0,104.0,1099.0,1113.0
SPANDANA,-279.0,468.0,906.0,2280.0
SPARC,1583.0,1552.0,1909.0,1879.0
SPCENET,15.0,7.0,82.0,142.0
SPECIALITY,24.0,96.0,472.0,454.0
SPECTRUM,50.0,43.0,576.0,505.0
SPENCERS,-136.0,8.0,1584.0,2373.0
SPIC,,284.0,,3086.0
SPLIL,8.27,31.27,72.3,284.65
SPLPETRO,483.0,663.0,5645.0,6023.0
SPMLINFRA,87.0,76.0,995.0,1701.0
SPORTKING,162.0,409.0,2614.0,2524.0
SRD,18.0,27.0,478.0,465.0
SREEL,33.0,31.0,258.0,248.0
SRF,1894.0,2023.0,13182.0,12421.0
SRGHFL,34.0,32.0,209.0,199.0
SRHHYPOLTD,94.0,154.0,698.0,1650.0
SRM,88.0,86.0,857.0,850.0
SRTL,14.0,14.0,302.0,273.0
SSDL,24.0,31.0,634.0,631.0
SSWL,224.0,220.0,5506.0,5183.0
STALLION,52.0,44.0,442.0,431.0
STANLEY,8.0,19.0,203.0,231.0
STAR,243.0,2886.0,2264.0,2180.0
STARCEMENT,130.0,256.0,2415.0,2894.0
STARHEALTH,844.0,845.0,19114.0,17825.0
STARPAPER,31.0,66.0,412.0,493.0
STARTECK,18.0,35.0,36.0,47.0
STCINDIA,639.0,52.0,0.0,15449.0
STEELCAS,91.0,87.0,441.0,477.0
STEELCITY,17.0,16.0,66.0,70.0
STEELXIND,32.0,140.0,1029.0,1658.0
STEL,20.0,20.0,27.0,27.0
STERTOOLS,70.0,64.0,755.0,717.0
STLNETWORK,-40.0,42.0,831.0,1303.0
STLTECH,125.0,535.0,2832.0,5356.0
STOVEKRAFT,49.0,81.0,1748.0,1607.0
STUDDS,77.0,84.0,649.0,630.0
STYL,269.0,244.0,1506.0,1558.0
STYLAMIND,169.0,149.0,1173.0,1129.0
STYLEBAAZA,47.0,47.0,1950.0,1841.0
STYRENIX,317.0,323.0,2687.0,2744.0
SUBEXLTD,8.0,26.0,266.0,324.0
SUBROS,166.0,166.0,3909.0,3756.0
SUDARCOLOR,48.0,943.0,792.0,1140.0
SUDARSCHEM,275.0,335.0,2543.0,2534.0
SUDEEPPHRM,116.0,108.0,364.0,404.0
SUKHJITS,34.0,77.0,1454.0,1486.0
SULA,8.0,95.0,470.0,548.0
SUMEETINDS,25.0,151.0,1074.0,1198.0
SUMICHEM,580.0,543.0,3192.0,3511.0
SUMIT,10.0,13.0,94.0,94.0
SUMMITSEC,46.0,75.0,80.0,86.0
SUNCLAY,552.0,552.0,1871.0,2109.0
SUNDARAM,4.0,6.0,146.0,137.0
SUNDARMFIN,1927.0,1834.0,7876.0,7722.0
SUNDRMBRAK,4.0,10.0,344.0,355.0
SUNDRMFAST,593.0,580.0,5807.0,5542.0
SUNDROP,26.0,37.0,916.0,916.0
SUNFLAG,203.0,1114.0,3995.0,3939.0
SUNPHARMA,2994.0,4228.0,20901.0,22977.0
SUNTECK,17.0,190.0,295.0,808.0
SUNTV,1477.0,1875.0,4269.0,4148.0
SUPERHOUSE,14.0,32.0,519.0,707.0
SUPERSPIN,-5.18,0.84,6.31,440.5
SUPRAJIT,273.0,275.0,1920.0,1840.0
SUPREME,1.03,12.84,5.87,78.33
SUPREMEENG,-9.37,6.76,24.76,173.57
SUPREMEIND,942.0,1016.0,11326.0,11218.0
SUPREMEINF,6137.0,5797.0,81.0,1517.0
SUPRIYA,198.0,209.0,873.0,828.0
SURAJEST,74.0,96.0,364.0,507.0
SURAJLTD,9.0,21.0,195.0,367.0
SURAKSHA,37.0,34.0,314.0,301.0
SURANASOL,6.4,8.44,35.9,125.38
SURANAT&P,30.0,25.0,53.0,54.0
SURYALA,29.0,48.0,469.0,483.0
SURYALAXMI,4.0,30.0,799.0,851.0
SURYAROSNI,311.0,348.0,7982.0,7996.0
SURYODAY,192.0,216.0,2287.0,2160.0
SUTLEJTEX,-51.0,158.0,2664.0,3042.0
SUVEN,-56.0,158.0,9.0,625.0
SUVIDHAA,-5.39,5.8,0.84,170.72
SUYOG,59.0,63.0,235.0,263.0
SUZLON,4070.0,4111.0,15541.0,15092.0
SVLL,7.0,6.0,239.0,224.0
SVPGLOB,-6.55,10.16,0.0,145.07
SWANCORP,20.0,73.0,221.0,860.0
SWANDEF,-238.0,17937.0,312.0,831.0
SWARAJENG,202.0,196.0,2111.0,2007.0
SWELECTES,34.0,52.0,430.0,431.0
SWIGGY,-2078.0,-1314.0,9809.0,8258.0
SWSOLAR,-2521.0,318.0,6288.0,8210.0
SYMPHONY,-175.0,186.0,777.0,1182.0
SYNCOMF,85.0,76.0,495.0,487.0
SYNGENE,229.0,473.0,3288.0,3424.0
SYRMA,334.0,293.0,4902.0,4367.0
SYSTMTXC,13.0,25.0,63.0,77.0
TAALTECH,60.0,54.0,209.0,190.0
TAINWALCHM,8.01,10.79,17.77,18.03
TAJGVK,99.0,117.0,477.0,474.0
TAKE,5.85,18.23,11.93,56.23
TALBROAUTO,90.0,129.0,902.0,870.0
TAMBOLIIN,1.31,1.84,2.25,3.07
TANLA,167.0,314.0,792.0,1247.0
TARACHAND,23.0,28.0,291.0,285.0
TARAPUR,-2.38,16.15,0.0,37.31
TARC,-53.0,14.0,46.0,436.0
TARIL,215.0,225.0,2444.0,2395.0
TARMAT,6.0,7.0,122.0,233.0
TARSONS,20.0,101.0,348.0,333.0
TASTYBITE,36.0,42.0,583.0,554.0
TATACAP,3633.0,3201.0,23811.0,23076.0
TATACHEM,642.0,6840.0,4943.0,10084.0
TATACOMM,762.0,1167.0,7391.0,7992.0
TATACONSUM,1635.0,1635.0,15199.0,14700.0
TATAELXSI,655.0,792.0,3886.0,3757.0
TATAINVEST,375.0,350.0,459.0,426.0
TATAPOWER,882.0,3268.0,13629.0,22359.0
TATASTEEL,17077.0,33011.0,145602.0,142913.0
TATATECH,540.0,849.0,3267.0,3126.0
TATVA,44.0,96.0,534.0,496.0
TBOTEK,60.0,57.0,592.0,584.0
TBZ,212.0,200.0,3420.0,3203.0
TCC,45.0,41.0,70.0,63.0
TCI,440.0,444.0,4311.0,4225.0
TCIEXP,91.0,139.0,1261.0,1254.0
TCIFINANCE,-1.71,6.78,0.0,13.41
TCPLPACK,112.0,141.0,1801.0,1736.0
TCS,50186.0,49096.0,227703.0,220938.0
TDPOWERSYS,255.0,216.0,1987.0,1717.0
TEAMGTY,1.09,6.55,7.12,8.74
TEAMLEASE,97.0,106.0,10835.0,10736.0
TECHM,3819.0,5023.0,50551.0,48927.0
TECHNOE,515.0,542.0,3380.0,3252.0
TECHNVISN,1.01,0.98,25.93,24.91
TECILCHEM,-0.55,-0.38,0.0,0.0
TEGA,162.0,274.0,890.0,895.0
TEJASNET,-925.0,451.0,1301.0,8916.0
TEMBO,93.0,78.0,1061.0,1028.0
TENNIND,1181.0,1203.0,2369.0,3057.0
TERASOFT,25.0,25.0,255.0,271.0
TEXINFRA,8.09,17.18,11.2,14.58
TEXMOPIPES,11.0,17.0,365.0,635.0
TEXRAIL,211.0,187.0,4214.0,4371.0
TFCILTD,154.0,123.0,291.0,277.0
TFL,-2.99,4.0,8.14,12.42
TGBHOTELS,1.44,1.94,37.94,139.69
THACKER,3.19,3.53,5.81,4.82
THAKDEV,,33.44,,55.33
THANGAMAYL,391.0,352.0,9622.0,8499.0
THEINVEST,-1.55,7.12,16.77,381.47
THEJO,61.0,55.0,548.0,514.0
THELEELA,302.0,276.0,447.0,437.0
THEMISMED,30.0,62.0,332.0,406.0
THERMAX,584.0,649.0,6639.0,6518.0
THOMASCOOK,123.0,531.0,2144.0,2273.0
THOMASCOTT,21.0,19.0,267.0,255.0
THYROCARE,163.0,152.0,821.0,774.0
TI,-35.0,308.0,3016.0,2346.0
TICL,8.49,204.56,66.75,522.8
TIGERLOGS,19.0,34.0,623.0,615.0
TIIL,272.0,245.0,2094.0,2091.0
TIINDIA,818.0,1297.0,8916.0,8556.0
TIJARIA,-1.39,6.19,0.0,149.53
TIL,-32.0,254.0,339.0,471.0
TIMETECHNO,229.0,218.0,3105.0,2880.0
TIMEX,86.0,75.0,849.0,799.0
TIMKEN,409.0,447.0,3540.0,3419.0
TINNARUBR,62.0,53.0,557.0,533.0
TIPSFILMS,-50.0,24.0,111.0,158.0
TIPSMUSIC,215.0,217.0,394.0,376.0
TIRUMALCHM,-37.0,152.0,1245.0,2152.0
TIRUPATIFL,6.0,9.0,168.0,162.0
TITAGARH,214.0,303.0,3205.0,3866.0
TITAN,5299.0,4630.0,81091.0,77554.0
TMB,1444.0,1338.0,6096.0,5819.0
TMCV,3474.0,3479.0,81046.0,77399.0
TMPV,82378.0,87569.0,64356.0,73303.0
TNPETRO,133.0,171.0,1783.0,2150.0
TNPL,261.0,388.0,4649.0,5180.0
TNTELE,-15.0,-9.0,0.0,14.0
TOKYOPLAST,1.71,7.19,80.94,79.93
TOLINS,13.0,21.0,204.0,221.0
TORNTPHARM,1975.0,2192.0,12964.0,10712.0
TORNTPOWER,2477.0,2851.0,21732.0,21913.0
TOTAL,8.0,13.0,543.0,556.0
TOUCHWOOD,3.32,5.39,61.63,74.58
TPHQ,6.0,5.0,118.0,840.0
TPLPLASTEH,30.0,29.0,457.0,423.0
TRACXN,-12.0,33.0,84.0,84.0
TRANSPEK,39.0,83.0,618.0,827.0
TRANSRAILL,413.0,412.0,6957.0,6879.0
TRANSWORLD,-32.0,251.0,284.0,625.0
TRAVELFOOD,398.0,368.0,1337.0,1302.0
TREEHOUSE,-12.0,61.0,4.0,209.0
TREJHARA,15.0,15.0,114.0,117.0
TREL,29.0,305.0,46.0,82.0
TRENT,2077.0,1968.0,20586.0,19701.0
TRF,-0.12,87.76,87.65,535.13
TRIDENT,390.0,815.0,6763.0,6966.0
TRIGYN,8.0,7.0,192.0,189.0
TRITURBINE,320.0,374.0,2062.0,2010.0
TRIVENI,274.0,1924.0,6089.0,5951.0
TRU,-103.0,12.0,64.0,196.0
TRUALT,143.0,141.0,2027.0,1880.0
TSFINV,314.0,322.0,352.0,388.0
TTKHLTCARE,74.0,640.0,888.0,857.0
TTKPRESTIG,217.0,294.0,2969.0,2773.0
TTL,1.0,15.0,190.0,698.0
TTML,38.0,-215.0,1178.0,2972.0
TURTLEMINT,,-154.0,,418.0
TVSELECT,-2.0,16.0,464.0,4107.0
TVSHLTD,319.0,2277.0,554.0,2198.0
TVSMOTOR,4016.0,3615.0,51085.0,47270.0
TVSSCS,25.0,105.0,2110.0,1991.0
TVSSRICHAK,94.0,197.0,3625.0,3390.0
TVTODAY,17.0,182.0,818.0,993.0
TVVISION,,9.0,,176.0
UBL,396.0,563.0,9435.0,9233.0
UCAL,-91.0,39.0,708.0,647.0
UCOBANK,2817.0,2768.0,26841.0,26281.0
UDS,54.0,79.0,1810.0,1762.0
UEL,3.93,35.93,17.02,486.35
UFBL,-35.0,20.0,1125.0,1074.0
UFLEX,155.0,244.0,8065.0,7778.0
UFO,17.0,101.0,388.0,449.0
UGARSUGAR,29.0,103.0,1606.0,1794.0
UGROCAP,140.0,144.0,1770.0,1785.0
UJJIVANSFB,906.0,1281.0,7338.0,6931.0
ULTRACEMCO,7571.0,7405.0,86070.0,82170.0
ULTRAMAR,84.0,72.0,757.0,707.0
UMAEXPORTS,1.0,27.0,1417.0,1676.0
UMESLTD,0.38,0.38,0.86,3.33
UMIYA-MRO,13.0,79.0,61.0,123.0
UNICHEMLAB,166.0,2557.0,1394.0,1736.0
UNIDT,20.0,50.0,184.0,182.0
UNIECOM,29.0,29.0,123.0,120.0
UNIENTER,20.0,55.0,26.0,112.0
UNIINFO,-1.1,5.19,43.4,50.1
UNIMECH,16.0,22.0,37.0,44.0
UNIONBANK,19914.0,18697.0,106276.0,105992.0
UNIPARTS,159.0,150.0,747.0,929.0
UNITDSPR,1963.0,1830.0,12602.0,12448.0
UNITECH,-1770.0,-16.0,354.0,1240.0
UNITEDPOLY,27.0,24.0,712.0,908.0
UNITEDTEA,20.0,22.0,81.0,90.0
UNIVASTU,31.0,23.0,300.0,225.0
UNIVCABLES,114.0,97.0,3368.0,3022.0
UNIVPHOTO,17.0,400.0,19.0,62.0
UNOMINDA,942.0,972.0,15339.0,14700.0
UPL,752.0,2939.0,5485.0,16449.0
URAVIDEF,1.24,2.87,40.59,41.99
URBANCO,-305.0,290.0,1188.0,1081.0
URJA,2.56,1.91,60.52,144.56
USHAMART,380.0,395.0,2414.0,3746.0
USK,12.0,30.0,199.0,577.0
UTIAMC,541.0,654.0,1568.0,1482.0
UTKARSHBNK,-945.0,498.0,3381.0,3765.0
UTLSOLAR,294.0,304.0,3403.0,2655.0
UTTAMSUGAR,84.0,135.0,2093.0,2110.0
UYFINCORP,62.0,65.0,212.0,197.0
V2RETAIL,177.0,163.0,3428.0,3060.0
VADILALIND,151.0,114.0,1268.0,1110.0
VAIBHAVGBL,261.0,257.0,579.0,674.0
VAISHALI,4.0,7.0,108.0,109.0
VAKRANGEE,13.0,663.0,179.0,6379.0
VALIANTLAB,13.0,31.0,239.0,334.0
VALIANTORG,49.0,124.0,766.0,948.0
VAML,,-0.03,,0.0
VARDHACRLC,42.0,46.0,327.0,498.0
VARDMNPOLY,319.0,102.0,238.0,941.0
VARROC,300.0,525.0,8666.0,8146.0
VASCONEQ,29.0,127.0,880.0,1075.0
VASWANI,-0.0,9.0,471.0,467.0
VBL,2951.0,2677.0,15696.0,14557.0
VCL,5.26,5.53,11.17,75.62
VEDL,16333.0,21259.0,27299.0,70757.0
VEDPOWER,,32.0,,5486.0
VEEDOL,145.0,171.0,1566.0,1557.0
VELJAN,25.0,25.0,149.0,148.0
VENKEYS,173.0,268.0,3980.0,4400.0
VENTIVE,239.0,229.0,650.0,638.0
VENUSPIPES,104.0,102.0,1211.0,1167.0
VENUSREM,113.0,99.0,810.0,769.0
VERANDA,-1.04,23.33,23.41,41.08
VERTOZ,5.88,5.76,89.39,81.2
VESUVIUS,256.0,265.0,2134.0,2104.0
